match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_wonContest,player_sofascoreId,stat_dispossessed,stat_fouls,stat_wonTackle,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalsPrevented,stat_errorLeadToAGoal,stat_lastManTackle
11388425,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,39.0,37.0,3.0,1.0,36.0,36.0,1.0,3.0,5.0,90.0,43.0,6.8,2.0,0.00031538,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388425,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,42.0,35.0,2.0,1.0,18.0,22.0,18.0,21.0,5.0,79.0,58.0,7.5,9.0,0.371779,1,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0475,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11388425,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,108.0,96.0,21.0,13.0,61.0,63.0,35.0,45.0,5.0,90.0,117.0,8.2,13.0,0.0247218,2,,,,3.0,2.0,3.0,,,1.0,1.0,,,,0.2549,,1.0,1.0,1.0,1.0,3.0,1.0,0.0877,,,,,,,,,,,,,,,,,,
11388425,home,PSV Eindhoven,Olivier Boscagli,,,boscagli-olivier,O. Boscagli,D,21,181,1043,M,788784,EUR,879811200,D,18,18,False,77.0,69.0,13.0,8.0,38.0,40.0,31.0,37.0,2.0,62.0,83.0,7.0,8.0,0.0171743,0,,,,1.0,2.0,4.0,2.0,,,1.0,1.0,,,,,,2.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,
11388425,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173,6120,M,906021,EUR,973209600,D,8,8,False,54.0,45.0,,,19.0,21.0,27.0,36.0,7.0,90.0,82.0,7.4,19.0,0.207091,1,,3.0,1.0,1.0,6.0,7.0,1.0,,1.0,1.0,1.0,2.0,1.0,0.0499,2.0,,6.0,,,,,,4.0,sergino,2.0,1.0,,,,,,,,,,,,,,
11388425,home,PSV Eindhoven,Jerdy Schouten,,,jerdy-schouten,J. Schouten,M,22,185,1244,M,844234,EUR,853027200,M,22,22,False,48.0,46.0,1.0,,20.0,21.0,26.0,27.0,3.0,62.0,61.0,7.1,7.0,0.0234561,0,,,,2.0,2.0,6.0,,,,1.0,1.0,3.0,3.0,,,,,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,
11388425,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,62.0,57.0,3.0,2.0,25.0,26.0,36.0,41.0,5.0,79.0,78.0,8.5,11.0,0.544501,1,1.0,5.0,4.0,,1.0,4.0,,2.0,1.0,,3.0,2.0,1.0,0.0222,5.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,
11388425,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,M,11,11,False,40.0,38.0,,,13.0,13.0,25.0,29.0,4.0,90.0,63.0,7.6,13.0,0.100652,2,,2.0,,,7.0,4.0,1.0,,,1.0,,4.0,,0.0887,1.0,1.0,5.0,1.0,1.0,,,0.1403,4.0,johanbakayoko,4.0,,,1.0,,,,,,,,,,,,
11388425,home,PSV Eindhoven,Guus Til,,,guus-til,G. Til,M,20,183,2263,M,845798,EUR,882748800,M,20,20,False,24.0,20.0,,,3.0,3.0,17.0,21.0,4.0,90.0,38.0,7.3,5.0,0.378541,5,1.0,,,,3.0,4.0,,1.0,1.0,,2.0,,2.0,0.9356,3.0,,,1.0,,,,0.0413,,,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,,,,,
11388425,home,PSV Eindhoven,Malik Tillman,,,malik-tillman,M. Tillman,M,10,186,5864,M,975798,EUR,1022544000,M,10,10,False,29.0,25.0,3.0,2.0,8.0,8.0,17.0,21.0,3.0,62.0,52.0,7.8,12.0,0.360342,2,,,,1.0,5.0,6.0,,1.0,,1.0,,4.0,2.0,0.3561,2.0,,5.0,2.0,1.0,,1.0,1.1582,3.0,MalikTillman8,2.0,2.0,,,1.0,,,,,,,,,,,
