match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_totalOffside,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_wasFouled,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,player_firstName,player_lastName,stat_punches,stat_outfielderBlock,stat_goals,stat_goalAssist
11352446,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,25.0,12.0,12.0,2.0,11.0,18.0,1.0,7.0,7.0,1.0,1.0,3.0,4.0,90.0,34.0,6.3,13.0,0.00022137,0,-0.0531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352446,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,82.0,72.0,2.0,1.0,29.0,36.0,43.0,46.0,1.0,,,,,90.0,93.0,6.9,11.0,0.33241,1,,True,4.0,4.0,7.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.1395,1.0,,,,,,,,,,,,,,,,,,,,
11352446,home,Wolverhampton,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,50027,EUR,641952000,D,15,15,False,76.0,64.0,10.0,5.0,39.0,45.0,25.0,31.0,7.0,,,,,90.0,80.0,6.7,12.0,0.0205566,0,,,,3.0,2.0,3.0,,,,,1.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11352446,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,46.0,41.0,3.0,,8.0,12.0,33.0,34.0,3.0,,,,,45.0,50.0,6.6,7.0,0.02028,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352446,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,M,22,22,False,52.0,45.0,6.0,2.0,14.0,17.0,32.0,39.0,5.0,,,,,83.0,78.0,6.7,17.0,0.0701518,0,,,1.0,,5.0,4.0,6.0,3.0,,,2.0,1.0,2.0,,,2.0,,,nelsonsemedo50,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11352446,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8756,M,307284,EUR,746841600,M,5,5,False,54.0,47.0,1.0,,16.0,18.0,31.0,36.0,7.0,,,,,90.0,73.0,7.1,12.0,0.0291062,4,,,3.0,1.0,5.0,7.0,3.0,3.0,,2.0,1.0,,2.0,1.0,0.1826,,,,,,,1.0,3.0,2.0,2.0,,,,,,,,,,,
11352446,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,8,8,False,36.0,31.0,2.0,1.0,9.0,10.0,22.0,26.0,5.0,,,,,63.0,50.0,7.1,7.0,0.0278773,0,,,1.0,,2.0,5.0,1.0,1.0,,,,1.0,2.0,1.0,,,,,joaogomes.01,,,,4.0,2.0,,,,,,,,,,,,
11352446,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,931278,EUR,991785600,M,3,3,False,68.0,67.0,2.0,2.0,21.0,21.0,47.0,51.0,6.0,,,,,90.0,103.0,8.0,7.0,0.0623014,2,,,,,4.0,11.0,8.0,6.0,,2.0,2.0,,1.0,1.0,0.1909,3.0,1.0,,r_aitnouri,4.0,1.0,,3.0,2.0,,1.0,2.0,,,,,,,,,
11352446,home,Wolverhampton,Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,176,2486,M,138573,EUR,705542400,F,21,21,False,66.0,57.0,6.0,4.0,20.0,21.0,40.0,57.0,4.0,,,,,90.0,91.0,7.9,23.0,0.289017,2,,,1.0,1.0,4.0,7.0,2.0,1.0,1.0,,,,2.0,1.0,0.0853,3.0,,,,12.0,3.0,1.0,2.0,2.0,1.0,,3.0,1.0,0.1757,,,,,,,
11352446,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,886363,EUR,927763200,F,12,12,False,10.0,8.0,,,3.0,4.0,5.0,6.0,,,,,,20.0,13.0,7.0,3.0,0.0243074,2,,,,,,,,,,,,,1.0,,0.1183,,,,Cunha,,,,,,,,,2.0,0.396,,,,,,,
