match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_errorLeadToAGoal,stat_dispossessed,stat_wonContest,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,captain,stat_goalAssist,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_hitWoodwork
10390061,home,Olympique Lyonnais,Anthony Lopes,,,anthony-lopes,A. Lopes,G,1,184,1194,M,48535,EUR,654739200,G,1,1,False,24.0,21.0,7.0,4.0,20.0,21.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,90.0,36.0,6.6,4.0,0.0,0.0,0.00038513,0,-0.3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390061,home,Olympique Lyonnais,Malo Gusto,,,gusto-malo,M. Gusto,D,27,179,19313,M,996958,EUR,1053302400,D,27,27,False,37.0,30.0,4.0,4.0,7.0,9.0,24.0,30.0,2.0,8.0,2.0,7.0,,,90.0,69.0,7.5,11.0,0.0,0.0,0.171649,0,,malogst,2.0,1.0,1.0,4.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10390061,home,Olympique Lyonnais,Thiago Mendes,,,thiago-mendes,T. Mendes,M,23,176,1626,M,329303,EUR,700617600,D,23,23,False,72.0,56.0,11.0,5.0,31.0,36.0,25.0,36.0,5.0,6.0,7.0,8.0,,,90.0,84.0,6.6,16.0,0.0,0.0,0.0144704,0,,,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
10390061,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,77.0,69.0,1.0,,42.0,45.0,27.0,32.0,1.0,4.0,,12.0,,,90.0,85.0,6.8,10.0,0.0,0.0,0.0160901,0,,,,,1.0,2.0,1.0,,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10390061,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,43.0,37.0,3.0,1.0,15.0,19.0,23.0,26.0,1.0,5.0,1.0,3.0,,,90.0,66.0,7.2,7.0,0.0,0.0,0.0797707,0,,tagliafico3,2.0,1.0,1.0,4.0,,1.0,4.0,2.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,
10390061,home,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,False,63.0,55.0,2.0,2.0,19.0,22.0,36.0,41.0,,3.0,,8.0,,,90.0,76.0,6.5,11.0,0.0383,0.0,0.0327383,1,,,,,2.0,8.0,4.0,2.0,,,1.0,,,1.0,,1.0,3.0,4.0,1.0,,,,,,,,,,,,,
10390061,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,88,88,False,52.0,46.0,4.0,2.0,14.0,14.0,33.0,39.0,1.0,5.0,2.0,6.0,,,68.0,65.0,7.3,7.0,0.1387,0.122,0.107494,2,,,1.0,1.0,,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,
10390061,home,Olympique Lyonnais,Tetê,,,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,M,11,11,False,27.0,21.0,1.0,1.0,3.0,4.0,18.0,24.0,,6.0,,3.0,,,79.0,44.0,7.5,10.0,0.3476,0.0884,0.152961,3,,Tete,1.0,,1.0,3.0,3.0,1.0,,,1.0,4.0,,1.0,,1.0,2.0,,,1.0,2.0,1.0,,,,,,,,,,
10390061,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,M,10,10,False,37.0,27.0,3.0,,6.0,6.0,22.0,35.0,,3.0,,1.0,,,90.0,56.0,7.3,18.0,0.254,0.1718,0.424762,4,,lacazettealex,4.0,1.0,,3.0,1.0,,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,,,1.0,2.0,1.0,,True,1.0,1.0,,,,,,,
10390061,home,Olympique Lyonnais,Karl Toko Ekambi,,,karl-toko-ekambi,K. Toko Ekambi,F,9,183,3852,M,842931,EUR,716428800,M,7,7,False,51.0,39.0,5.0,2.0,11.0,14.0,28.0,38.0,1.0,6.0,,8.0,,,90.0,73.0,7.5,20.0,0.3222,0.5827,0.26439,3,,karltokoekambi,1.0,,1.0,5.0,4.0,1.0,1.0,1.0,5.0,,1.0,4.0,,2.0,4.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,
