match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_wonContest,stat_outfielderBlock,stat_totalOffside,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_saves,stat_accurateCross,stat_ownGoals
11453038,home,Damac FC,Abdulaziz Al-Shahrani,abdulaziz-al-shahrani,A. Al-Shahrani,F,80,173.0,20,M,975862,EUR,783388800,F,14,14,False,8.0,6.0,1.0,1.0,2.0,3.0,4.0,5.0,,1.0,,,82.0,17.0,6.1,6.0,1,,,,4.0,8.0,4.0,,,,,,,2.0,,,,,2.0,,,,,,,1.0,,,,,,,
11453038,home,Damac FC,Fahad Aljuhani,fahad-al-johani,F. Aljuhani,F,19,177.0,7,M,160947,EUR,688435200,F,99,99,True,2.0,1.0,,,1.0,2.0,,1.0,,1.0,,,8.0,4.0,6.3,3.0,0,,,1.0,1.0,4.0,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,
11453038,home,Damac FC,Abdullah Al-Qahtani,abdullah-al-qahtani,A. Al-Qahtani,M,7,172.0,38,M,974064,EUR,854668800,M,7,7,True,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,17.0,5.0,6.4,1.0,0,,,,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
11453038,home,Damac FC,Bader Munshi,bader-munshi,B. Munshi,M,16,178.0,9,M,1102071,EUR,929836800,M,16,16,True,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,,,17.0,10.0,6.4,3.0,1,Bader Munshi,,1.0,,1.0,,2.0,,,,,1.0,3.0,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,
11453038,home,Damac FC,Ramzi Sawlan,sawlan-ramzi,R. Sawlan,D,15,,23,M,965309,EUR,892857600,F,51,51,True,4.0,4.0,,,1.0,1.0,3.0,3.0,,,,,10.0,5.0,6.7,,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11453038,home,Damac FC,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,M,23,173.0,10,M,877163,EUR,826416000,M,23,23,True,1.0,,,,,,,1.0,,,,,10.0,2.0,6.5,1.0,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453038,home,Damac FC,Bandar Ali,bandar-ali,B. Ali,G,1,,2,M,1161893,EUR,983664000,G,1,1,True,,,,,,,,,,,,,,,,,0,Bandar Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453038,home,Damac FC,Abdulaziz Al-Bishi,abdulaziz-al-bishi,A. Al-Bishi,M,22,172.0,241,M,791417,EUR,763344000,F,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453038,home,Damac FC,Abdulaziz Makin,abdulaziz-makeen,A. Making,M,12,169.0,12,M,1141407,EUR,993772800,D,12,12,True,,,,,,,,,,,,,,,,,0,Abdulaziz Makin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453038,home,Damac FC,Ahmed Harisi,ahmed-harisi,A. Harisi,M,18,170.0,9,M,1520999,EUR,966384000,F,18,18,True,,,,,,,,,,,,,,,,,0,Ahmed Harisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453038,away,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,141967,EUR,610761600,G,1,1,False,29.0,22.0,13.0,6.0,17.0,19.0,5.0,10.0,1.0,8.0,,1.0,90.0,37.0,6.7,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Munir,1.0,1.0,,
11453038,away,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,49.0,40.0,6.0,2.0,29.0,33.0,12.0,18.0,,3.0,,,90.0,66.0,6.6,11.0,0,,,2.0,,3.0,,1.0,1.0,,1.0,,1.0,4.0,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,
11453038,away,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,877103,EUR,699321600,D,5,5,False,33.0,24.0,7.0,2.0,21.0,22.0,3.0,11.0,4.0,5.0,,,72.0,46.0,6.3,10.0,3,,,,,3.0,,,1.0,,3.0,,2.0,4.0,,,2.0,2.0,,,1.0,,,3.0,,,,,,,,,
11453038,away,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,156401,EUR,612835200,D,6,6,False,55.0,40.0,6.0,4.0,31.0,35.0,9.0,20.0,1.0,2.0,,,90.0,61.0,7.0,15.0,0,,,,3.0,6.0,,,1.0,,3.0,1.0,5.0,6.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
11453038,away,Al Wehda,Abdullah Bukhari,abdullah-bukhari,A. Bukhari,D,3,177.0,10,M,832637,EUR,774489600,D,3,3,False,25.0,18.0,5.0,1.0,7.0,9.0,11.0,17.0,3.0,,,,90.0,49.0,6.8,11.0,0,,,1.0,,,,1.0,1.0,1.0,,1.0,,7.0,,,3.0,2.0,3.0,1.0,,,,,,,,,,,,,1.0
11453038,away,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,False,32.0,30.0,1.0,1.0,20.0,20.0,10.0,13.0,1.0,,,,63.0,36.0,6.6,3.0,0,,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,True,,,,,,,,
11453038,away,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,143786,EUR,586396800,M,76,76,False,50.0,46.0,8.0,5.0,26.0,26.0,23.0,33.0,,4.0,,,90.0,65.0,6.6,14.0,1,,,9.0,1.0,3.0,1.0,,,2.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,3.0,
11453038,away,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183.0,692,M,220113,EUR,692841600,M,23,23,False,9.0,8.0,,,2.0,2.0,6.0,7.0,1.0,3.0,,,45.0,18.0,6.4,5.0,0,,,,,2.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,
11453038,away,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182.0,171,M,256671,EUR,603936000,M,87,87,False,21.0,15.0,2.0,,9.0,10.0,6.0,12.0,,10.0,,,83.0,41.0,6.7,15.0,0,,,1.0,3.0,7.0,2.0,3.0,,4.0,1.0,,1.0,7.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,
11453038,away,Al Wehda,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,214,M,385708,EUR,822873600,M,7,7,False,15.0,14.0,,,10.0,10.0,4.0,7.0,,3.0,,,63.0,28.0,7.0,3.0,1,,,2.0,,3.0,,1.0,,,1.0,,,7.0,2.0,,6.0,4.0,,1.0,,1.0,,,,1.0,,,,,,,
11453038,away,Al Wehda,Odion Ighalo,odion-ighalo,O. Ighalo,F,,183.0,2180,M,29774,EUR,613958400,F,9,9,False,8.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,,2.0,,,90.0,14.0,6.7,6.0,0,,,,,,,1.0,,3.0,,,,2.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,
11453038,away,Al Wehda,Abdulaziz Noor,abdulaziz-noor,A. Noor,M,24,173.0,80,M,1085115,EUR,916617600,M,24,24,True,14.0,9.0,,,4.0,4.0,5.0,12.0,,3.0,,,45.0,24.0,6.5,11.0,1,Abdulaziz Noor,,2.0,1.0,5.0,1.0,2.0,,2.0,1.0,,,2.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,
11453038,away,Al Wehda,Jaber Assiri,jaber-assiri,J. Assiri,F,20,178.0,4,M,920524,EUR,875059200,F,20,20,True,6.0,2.0,,,,,2.0,6.0,,1.0,,,27.0,9.0,6.8,5.0,0,,,,,3.0,1.0,,,,1.0,,3.0,5.0,1.0,,,,2.0,,,,,,,,,,,,,,
11453038,away,Al Wehda,Hazzaa Al-Ghamdi,hazzaa-al-ghamdi,H. Al-Ghamdi,F,90,174.0,33,M,1095802,EUR,979171200,M,90,90,True,5.0,5.0,1.0,1.0,5.0,5.0,,1.0,,2.0,,,27.0,17.0,6.6,4.0,1,Hazzaa Ahmed Al-Ghamdi,,1.0,,2.0,,1.0,1.0,2.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,
11453038,away,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,88,88,True,6.0,4.0,,,2.0,2.0,2.0,4.0,,,,,21.0,10.0,6.9,2.0,0,,,,1.0,1.0,,2.0,,,,,1.0,4.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,
11453038,away,Al Wehda,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,925459,EUR,857174400,G,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453038,away,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,1106232,EUR,1009411200,D,27,27,True,,,,,,,,,,,,,,,,,0,Hawsawi Islam Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453038,away,Al Wehda,Nawaf Alazizi,nawaf-al-azizi,N. Alazizi,M,,170.0,7,M,979394,EUR,934243200,M,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453038,away,Al Wehda,Azzam Al Bishi,azzam-al-bishi,A. A. Bishi,F,15,181.0,6,M,1399138,EUR,1015545600,F,15,15,True,,,,,,,,,,,,,,,,,0,Azzam Al Bishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453038,away,Al Wehda,Yahya Naji,yahya-naji,Y. Naji,F,80,170.0,27,M,984587,EUR,920332800,F,80,80,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
