match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_outfielderBlock,stat_wonTackle,stat_totalOffside,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,player_sofascoreId,stat_goals
12499348,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,34.0,21.0,27.0,14.0,0.0,13.0,17.0,8.0,17.0,9.0,1.0,2.0,2.0,90.0,40.0,6.6,13.0,0.00110671,0,-0.8834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499348,home,Cagliari,Gabriele Zappa,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,37.0,28.0,6.0,1.0,0.0,17.0,18.0,11.0,20.0,3.0,,,,90.0,55.0,6.1,12.0,0.0127709,0,,1.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12499348,home,Cagliari,José Luis Palomino,jose-luis-palomino,J. L. Palomino,D,19,188,536,M,79680,EUR,631497600,D,24,24,False,60.0,50.0,6.0,2.0,0.0,42.0,48.0,8.0,12.0,6.0,,,,90.0,67.0,6.6,10.0,0.00281827,0,,,3.0,,4.0,3.0,,1.0,2.0,3.0,,,1.0,José,Luis Palomino,1.0,2.0,,,,,,,,,,,,,,,,
12499348,home,Cagliari,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,57.0,47.0,5.0,1.0,0.0,42.0,46.0,5.0,12.0,3.0,,,,90.0,68.0,6.4,12.0,0.00190351,0,,1.0,1.0,5.0,3.0,8.0,,5.0,,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,
12499348,home,Cagliari,Adam Obert,adam-obert,A. Obert,D,33,186,654,M,964153,EUR,1030060800,D,33,33,False,24.0,17.0,4.0,,0.0,13.0,18.0,4.0,6.0,4.0,,,,73.0,52.0,7.1,10.0,0.028588,2,,,3.0,4.0,6.0,8.0,1.0,4.0,2.0,3.0,2.0,,1.0,,,2.0,2.0,,1.0,1.0,1.0,2.0,0.082,1.0,,,,,,,,,
12499348,home,Cagliari,Nadir Zortea,zortea-nadir,N. Zortea,M,20,187,1108,M,928104,EUR,929750400,M,19,19,False,16.0,9.0,1.0,,0.0,5.0,7.0,4.0,11.0,2.0,,,,59.0,24.0,6.6,9.0,0.0079453,1,,2.0,1.0,,2.0,3.0,,1.0,,2.0,,1.0,1.0,,,,2.0,,,,,,0.0552,1.0,1.0,,,,,,,,
12499348,home,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,False,15.0,13.0,2.0,,0.0,9.0,9.0,4.0,6.0,3.0,,,,59.0,21.0,6.5,3.0,0.00422341,0,,,,,1.0,3.0,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12499348,home,Cagliari,Răzvan Marin,razvan-marin,R. Marin,M,18,178,3932,M,279563,EUR,832809600,M,18,18,False,36.0,30.0,2.0,,0.0,22.0,24.0,11.0,17.0,4.0,,,,90.0,48.0,6.9,9.0,0.296733,1,,5.0,1.0,,6.0,1.0,1.0,3.0,,,,,3.0,,,,,,1.0,1.0,1.0,,0.0186,4.0,1.0,3.0,1.0,,,,,,
12499348,home,Cagliari,Gianluca Gaetano,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,902019,EUR,957484800,M,70,70,False,11.0,7.0,1.0,1.0,0.0,4.0,4.0,3.0,7.0,4.0,,,,73.0,27.0,6.4,7.0,0.0103618,4,,,,,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,2.0,0.2834,,1.0,,,1.0,1.0,0.2038,,,
12499348,home,Cagliari,Nicolas Viola,nicolas-viola,N. Viola,F,10,180,280,M,21608,EUR,624153600,F,10,10,False,20.0,14.0,2.0,1.0,0.0,6.0,8.0,9.0,15.0,1.0,,,,59.0,32.0,6.9,12.0,0.0939286,1,,3.0,1.0,1.0,2.0,3.0,,,,1.0,2.0,1.0,1.0,,,,1.0,,,1.0,,1.0,0.0139,3.0,,1.0,,,,,True,,
