match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_interceptionWon,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,captain,stat_errorLeadToAGoal,player_firstName,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goals,player_lastName,stat_savedShotsFromInsideTheBox,stat_punches
12437842,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,14.0,9.0,6.0,2.0,0.0,8.0,11.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,1.0,90.0,25.0,6.5,5.0,0.00019543,0,-1.2826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Javier Manquillo,javier-manquillo,J. Manquillo,D,2,180,210,M,210082,EUR,768096000,D,22,22,False,32.0,31.0,,,0.0,23.0,24.0,8.0,8.0,,2.0,,2.0,,,72.0,39.0,6.4,1.0,0.00237673,0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,42.0,37.0,2.0,,0.0,21.0,23.0,16.0,19.0,,4.0,3.0,3.0,,,90.0,53.0,6.3,7.0,0.00611521,0,,1.0,,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,69408,EUR,662342400,D,20,20,False,62.0,53.0,7.0,4.0,0.0,33.0,37.0,20.0,25.0,4.0,8.0,5.0,4.0,,,90.0,76.0,6.8,11.0,0.0345849,2,,4.0,,,3.0,1.0,,2.0,,1.0,3.0,marcosalonso28,1.0,2.0,0.0871,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,M,3,3,False,66.0,55.0,6.0,3.0,1.0,25.0,28.0,32.0,43.0,1.0,5.0,,6.0,,,90.0,86.0,7.4,17.0,0.234542,1,,7.0,3.0,,2.0,1.0,1.0,1.0,,1.0,2.0,,,,0.0891,5.0,2.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,
12437842,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,76.0,68.0,7.0,5.0,0.0,32.0,33.0,36.0,43.0,,,,7.0,,,87.0,79.0,6.3,9.0,0.0290091,0,,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,True,1.0,,,,,,,,,,
12437842,home,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180,632,M,1120669,EUR,1071792000,M,33,33,False,75.0,65.0,7.0,4.0,0.0,29.0,33.0,37.0,47.0,,4.0,,1.0,,,90.0,91.0,7.3,16.0,0.250589,1,,5.0,1.0,,2.0,,1.0,1.0,,1.0,3.0,,1.0,1.0,0.0315,5.0,1.0,2.0,2.0,1.0,,3.0,,,Hugo Sotelo,,,,,,,,,
12437842,home,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176,698,M,1154935,EUR,1057104000,M,30,30,False,41.0,31.0,4.0,1.0,0.0,12.0,15.0,19.0,28.0,,3.0,4.0,3.0,,,90.0,62.0,6.8,14.0,0.0339238,0,,2.0,,,,,1.0,,,,,,,,,2.0,,4.0,3.0,,,1.0,,,Hugo Álvarez,1.0,,,,,,,,
12437842,home,Celta Vigo,Jonathan Bamba,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,F,17,17,False,40.0,35.0,1.0,1.0,0.0,12.0,16.0,24.0,28.0,,4.0,,9.0,,,78.0,57.0,6.6,13.0,0.0434306,2,,8.0,2.0,,2.0,2.0,,1.0,,1.0,1.0,,3.0,,0.195,4.0,1.0,1.0,,,,,,,,1.0,1.0,2.0,0.1323,,,,,
12437842,home,Celta Vigo,Borja Iglesias,borja-iglesias,B. Iglesias,F,7,187,4084,M,785989,EUR,727228800,F,7,7,False,23.0,19.0,3.0,3.0,0.0,6.0,8.0,13.0,15.0,,1.0,,2.0,,,78.0,34.0,6.8,10.0,0.141499,1,,9.0,1.0,,,1.0,,,,2.0,2.0,,3.0,,0.0177,,,,,1.0,1.0,1.0,,,,3.0,,,,1.0,,,,
12437842,home,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,1126779,EUR,1075593600,F,19,19,False,17.0,13.0,1.0,,0.0,4.0,6.0,9.0,11.0,,3.0,,3.0,,,72.0,28.0,7.0,7.0,0.0136943,2,,3.0,,,1.0,2.0,1.0,1.0,1.0,3.0,2.0,,,,0.9103,,,,,,,1.0,,,,1.0,1.0,2.0,1.5931,1.0,1.0,,,
12437842,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,True,24.0,24.0,1.0,1.0,0.0,13.0,13.0,11.0,11.0,,1.0,,2.0,,,18.0,26.0,6.8,,0.00541413,0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Alfon González,alfon-gonzalez,A. González,F,17,172,607,M,1468090,EUR,925776000,F,12,12,True,6.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,1.0,,,,,18.0,13.0,7.0,2.0,0.120391,2,,5.0,1.0,,,1.0,1.0,,,,1.0,,,1.0,0.1189,1.0,,1.0,,1.0,,1.0,,,,2.0,,1.0,0.0154,,,,,
12437842,home,Celta Vigo,Anastasios Douvikas,douvikas-anastasios,A. Douvikas,F,11,184,4342,M,894863,EUR,933552000,F,9,9,True,2.0,2.0,,,0.0,,,2.0,2.0,1.0,1.0,,,,,12.0,7.0,6.2,2.0,0.0012007,2,,3.0,,,,,,,,,1.0,,2.0,,0.368,,,,,,2.0,,,,,,1.0,,,,,,,
12437842,home,Celta Vigo,Pablo Durán,pablo-duran,P. Durán,F,18,176,741,M,1398524,EUR,990748800,F,18,18,True,3.0,3.0,,,0.0,,,3.0,3.0,,1.0,,,,,12.0,4.0,6.7,,0.0223026,0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,Pablo Durán,,,,,,,,,
12437842,home,Celta Vigo,Damián Rodríguez,damian-rodriguez,D. Rodríguez,M,23,180,272,M,1216080,EUR,1047859200,M,25,25,True,10.0,10.0,,,0.0,3.0,3.0,7.0,7.0,,1.0,,,,,9.0,12.0,6.7,,0.0165574,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Iván Villar,ivan-villar,I. Villar,G,1,183,223,M,848980,EUR,868406400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180,595,M,363774,EUR,815097600,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Jailson,jailson,Jailson,D,,187,384,M,794861,EUR,810432000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437842,home,Celta Vigo,Tadeo Allende,tadeo-allende,T. Allende,M,21,185,6789,M,1108451,EUR,919468800,F,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
