match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_outfielderBlock,stat_lastManTackle,stat_interceptionWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_penaltyWon,stat_penaltyMiss
10385427,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,19.0,15.0,8.0,4.0,14.0,15.0,1.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,90.0,26.0,6.9,4.0,0.0,0.0,0.00087901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385427,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,53.0,39.0,5.0,,15.0,17.0,28.0,51.0,1.0,6.0,,,,,90.0,82.0,7.0,29.0,0.036,0.0,0.320941,1,True,15.0,4.0,1.0,1.0,6.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,,,,,,,,,,,,,,,,,,,
10385427,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,60.0,51.0,13.0,7.0,31.0,32.0,20.0,29.0,3.0,11.0,,,,,90.0,74.0,7.6,11.0,0.0743,0.0,0.0365652,1,,1.0,,,2.0,1.0,6.0,,2.0,1.0,,,,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10385427,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,56.0,49.0,4.0,2.0,32.0,35.0,17.0,21.0,3.0,4.0,,,,,90.0,65.0,7.3,8.0,0.0,0.0,0.016682,0,,,,2.0,2.0,2.0,4.0,,,,,,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,
10385427,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,35.0,26.0,2.0,,12.0,17.0,14.0,19.0,1.0,3.0,,,,,90.0,52.0,7.3,11.0,0.0,0.0,0.00500025,0,,1.0,,,1.0,,6.0,,1.0,1.0,,,,,,,,,,4.0,3.0,,,1.0,,,,,,,,,,,,
10385427,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,51.0,45.0,5.0,3.0,19.0,20.0,28.0,34.0,,4.0,,,,,90.0,64.0,7.6,7.0,0.1561,0.0,0.596956,2,,3.0,2.0,1.0,1.0,2.0,5.0,1.0,,,,1.0,,,3.0,,4.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,
10385427,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,27.0,23.0,,,5.0,7.0,18.0,21.0,,1.0,,,,,45.0,31.0,6.9,5.0,0.0,0.0,0.313166,0,,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,
10385427,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,25.0,20.0,1.0,1.0,5.0,6.0,15.0,19.0,,3.0,,,,,71.0,31.0,6.8,6.0,0.2267,0.0,0.0251263,3,,,,,1.0,2.0,2.0,,1.0,,,1.0,,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
10385427,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,37.0,33.0,1.0,1.0,6.0,8.0,27.0,29.0,,5.0,,,,,85.0,58.0,7.1,8.0,0.1076,0.0142,0.0927881,3,,,,2.0,,6.0,6.0,1.0,3.0,1.0,,2.0,1.0,,2.0,,1.0,,,3.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,
10385427,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,False,13.0,8.0,1.0,,1.0,2.0,7.0,12.0,,2.0,,,,,89.0,36.0,7.3,14.0,0.8411,0.3647,0.865916,7,,1.0,,2.0,2.0,5.0,6.0,,1.0,1.0,1.0,2.0,5.0,,3.0,1.0,1.0,2.0,,,,1.0,,,,2.0,3.0,1.0,1.0,,,,,,,
10385427,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,F,7,7,False,50.0,40.0,3.0,2.0,14.0,18.0,26.0,32.0,2.0,6.0,,,,,90.0,67.0,7.1,12.0,0.1093,0.0,0.027987,1,,,,4.0,2.0,7.0,7.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,3.0,3.0,,,,2.0,1.0,,,,,,,,,,
10385427,home,Newcastle United,Allan Saint-Maximin,,,allan-saint-maximin,A. Saint-Maximin,F,9,173,12573,M,st_maximin,347010,EUR,858124800,F,10,10,True,14.0,12.0,1.0,1.0,4.0,4.0,8.0,11.0,,2.0,,,,,45.0,25.0,6.4,8.0,0.0558,0.0,0.03732,1,,1.0,,,,4.0,1.0,,4.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10385427,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,True,6.0,5.0,1.0,,1.0,1.0,4.0,5.0,,2.0,,,,,19.0,19.0,6.8,7.0,0.7523,0.8811,0.0153679,1,,,,1.0,,6.0,1.0,,4.0,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,1.0,,,,,,
10385427,home,Newcastle United,Jacob Murphy,,,jacob-murphy,J. Murphy,F,23,176,3564,M,,372336,EUR,793584000,M,23,23,True,3.0,3.0,,,,,3.0,3.0,,1.0,,,,,12.0,5.0,6.6,,0.0,0.0,0.00535972,0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
10385427,home,Newcastle United,Chris Wood,,,chris-wood,C. Wood,F,11,191,7494,M,wodsy39,50480,EUR,692064000,F,20,20,True,,,,,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,,,1.0,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385427,home,Newcastle United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,,42209,EUR,600825600,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385427,home,Newcastle United,Jamal Lewis,,,jamal-lewis,J. Lewis,D,18,178,948,M,,891803,EUR,885686400,D,12,12,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385427,home,Newcastle United,Jamaal Lascelles,,,jamaal-lascelles,J. Lascelles,D,24,188,1036,M,,153444,EUR,752976000,D,6,6,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385427,home,Newcastle United,Javier Manquillo,,,javier-manquillo,J. Manquillo,D,2,180,210,M,,210082,EUR,768096000,D,19,19,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385427,home,Newcastle United,Matt Ritchie,,,matt-ritchie,M. Ritchie,M,30,173,303,M,,42699,EUR,621388800,M,11,11,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385427,away,Fulham,Bernd Leno,,,bernd-leno,B. Leno,G,1,190,2695,M,,103335,EUR,699667200,G,17,17,False,37.0,21.0,26.0,10.0,14.0,15.0,7.0,22.0,2.0,14.0,3.0,,,,90.0,51.0,7.1,16.0,0.0,0.0,0.00101615,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,0.26,,
10385427,away,Fulham,Kenny Tete,,,kenny-tete,K. Tete,D,2,180,1146,M,,190877,EUR,813196800,D,2,2,False,20.0,12.0,5.0,1.0,9.0,12.0,3.0,8.0,7.0,5.0,,,,,90.0,57.0,7.0,13.0,0.05,0.0,0.00140707,1,,,,,1.0,2.0,6.0,,1.0,,,,,,1.0,,,1.0,,4.0,3.0,,,,2.0,1.0,,,,,,,,,,
10385427,away,Fulham,Issa Diop,,,issa-diop,I. Diop,D,31,194,838,M,,825719,EUR,852768000,D,31,31,False,26.0,22.0,3.0,2.0,20.0,22.0,2.0,4.0,3.0,,,,,,89.0,41.0,7.4,4.0,0.0,0.0,0.00492374,0,,,,2.0,2.0,6.0,5.0,2.0,,,,,,,1.0,2.0,,,,2.0,1.0,1.0,5.0,,3.0,,,,,,,,,,,
10385427,away,Fulham,Tim Ream,,,tim-ream,T. Ream,D,3,185,548,M,,118179,EUR,560390400,D,13,13,False,38.0,32.0,2.0,1.0,27.0,30.0,5.0,8.0,3.0,6.0,,,,,90.0,45.0,6.6,7.0,0.0,0.0,0.00240718,0,True,,,,3.0,3.0,3.0,,1.0,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,
10385427,away,Fulham,Layvin Kurzawa,,,layvin-kurzawa,L. Kurzawa,D,3,182,1724,M,,135775,EUR,715564800,D,3,3,False,20.0,15.0,1.0,,10.0,12.0,6.0,10.0,1.0,3.0,,,,,90.0,42.0,6.5,12.0,0.0,0.0,0.0349406,0,,2.0,1.0,2.0,,5.0,3.0,,3.0,2.0,,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,
10385427,away,Fulham,João Palhinha,,,joao-palhinha,J. Palhinha,M,6,189,16491,M,Palhinha,364612,EUR,805248000,M,26,26,False,22.0,12.0,2.0,,10.0,14.0,2.0,8.0,4.0,4.0,,,,,90.0,43.0,7.2,13.0,0.0322,0.0,0.00261849,1,,,,2.0,2.0,6.0,10.0,2.0,3.0,2.0,,,,,,,1.0,1.0,,6.0,4.0,,1.0,,,1.0,,,,,,,,,,
10385427,away,Fulham,Harrison Reed,,,harrison-reed,H. Reed,M,6,176,353,M,,365802,EUR,791164800,M,6,6,False,28.0,23.0,5.0,4.0,13.0,14.0,10.0,14.0,2.0,10.0,,,,,89.0,40.0,6.7,7.0,0.0,0.0,0.014544,0,,,,1.0,2.0,5.0,4.0,1.0,,,,,,,,1.0,,,,2.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,
10385427,away,Fulham,Willian,,,willian,Willian,F,88,175,9698,M,willianborges88,31417,EUR,587088000,M,20,20,False,18.0,10.0,2.0,2.0,4.0,7.0,6.0,14.0,,4.0,,,,,78.0,22.0,6.6,12.0,0.0,0.0,0.0247733,0,,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385427,away,Fulham,Andreas Pereira,,,andreas-pereira,A. Pereira,M,8,177,14092,M,andreaspereira,285949,EUR,820454400,M,18,18,False,24.0,17.0,1.0,,4.0,4.0,16.0,27.0,,2.0,,,,,77.0,39.0,6.7,15.0,0.0,0.0,0.125836,0,,7.0,3.0,,1.0,6.0,4.0,,3.0,2.0,,,,,1.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,
