match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_expectedGoalsOnTarget,player_sofascoreId,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_dispossessed,stat_bigChanceMissed,stat_clearanceOffLine,stat_totalOffside,stat_hitWoodwork,captain,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_errorLeadToAShot,stat_penaltyConceded
12450984,home,Olympique Lyonnais,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,23,23,False,15.0,12.0,5.0,2.0,0.0,11.0,13.0,1.0,2.0,6.0,1.0,1.0,1.0,90.0,17.0,5.5,3.0,0.00016169,0,-1.2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450984,home,Olympique Lyonnais,Clinton Mata,,,clinton-mata,C. Mata,D,22,180,1320,M,152813,EUR,721094400,D,22,22,False,68.0,57.0,7.0,2.0,2.0,25.0,27.0,34.0,49.0,4.0,,,,90.0,93.0,7.8,20.0,0.705432,1,,8.0,2.0,1.0,2.0,6.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0119,2.0,,,,,,,,,,,,,,,,,,,,,,,
12450984,home,Olympique Lyonnais,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192,2892,M,257091,EUR,842918400,D,55,55,False,41.0,36.0,2.0,1.0,0.0,22.0,24.0,14.0,17.0,3.0,,,,90.0,48.0,7.3,5.0,0.0115024,1,,,,6.0,1.0,7.0,,,,,2.0,2.0,,,,1.0,0.0646,,1.0,1.0,1.0,1.0,0.4717,,,,,,,,,,,,,,,,,,
12450984,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,63.0,61.0,2.0,2.0,0.0,19.0,19.0,42.0,47.0,4.0,,,,90.0,77.0,6.8,6.0,0.0362166,2,,3.0,,2.0,4.0,4.0,1.0,,,,,1.0,2.0,1.0,,1.0,0.0373,,1.0,,1.0,,0.0338,tagliafico3,1.0,1.0,1.0,,,,,,,,,,,,,,
12450984,home,Olympique Lyonnais,Ainsley Maitland-Niles,,,ainsley-maitland-niles,A. Maitland-Niles,D,98,178,1575,M,352768,EUR,872812800,M,98,98,False,39.0,35.0,,,0.0,5.0,5.0,31.0,36.0,6.0,,,,90.0,59.0,8.0,9.0,0.259941,3,,2.0,1.0,,2.0,6.0,4.0,2.0,2.0,2.0,,1.0,3.0,3.0,1.0,,0.1464,4.0,1.0,,,1.0,0.1149,,,,,,,,,,,,,,,,,,
12450984,home,Olympique Lyonnais,Jordan Veretout,,,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,7,7,False,53.0,45.0,4.0,2.0,0.0,5.0,6.0,43.0,54.0,4.0,,,,67.0,63.0,7.0,13.0,0.116377,0,,7.0,3.0,1.0,5.0,1.0,1.0,,,,,,,,,1.0,,2.0,,,,1.0,,,3.0,,,,,,,,,,,,,,,,
12450984,home,Olympique Lyonnais,Nemanja Matić,,,nemanja-matic,N. Matić,M,18,194,3565,M,44241,EUR,586396800,M,31,31,False,57.0,54.0,,,0.0,13.0,13.0,41.0,44.0,7.0,,,,83.0,62.0,7.5,4.0,0.235491,0,,,,,1.0,2.0,,,1.0,,,,2.0,1.0,,1.0,,2.0,,,,,,Mati,,,,,,,,,,,,,,,,,
12450984,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,8,8,False,34.0,28.0,3.0,3.0,0.0,3.0,4.0,25.0,30.0,4.0,,,,75.0,53.0,8.3,11.0,0.260681,4,,,,1.0,8.0,7.0,2.0,2.0,1.0,1.0,,,1.0,,4.0,3.0,0.3872,2.0,2.0,,1.0,3.0,0.0356,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12450984,home,Olympique Lyonnais,Abner Vinícius,,,abner-vinicius,Abner Vinícius,D,16,181,3931,M,973838,EUR,959385600,M,16,16,False,32.0,29.0,1.0,1.0,0.0,2.0,3.0,30.0,38.0,3.0,,,,75.0,58.0,7.4,13.0,0.32904,1,,9.0,3.0,,4.0,2.0,,,,,,1.0,2.0,1.0,1.0,,0.0225,3.0,,,,,,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,
12450984,home,Olympique Lyonnais,Gift Orban,,,gift-orban,G. Orban,F,16,178,5518,M,1217613,EUR,1026864000,F,9,9,False,14.0,10.0,2.0,2.0,0.0,1.0,1.0,9.0,14.0,1.0,,,,90.0,22.0,6.5,8.0,0.0450939,2,,1.0,,1.0,5.0,2.0,3.0,1.0,,1.0,,,,,1.0,3.0,0.2841,1.0,1.0,,,,0.2123,giftorban,2.0,,,,1.0,,1.0,1.0,,,,,,,,,
