match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_ownGoals,stat_unsuccessfulTouch,stat_expectedGoals,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_lastManTackle,stat_bigChanceMissed,stat_goalAssist,stat_errorLeadToAGoal,stat_punches,stat_outfielderBlock,stat_totalOffside
11352347,home,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,False,30.0,29.0,4.0,3.0,29.0,29.0,1.0,7.0,1.0,2.0,3.0,1.0,1.0,90.0,39.0,7.0,1.0,0.00029418,0,0.0103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,home,Liverpool,Conor Bradley,,,bradley-conor,C. Bradley,D,12,181,15946,M,conorbradley03,1008402,EUR,1057708800,D,84,84,False,71.0,67.0,4.0,3.0,32.0,32.0,42.0,6.0,,,,,,90.0,94.0,6.7,11.0,0.0281791,1,,35.0,3.0,1.0,2.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0195,,,,,,,,,,,,,,,,,,,,,
11352347,home,Liverpool,Ibrahima Konaté,,,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,96.0,83.0,5.0,3.0,36.0,43.0,53.0,5.0,,,,,,90.0,106.0,7.1,14.0,0.01747,1,,47.0,,3.0,8.0,5.0,10.0,,,1.0,1.0,1.0,1.0,,1.0,0.0508,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11352347,home,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,101.0,99.0,9.0,9.0,39.0,40.0,61.0,3.0,,,,,,90.0,108.0,7.5,2.0,0.0200013,1,,60.0,,1.0,,1.0,2.0,,,,,,1.0,,,0.0439,1.0,1.0,,True,1.0,0.0784,,,,,,,,,,,,,,,
11352347,home,Liverpool,Joe Gomez,,,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,79.0,71.0,3.0,2.0,12.0,13.0,68.0,7.0,,,,,,73.0,94.0,7.6,12.0,0.264088,2,,59.0,2.0,,1.0,3.0,4.0,2.0,1.0,2.0,1.0,,1.0,,1.0,0.0749,1.0,2.0,,,,,1.0,2.0,,,,,,,,,,,,,
11352347,home,Liverpool,Dominik Szoboszlai,,,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,81.0,75.0,4.0,4.0,19.0,21.0,71.0,11.0,,,,,,73.0,99.0,7.5,19.0,0.182081,1,,58.0,11.0,,2.0,6.0,3.0,1.0,,,,1.0,,,,0.0337,,,1.0,,1.0,0.3141,,3.0,2.0,5.0,1.0,,,,,,,,,,
11352347,home,Liverpool,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,88.0,78.0,4.0,4.0,16.0,20.0,69.0,7.0,,,,,,90.0,104.0,8.3,14.0,0.0537124,3,,62.0,1.0,1.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,2.0,4.0,,2.0,0.2412,2.0,,,,1.0,0.6569,,2.0,,,,1.0,1.0,1.0,1.0,,,,,,
11352347,home,Liverpool,Ryan Gravenberch,,,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,33.0,28.0,,,3.0,5.0,29.0,,,,,,,60.0,46.0,7.0,10.0,0.020281,2,,25.0,1.0,,1.0,3.0,4.0,1.0,,1.0,,2.0,2.0,,3.0,0.0824,,1.0,1.0,,1.0,0.0661,,,,1.0,,,,,,,,,,,
11352347,home,Liverpool,Mohamed Salah,,,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,32.0,26.0,,,1.0,1.0,32.0,1.0,,,,,,60.0,46.0,7.4,11.0,0.184632,3,,25.0,1.0,,,2.0,1.0,,2.0,1.0,,,,,2.0,0.1419,,,,,2.0,0.2705,,1.0,,1.0,1.0,,,,,,,,,,
11352347,home,Liverpool,Darwin Núñez,,,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,9,9,False,21.0,15.0,,,2.0,2.0,19.0,1.0,,,,,,90.0,39.0,7.4,11.0,0.0278935,7,,13.0,,3.0,,6.0,2.0,,2.0,3.0,,,,,3.0,0.677,,,1.0,,2.0,0.0987,,,,2.0,2.0,2.0,,1.0,,1.0,,,,,
11352347,home,Liverpool,Luis Díaz,,,luis-diaz,L. Díaz,F,14,178,142017,M,LuisDíaz,883537,EUR,853113600,F,7,7,False,54.0,49.0,9.0,8.0,7.0,8.0,47.0,3.0,,,,,,90.0,71.0,8.0,11.0,0.148055,3,,42.0,1.0,1.0,1.0,6.0,5.0,,2.0,2.0,,,2.0,,1.0,0.1346,1.0,,1.0,,,,,6.0,,4.0,2.0,1.0,,,,,1.0,,,,
11352347,home,Liverpool,Andrew Robertson,,,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,True,32.0,29.0,1.0,1.0,4.0,4.0,40.0,1.0,,,,,,30.0,51.0,7.7,13.0,0.0896603,1,,28.0,12.0,,,,1.0,,,1.0,,,,,1.0,0.0478,,1.0,,,,,1.0,1.0,3.0,,,,,,,,1.0,,,,
11352347,home,Liverpool,Harvey Elliott,,,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,M,19,19,True,24.0,23.0,1.0,1.0,8.0,8.0,20.0,1.0,,,,,,30.0,33.0,7.0,2.0,0.293954,0,,18.0,4.0,1.0,,1.0,2.0,,,,,,1.0,,,,,1.0,,,,,,2.0,3.0,,,,,,,,,,,,
11352347,home,Liverpool,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,F,18,18,True,13.0,13.0,,,1.0,1.0,14.0,3.0,,,,,,17.0,22.0,8.1,2.0,0.435118,4,,13.0,2.0,3.0,2.0,4.0,4.0,,,2.0,,,,,,0.2797,,,,,1.0,0.3049,,3.0,1.0,3.0,2.0,1.0,,1.0,,,,,,,
11352347,home,Liverpool,Curtis Jones,,,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,True,31.0,29.0,1.0,1.0,9.0,9.0,22.0,2.0,,,,,,17.0,33.0,7.1,2.0,0.0306128,0,,20.0,,,1.0,,3.0,,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,
11352347,home,Liverpool,Adrián,,,adrian,Adrián,G,13,190,2131,M,,50539,EUR,536630400,G,13,13,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,home,Liverpool,Jarell Quansah,,,jarell-quansah,J. Quansah,D,4,190,10315,M,jarellquansah,1003339,EUR,1043798400,D,78,78,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,home,Liverpool,Konstantinos Tsimikas,,,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,home,Liverpool,Bobby Clark,,,bobby-clark,B. Clark,M,42,178,1774,M,,1142638,EUR,1107734400,M,42,42,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,home,Liverpool,Jayden Danns,Jayden Danns,,jayden-danns,J. Danns,F,76,183,3511,M,,1403108,EUR,1137369600,F,76,76,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,away,Sheffield United,Ivo Grbić,,,ivo-grbic,I. Grbić,G,13,195,1121,M,,283847,EUR,821923200,G,13,13,False,29.0,4.0,29.0,4.0,,2.0,27.0,8.0,1.0,3.0,6.0,,,90.0,41.0,6.4,25.0,0.00039233,0,-1.2104,4.0,,,3.0,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
11352347,away,Sheffield United,Mason Holgate,,,mason-holgate,M. Holgate,D,3,187,413,M,,781544,EUR,845942400,D,30,30,False,9.0,5.0,1.0,,4.0,5.0,4.0,1.0,,,,,,87.0,27.0,6.6,6.0,0.00097157,0,,1.0,,,,1.0,1.0,,,,12.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,
11352347,away,Sheffield United,Anel Ahmedhodžić,,,anel-ahmedhodzic,A. Ahmedhodžić,D,21,190,1549,M,,825899,EUR,922406400,D,15,15,False,14.0,7.0,3.0,,6.0,8.0,6.0,3.0,,,,,,90.0,22.0,6.7,7.0,0.186539,0,,1.0,,,2.0,2.0,3.0,2.0,,,4.0,2.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0
11352347,away,Sheffield United,Jack Robinson,,,jack-robinson,J. Robinson,D,6,180,148,M,,98454,EUR,746841600,D,19,19,False,14.0,8.0,5.0,2.0,3.0,4.0,10.0,3.0,,,,,,90.0,26.0,6.2,11.0,0.00992054,0,,5.0,,,1.0,1.0,2.0,,1.0,,3.0,,1.0,,1.0,,1.0,,,True,,,,,,,,,,,,,,,,,
11352347,away,Sheffield United,Jayden Bogle,,,bogle-jayden,J. Bogle,D,2,178,805,M,,929132,EUR,964656000,M,20,20,False,12.0,5.0,3.0,,2.0,5.0,7.0,7.0,,,,,,90.0,30.0,6.7,10.0,0.0306323,1,,3.0,,1.0,,3.0,6.0,1.0,1.0,,2.0,,3.0,,1.0,0.0257,,1.0,,,1.0,0.2365,,,,2.0,2.0,,,,,,,,,,
11352347,away,Sheffield United,Vinícius Souza,,,vinicius-souza,Vinicius,M,5,187,1714,M,,979290,EUR,929577600,M,21,21,False,11.0,4.0,2.0,,4.0,8.0,3.0,3.0,,,,,,90.0,32.0,6.4,11.0,5.608e-05,0,,,,1.0,2.0,10.0,6.0,2.0,2.0,,5.0,1.0,4.0,,1.0,,4.0,,4.0,,,,,,,1.0,,,,,,,,,,1.0,
11352347,away,Sheffield United,Oliver Arblaster,Oliver Arblaster,,oliver-arblaster,O. Arblaster,M,4,180,217,M,,1191153,EUR,1073520000,M,24,24,False,23.0,13.0,4.0,,6.0,10.0,13.0,5.0,,,,,,90.0,38.0,6.5,13.0,0.00716277,0,,7.0,,2.0,1.0,5.0,6.0,2.0,,,1.0,,4.0,,2.0,,3.0,,,,,,,,,2.0,1.0,,,,,,,,,1.0,
11352347,away,Sheffield United,Gustavo Hamer,,,gustavo-hamer,G. Hamer,M,8,169,1011,M,,837495,EUR,867110400,M,8,8,False,10.0,7.0,2.0,1.0,1.0,3.0,7.0,1.0,,,,,,62.0,17.0,7.0,3.0,0.00120209,2,,6.0,,,,,,,,1.0,,1.0,,,,0.0613,,,,,1.0,0.1579,,,,,,,,,,,,,,,
11352347,away,Sheffield United,Auston Trusty,,,auston-trusty,A. Trusty,D,6,188,817,M,,822459,EUR,902880000,M,5,5,False,14.0,9.0,4.0,1.0,4.0,7.0,7.0,8.0,,,,,,78.0,30.0,7.0,6.0,0.00981572,1,,5.0,,2.0,2.0,3.0,6.0,1.0,,1.0,4.0,4.0,2.0,,,0.0432,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
11352347,away,Sheffield United,James McAtee,,,james-mcatee,J. McAtee,M,24,180,10550,M,jamesmcatee_,1003334,EUR,1034899200,F,28,28,False,13.0,10.0,,,7.0,8.0,8.0,5.0,,,,,,63.0,27.0,7.0,8.0,0.07726,1,,5.0,3.0,,,1.0,6.0,,1.0,,,,,,3.0,0.46,,2.0,,,1.0,0.6159,,2.0,2.0,4.0,4.0,,,,,1.0,,,,,
11352347,away,Sheffield United,Ben Brereton Díaz,,,ben-brereton-diaz,B. Brereton Díaz,M,25,188,6380,M,ben.brereton,867583,EUR,924393600,F,11,11,False,4.0,4.0,,,2.0,2.0,2.0,1.0,,,,,,63.0,12.0,6.5,5.0,0.01291,0,,2.0,,5.0,,8.0,2.0,,1.0,,1.0,,,,2.0,,,2.0,,,,,,1.0,,2.0,,,,,,,,,,,
11352347,away,Sheffield United,Ben Osborn,Ben,Osborn,ben-osborn,B. Osborn,M,23,176,72,M,,282665,EUR,776044800,M,23,23,True,1.0,,,,,,1.0,,,,,,,28.0,6.0,6.2,3.0,,0,,,,1.0,,3.0,,,,,1.0,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,
11352347,away,Sheffield United,Oliver McBurnie,,,oliver-mcburnie,O. McBurnie,F,9,188,1008,M,,367228,EUR,833846400,F,9,9,True,8.0,2.0,1.0,,2.0,4.0,4.0,2.0,,,,,,27.0,15.0,6.6,8.0,1.677e-05,0,,,,4.0,2.0,5.0,3.0,,,,3.0,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11352347,away,Sheffield United,William Osula,,,osula-william,W. Osula,F,18,191,2934,M,,1122603,EUR,1059955200,F,32,32,True,2.0,2.0,,,2.0,2.0,,,,,,,,27.0,11.0,6.2,5.0,1.086e-05,0,,,,3.0,1.0,7.0,1.0,,3.0,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
11352347,away,Sheffield United,Andre Brooks,,,andre-brooks,A. Brooks,M,11,180,245,M,,1396445,EUR,1061337600,M,35,35,True,2.0,1.0,,,,,2.0,1.0,,,,,,12.0,3.0,6.4,1.0,0.00026063,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,away,Sheffield United,Anis Ben Slimane,,,anis-ben-slimane,A. B. Slimane,M,20,188,2662,M,,1006147,EUR,984700800,M,25,25,True,2.0,1.0,,,,1.0,1.0,1.0,,,,,,11.0,3.0,6.2,2.0,0.00025206,0,,1.0,,1.0,,3.0,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
11352347,away,Sheffield United,Wesley Foderingham,,,wesley-foderingham,W. Foderingham,G,25,185,333,M,,187861,EUR,663811200,G,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,away,Sheffield United,Sam Curtis,Sam,Curtis,curtis-sam,S. Curtis,D,29,185,187,M,,1133697,EUR,1133395200,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,away,Sheffield United,Yasser Larouci,Yasser,Larouci,larouci-yasser,Y. Larouci,D,76,175,3600,M,larouci.yasseroff,927360,EUR,978307200,D,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352347,away,Sheffield United,Oliver Norwood,,,oliver-norwood,O. Norwood,M,26,180,223,M,,100637,EUR,671414400,M,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
