match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_unsuccessfulTouch,stat_penaltyConceded,stat_totalCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_hitWoodwork,stat_penaltyMiss,stat_penaltyWon,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_totalOffside
14109669,home,Fatih Karagümrük,Ivo Grbić,,,ivo-grbic,I. Grbić,G,13,195.0,1121,M,283847,EUR,821923200,G,13,13,False,31.0,27.0,6.0,2.0,0.0,25.0,25.0,2.0,6.0,2.0,9.0,1.0,2.0,1.0,5.0,90.0,45.0,6.8,5.0,0.00060602,0.2079,0,0.1097,0.01,0.02,-0.19,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109669,home,Fatih Karagümrük,Atakan Çankaya,Atakan Cankaya,,atakan-cankaya,A. Çankaya,D,35,180.0,44,M,1066338,EUR,898732800,D,6,6,False,23.0,21.0,,,0.0,5.0,6.0,16.0,17.0,2.0,5.0,,,,,90.0,48.0,7.4,6.0,0.036548,,1,,0.27,-0.07,-0.2,,True,1.0,2.0,10.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,5.0,0.0556,1.0,-0.2,,,,,,,,,,,,,,,,,
14109669,home,Fatih Karagümrük,Muhammed Kadıoğlu,,,muhammed-kadioglu,M. Kadioglu,D,32,187.0,29,M,2044133,EUR,1167609600,D,32,32,False,37.0,30.0,9.0,3.0,0.0,20.0,21.0,10.0,16.0,3.0,7.0,,,,,90.0,47.0,6.0,8.0,0.00732238,,0,,0.2,0.1,-0.53,,,1.0,,4.0,1.0,2.0,,,,,,,1.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
14109669,home,Fatih Karagümrük,Nikoloz Ugrekhelidze,,,nikoloz-ugrekhelidze,N. Ugrekhelidze,D,27,190.0,85,M,1006105,EUR,1060905600,D,27,27,False,36.0,29.0,5.0,,0.0,20.0,23.0,9.0,13.0,6.0,5.0,,,,,90.0,53.0,6.5,7.0,0.010715,,0,,0.19,0.08,-0.33,,,1.0,2.0,5.0,7.0,1.0,,,,,,,1.0,1.0,3.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
14109669,home,Fatih Karagümrük,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185.0,292,M,171625,EUR,779068800,D,29,29,False,15.0,10.0,6.0,2.0,0.0,5.0,8.0,5.0,7.0,6.0,1.0,,,,,81.0,30.0,6.0,8.0,0.204674,,1,,0.2,0.01,-0.2,,,2.0,,6.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,,2.0,0.0952,1.0,0.02,,,1.0,1.0,0.0486,,,,,,,,,,,,
14109669,home,Fatih Karagümrük,Daniel Johnson,,,daniel-johnson,D. Johnson,M,11,174.0,141,M,291237,EUR,718502400,M,11,11,False,30.0,26.0,2.0,1.0,0.0,10.0,12.0,16.0,18.0,,4.0,,,,,90.0,49.0,6.5,16.0,0.0999001,,0,,0.31,0.08,-0.05,,,,1.0,5.0,2.0,,2.0,,,,,,1.0,1.0,,,1.0,3.0,,2.0,,4.0,,7.0,,,1.0,,,,,,,,,,,
14109669,home,Fatih Karagümrük,Marius Tresor Doh,Marius Tresor Doh,,marius-tresor-doh,M. T. Doh,M,14,177.0,352,M,1907330,EUR,1071619200,M,14,14,False,40.0,30.0,4.0,2.0,0.0,12.0,13.0,18.0,27.0,3.0,8.0,,,,,90.0,53.0,6.8,12.0,0.0864402,,2,,0.17,0.32,-0.05,,,,1.0,3.0,3.0,,,2.0,1.0,,2.0,,,2.0,,,1.0,2.0,0.1078,,-0.32,1.0,,,,,,,,,,,,,,,,
14109669,home,Fatih Karagümrük,Tiago Cukur,,,tiago-cukur,T. Cukur,F,21,196.0,188,M,1134447,EUR,1038614400,M,21,21,False,9.0,6.0,,,0.0,2.0,3.0,4.0,6.0,,1.0,,,,,45.0,20.0,6.4,10.0,0.00155465,,1,,-0.02,-0.18,-0.02,,,,2.0,5.0,3.0,,1.0,2.0,,,1.0,,,,1.0,,,2.0,0.0323,,-0.13,2.0,,2.0,,,,,,,,,,,,,,
14109669,home,Fatih Karagümrük,Berkay Özcan,,,berkay-ozcan,B. Özcan,M,8,178.0,161,M,806964,EUR,887500800,M,8,8,False,23.0,20.0,,,0.0,6.0,6.0,14.0,17.0,,2.0,,,,,81.0,35.0,6.2,7.0,0.0166257,,2,,0.01,0.34,-0.13,,,1.0,,5.0,3.0,,,4.0,1.0,,1.0,,,1.0,,,2.0,1.0,0.0969,,-0.51,1.0,,,,,,1.0,,,,,,,,,,
14109669,home,Fatih Karagümrük,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179.0,231,M,229800,EUR,734400000,M,23,23,False,14.0,10.0,,,0.0,5.0,6.0,5.0,8.0,,4.0,,,,,66.0,27.0,6.5,11.0,0.059368,,1,,0.11,0.16,-0.12,,,,1.0,4.0,3.0,2.0,,2.0,,,,,,2.0,1.0,,1.0,,0.0667,2.0,-0.2,2.0,,3.0,1.0,0.0423,1.0,,,,,,,,,,,
