match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,captain,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_challengeLost,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_wonContest,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_clearanceOffLine
14566949,home,Royale Union Saint-Gilloise,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205,786,M,852394,EUR,948585600,G,37,37,False,25.0,17.0,10.0,2.0,0.0,17.0,18.0,7.0,1.0,4.0,2.0,1.0,3.0,90.0,33.0,6.5,8.0,0.00010855,18.36,5.16881,0.0,0.4656,0,-1.402,0.01,-0.03,-0.42,0.31,3.52,1.55,0.09,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566949,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175,9949,M,895327,EUR,878860800,D,5,5,False,19.0,15.0,4.0,1.0,0.0,9.0,9.0,10.0,7.0,2.0,,,,90.0,36.0,6.0,10.0,0.00124784,28.62,11.4556,12.0,,0,,0.0,0.02,-0.6,,2.58,6.07,1.78,0.77,0.26,6.0,1.0,3.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
14566949,home,Royale Union Saint-Gilloise,Christian Burgess,christian-burgess,C. Burgess,D,16,196,312,M,303634,EUR,686793600,D,16,16,False,33.0,28.0,3.0,,0.0,22.0,23.0,10.0,5.0,3.0,,,,90.0,51.0,6.2,5.0,0.00121318,27.396,10.89172,8.0,,1,,0.02,0.14,-0.45,,2.64,5.96,1.52,0.63,0.14,6.0,,2.0,1.0,,11.0,,1.0,3.0,,,,1.0,True,1.0,1.0,0.0621,0.02,,,,,,,,,,,,,,,,,
14566949,home,Royale Union Saint-Gilloise,Fedde Leysen,fedde-leysen,F. Leysen,D,48,191,388,M,1088899,EUR,1057708800,D,48,48,False,38.0,33.0,3.0,1.0,0.0,23.0,26.0,12.0,5.0,4.0,,,,90.0,56.0,6.4,5.0,0.017388,28.584,10.82419,12.0,,0,,0.17,0.01,-0.41,,2.67,5.8,1.44,0.69,0.23,10.0,2.0,,3.0,,5.0,1.0,,4.0,2.0,,,,,,,,,Fedde Leysen,,1.0,1.0,,,,,,,,,,,,,
14566949,home,Royale Union Saint-Gilloise,Anan Khalaili,khalaili-anan,A. Khalaili,M,25,183,2314,M,1403362,EUR,1094169600,M,25,25,False,23.0,18.0,2.0,2.0,0.0,9.0,13.0,10.0,2.0,5.0,,,,90.0,40.0,6.6,10.0,0.292983,32.544,11.22161,26.0,,1,,0.38,0.0,-0.13,,2.98,4.87,1.74,1.0,0.63,9.0,1.0,1.0,4.0,1.0,3.0,,,1.0,1.0,2.0,,1.0,,,,0.0847,-0.11,,,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,
14566949,home,Royale Union Saint-Gilloise,Mathias Rasmussen,mathias-rasmussen,M. Rasmussen,M,20,180,238,M,834244,EUR,880416000,M,4,4,False,16.0,14.0,,,0.0,9.0,9.0,7.0,,1.0,,,,61.0,25.0,6.2,5.0,0.0689065,28.764,7.85139,7.0,,1,,0.11,0.05,-0.18,,1.5,4.23,1.46,0.54,0.12,5.0,1.0,,3.0,1.0,1.0,1.0,,,,2.0,,,,1.0,,0.0176,-0.03,,,1.0,,1.0,1.0,,1.0,0.048,,,,,,,,
14566949,home,Royale Union Saint-Gilloise,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6523,M,1000472,EUR,947116800,M,8,8,False,44.0,37.0,4.0,4.0,0.0,15.0,21.0,23.0,3.0,8.0,,,,84.0,58.0,6.7,9.0,0.0166204,28.152,10.74006,9.0,,1,,0.26,0.18,-0.13,,2.16,5.68,2.01,0.73,0.17,22.0,2.0,,4.0,,2.0,,,3.0,1.0,2.0,,1.0,,,,0.0296,-0.01,,,1.0,,,,,,,AdemZorgane,1.0,,,,,,
14566949,home,Royale Union Saint-Gilloise,Ousseynou Niang,ousseynou-niang,O. Niang,M,22,168,3146,M,880780,EUR,1002844800,M,22,22,False,16.0,12.0,,,0.0,9.0,9.0,7.0,4.0,4.0,,,,75.0,36.0,6.3,14.0,0.00071095,30.564,9.06939,22.0,,2,,0.05,0.21,-0.12,,2.38,3.92,1.39,0.94,0.44,3.0,1.0,,9.0,5.0,,,1.0,3.0,1.0,4.0,,3.0,,,,0.0725,-0.29,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,
14566949,home,Royale Union Saint-Gilloise,Kamiel Van de Perre,van-de-perre-kamiel,K. V. D. Perre,M,6,181,374,M,1146316,EUR,1076544000,F,6,6,False,35.0,27.0,3.0,2.0,0.0,13.0,15.0,20.0,4.0,5.0,,,,90.0,47.0,6.5,12.0,0.203048,30.168,12.28943,18.0,,1,,0.01,0.1,0.0,,2.66,5.99,2.27,1.01,0.35,14.0,1.0,,8.0,1.0,2.0,,,3.0,2.0,1.0,,4.0,,,,0.0438,-0.22,,,1.0,1.0,1.0,,1.0,2.0,,,,,1.0,1.0,,,
14566949,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167,2671,M,964764,EUR,1019260800,F,10,10,False,15.0,13.0,,,0.0,5.0,5.0,10.0,1.0,1.0,,,,61.0,21.0,7.2,3.0,0.0301704,28.296,8.49099,9.0,,1,,0.25,0.02,0.0,,1.54,4.34,1.69,0.74,0.18,8.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,0.0268,0.11,,,1.0,,2.0,2.0,,,0.3397,,,,,,,,
