match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,stat_outfielderBlock,stat_totalCross,stat_wonContest,stat_shotOffTarget,stat_wonTackle,player_lastName,stat_accurateCross,stat_unsuccessfulTouch,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_challengeLost,stat_dispossessed,captain,stat_totalOffside,stat_bigChanceCreated,stat_goals
14065738,home,Angers,Hervé Koffi,herve-koffi,H. Koffi,G,12,187.0,15844,M,HKoffi,867299,EUR,845424000,G,12,12,False,16.0,15.0,3.0,2.0,0.0,14.0,14.0,1.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,25.0,6.9,1.0,0.00013434,0.0754,0,0.0298,0.02,0.01,-0.11,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065738,home,Angers,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180.0,5908,M,,794373,EUR,835920000,D,2,2,False,59.0,55.0,7.0,5.0,0.0,25.0,25.0,30.0,34.0,3.0,6.0,,,,,79.0,75.0,6.7,6.0,0.0173339,,1,,0.27,0.19,-0.23,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0162,0.0119,-0.04,,,,,,,,,,,,,,,,,,,,
14065738,home,Angers,Ousmane Camara,ousmane-camara,O. Camara,D,4,197.0,1730,M,,1049538,EUR,1046908800,D,4,4,False,36.0,29.0,5.0,2.0,0.0,21.0,22.0,8.0,14.0,1.0,2.0,,,,,45.0,40.0,6.2,7.0,0.00817423,,0,,0.1,0.04,-0.31,,3.0,3.0,3.0,3.0,,,1.0,,,,,Ousmane Camara,1.0,,,,,,,,,,,,,,,,,,
14065738,home,Angers,Jordan Lefort,jordan-lefort,J. Lefort,D,21,184.0,183,M,,363042,EUR,741225600,D,21,21,False,56.0,48.0,4.0,1.0,0.0,32.0,34.0,16.0,22.0,2.0,4.0,,,,,90.0,67.0,6.1,9.0,0.00638072,,1,,0.1,0.13,-0.34,,4.0,1.0,4.0,3.0,1.0,,1.0,1.0,0.0309,,-0.07,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14065738,home,Angers,Jacques Ekomié,jacques-ekomie,J. Ekomie,D,3,179.0,570,M,,1170532,EUR,1061251200,D,3,3,False,24.0,21.0,2.0,2.0,0.0,14.0,16.0,7.0,8.0,4.0,2.0,,,,,66.0,52.0,6.1,12.0,0.115363,,0,,0.36,0.05,-0.53,,,1.0,4.0,3.0,2.0,,3.0,,,,,Jacques Ekomie,,8.0,1.0,,,,2.0,1.0,1.0,1.0,4.0,1.0,,,,,,,
14065738,home,Angers,Justin-Noel Kalumba,kalumba-justin-noel,J. Kalumba,M,30,182.0,201,M,,1484974,EUR,1103932800,M,17,17,False,39.0,31.0,2.0,1.0,0.0,7.0,7.0,24.0,32.0,2.0,3.0,,,,,90.0,66.0,7.0,23.0,0.209262,,1,,0.57,0.46,-0.12,,2.0,,9.0,4.0,7.0,,,,0.0207,,0.01,,,8.0,2.0,,,,3.0,4.0,,2.0,2.0,1.0,1.0,,,,,,
14065738,home,Angers,Yassin Belkhdim,belkhdim-yassin,Y. Belkhdim,M,14,175.0,1155,M,,1195241,EUR,1013644800,M,14,14,False,40.0,38.0,5.0,4.0,0.0,21.0,21.0,17.0,19.0,,4.0,,,,,79.0,58.0,6.7,11.0,0.012949,,0,,0.02,0.06,-0.13,,,1.0,3.0,5.0,,,1.0,2.0,,,,,,5.0,,,1.0,,,2.0,,2.0,1.0,,,1.0,2.0,,,,
14065738,home,Angers,Haris Belkebla,haris-belkebla,H. Belkebla,M,93,177.0,1877,M,,580642,EUR,759715200,M,93,93,False,48.0,46.0,2.0,2.0,0.0,22.0,22.0,24.0,26.0,2.0,4.0,,,,,90.0,74.0,7.4,7.0,0.019292,,1,,0.17,0.07,-0.06,,,2.0,3.0,10.0,2.0,,3.0,1.0,0.0752,,0.02,,,1.0,2.0,,1.0,,,3.0,,5.0,1.0,,1.0,1.0,1.0,True,,,
14065738,home,Angers,Himad Abdelli,himad-abdelli,H. Abdelli,M,8,185.0,7344,M,,945830,EUR,942796800,M,10,10,False,36.0,26.0,3.0,2.0,0.0,12.0,15.0,14.0,21.0,1.0,5.0,,,,,70.0,56.0,6.4,19.0,0.112023,,1,,-0.05,0.3,-0.09,,,,4.0,2.0,4.0,,2.0,,0.0487,,-0.11,,,6.0,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,
14065738,home,Angers,Sidiki Cherif,sidiki-cherif,S. Cherif,F,26,188.0,3001,M,,1514916,EUR,1166140800,F,11,11,False,13.0,4.0,,,0.0,2.0,2.0,2.0,11.0,,,,,,,70.0,26.0,5.9,15.0,0.0123192,,3,,-0.28,0.08,-0.03,,2.0,1.0,3.0,1.0,,,,,0.1943,,-0.42,,,3.0,,2.0,,,1.0,3.0,,,,,1.0,,1.0,,1.0,,
