match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_shotOffTarget,player_sofascoreId,stat_wonTackle,stat_errorLeadToAGoal,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_lastManTackle
15237909,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,41.0,31.0,13.0,3.0,0.0,30.0,34.0,1.0,7.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,90.0,48.0,5.9,10.0,0.00060626,47.049332706575,6.0,28.497357503509,0.0,0.1964,0,-0.6373,0.02,0.01,-0.33,-0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237909,home,Atlético Mineiro,Ángelo Preciado,angelo-preciado,Á. Preciado,M,23,178,3021,M,881844,EUR,887760000,D,23,23,False,14.0,11.0,2.0,1.0,0.0,7.0,8.0,4.0,6.0,2.0,3.0,,,,,,55.0,28.0,6.4,7.0,0.0297738,55.97338940532,7.0,21.778419261021,1.0,,0,,0.1,0.27,-0.17,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,9.6214594663373,17.961308443429,1.0,,,,,,,,,,,,,,,,,,,,,,,,
15237909,home,Atlético Mineiro,Ruan,ruan,Ruan,D,4,187,1236,M,914487,EUR,928713600,D,4,4,False,50.0,43.0,9.0,4.0,0.0,28.0,29.0,15.0,21.0,9.0,4.0,,,,,,90.0,66.0,8.0,8.0,0.0144115,108.40816914054,17.0,66.159683291437,0.0,,1,,0.31,0.09,-0.35,,,,,3.0,7.0,,,1.0,,1.0,,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3839,0.5229,0.51,,,,,,,,,,,,,
15237909,home,Atlético Mineiro,Junior Alonso,junior-alonso,J. Alonso,D,6,185,1792,M,333275,EUR,729216000,D,6,6,False,67.0,63.0,2.0,,0.0,45.0,45.0,18.0,22.0,6.0,8.0,,,,,,90.0,81.0,6.6,4.0,0.00927766,112.93937351456,18.0,59.517188791264,0.0,,1,,0.28,0.05,-0.2,,,,,6.0,5.0,,,2.0,,1.0,,,,4.0,,,,,2.0,,1.0,0.0967,,-0.25,5.0,1.0,,,,,,,,,,,
15237909,home,Atlético Mineiro,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4256,M,851150,EUR,891993600,D,16,16,False,56.0,48.0,6.0,4.0,0.0,29.0,33.0,19.0,23.0,1.0,5.0,,,,,,90.0,75.0,5.9,14.0,0.0141107,194.14236710234,21.0,91.320387359117,0.0,,0,,-0.18,0.06,-0.56,,,,2.0,1.0,4.0,2.0,1.0,,1.0,,,,1.0,,,,,,2.0,1.0,2.0,,,,,,renan_lodi,1.0,1.0,1.0,,,,,,,
15237909,home,Atlético Mineiro,Victor Hugo,victor-hugo,V. Hugo,M,30,184,3548,M,1170954,EUR,1084233600,M,30,30,False,34.0,27.0,4.0,3.0,1.0,10.0,10.0,17.0,24.0,,3.0,,,,,,90.0,52.0,7.2,18.0,0.674391,329.85614701648,29.0,152.76596823879,8.0,,1,,0.78,0.37,-0.18,,,,3.0,8.0,1.0,4.0,1.0,1.0,4.0,,25.539952828932,155.57000097769,4.0,,,2.0,1.0,,,,,0.0476,0.0398,-0.17,3.0,,,,,,1.0,4.0,,,,,
15237909,home,Atlético Mineiro,Maycon,maycon,Maycon,M,8,175,3568,M,831778,EUR,868924800,M,8,8,False,49.0,44.0,6.0,5.0,0.0,19.0,22.0,25.0,27.0,1.0,3.0,,,,,,90.0,58.0,6.9,6.0,0.0318116,111.06400415739,14.0,41.652401451343,0.0,,1,,0.27,0.07,-0.12,,,,,2.0,2.0,,,4.0,1.0,2.0,,,,,,,,,,2.0,,0.0436,,-0.09,,,,,,,,,1.0,,,,
15237909,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,21,21,False,41.0,37.0,2.0,1.0,0.0,21.0,22.0,16.0,19.0,2.0,3.0,,,,,,90.0,59.0,7.3,5.0,0.0518573,83.620889784796,9.0,56.683229961161,0.0,,1,,0.33,0.03,0.18,,,,1.0,4.0,1.0,1.0,,2.0,,1.0,,,1.0,,,,1.0,,2.0,1.0,,0.0335,0.1469,0.15,2.0,,,,,,1.0,,,,,,
15237909,home,Atlético Mineiro,Tomás Cuello,tomas-cuello,T. Cuello,M,28,176,1951,M,871273,EUR,952214400,M,28,28,False,18.0,15.0,,,0.0,1.0,1.0,14.0,17.0,1.0,1.0,,,,,,71.0,42.0,6.5,12.0,0.0649816,127.76454079261,17.0,98.917673620265,5.0,,3,,0.31,0.33,-0.02,,,,1.0,7.0,5.0,6.0,2.0,1.0,2.0,1.0,16.009325582104,69.764182729066,1.0,,,1.0,,,,,3.0,0.8258,,-0.71,1.0,3.0,,,,1.0,,1.0,,3.0,1.0,,
15237909,home,Atlético Mineiro,Hulk,hulk,Hulk,F,7,180,24458,M,34705,EUR,522633600,F,7,7,False,12.0,8.0,1.0,1.0,1.0,3.0,3.0,5.0,9.0,,1.0,,,,,,71.0,24.0,8.5,8.0,0.458406,57.00194167805,5.0,27.962364175188,1.0,,2,,0.4,0.54,-0.01,,,,3.0,3.0,1.0,2.0,,1.0,1.0,1.0,28.874340263558,32.400950603339,2.0,,,,1.0,1.0,,,1.0,0.2874,0.4112,0.49,,,Hulk,,,,2.0,1.0,1.0,,,True,
