match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_fouls,captain,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches
12117164,home,Grêmio,Yeferson Soteldo,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,789960,EUR,867628800,F,7,7,False,29.0,22.0,2.0,,0.0,1.0,1.0,21.0,34.0,5.0,,,90.0,61.0,8.2,21.0,0.678146,3,,1.0,,8.0,11.0,10.0,7.0,1.0,,,,2.0,0.6253,,,1.0,,,4.0,2.0,1.0,6.0,1.0,4.0,,,1.0,1.0,,0.4284,1.0,yefersonsoteldo1006,1.0,1.0,,
12117164,home,Grêmio,Gustavo Nunes,gustavo-nunes,Gustavo Nunes,M,18,173,2173,M,1514747,EUR,1132444800,F,39,39,True,3.0,3.0,1.0,1.0,0.0,,,4.0,4.0,1.0,,,18.0,9.0,6.7,3.0,0.00607741,0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,Gustavo Nunes,,3.0,,,,,,1.0,,,1.0,,,,,,,,,,,
12117164,home,Grêmio,Matías Arezo,matias-arezo,M. Arezo,F,19,178,2624,M,975814,EUR,1037836800,F,9,9,True,3.0,2.0,1.0,1.0,0.0,,,2.0,3.0,,,,13.0,5.0,6.5,2.0,0.00438813,0,,2.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,
12117164,home,Grêmio,Natã,nata,Natã,D,36,180,276,M,1175603,EUR,991699200,D,36,36,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,1.0,1.0,,,0.00163065,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,home,Grêmio,Fábio,fabio,Fábio,D,2,172,304,M,40677,EUR,647481600,D,2,2,True,,,,,0.0,,,,,,,,1.0,2.0,,,0.00011662,0,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
12117164,home,Grêmio,Pepê,pepe,Pepê,M,6,183,730,M,946945,EUR,884044800,M,23,23,True,1.0,,1.0,,0.0,,,,1.0,,,,1.0,2.0,,1.0,,0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12117164,home,Grêmio,Caíque,caique,Caíque,G,97,198,375,M,839514,EUR,870307200,G,97,97,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,home,Grêmio,Mayk Silva,mayk-silva,Mayk,D,77,172,327,M,944459,EUR,936057600,D,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,home,Grêmio,Edenilson,edenilson,Edenilson,M,8,175,1388,M,221636,EUR,629942400,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,home,Grêmio,Nathan,nathan,Nathan,M,,177,486,M,358538,EUR,826675200,M,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,home,Grêmio,Du Queiroz,du-queiroz,D. Queiroz,M,37,172,752,M,1128129,EUR,947203200,M,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,home,Grêmio,Miguel Monsalve,miguel-monsalve,M. Monsalve,M,11,177,2381,M,1066620,EUR,1077840000,M,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Miguel Monsalve,,,,,,,,,,,,,,,,,,,,,,
12117164,home,Grêmio,Nathan Fernandes,nathan-fernandes,N. Fernandes,F,16,178,1314,M,1494695,EUR,1108512000,F,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,595598,EUR,795657600,G,1,1,False,15.0,9.0,14.0,8.0,0.0,3.0,4.0,6.0,11.0,4.0,,2.0,90.0,22.0,6.8,6.0,0.00225143,0,0.0114,,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,leocjardim,,,1.0,2.0
12117164,away,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,1021721,EUR,838252800,D,96,96,False,24.0,14.0,10.0,4.0,0.0,9.0,10.0,5.0,18.0,9.0,,,88.0,55.0,6.7,21.0,0.00169484,0,,1.0,1.0,9.0,8.0,4.0,1.0,,3.0,1.0,4.0,3.0,,,,,1.0,,,3.0,2.0,4.0,,,,4.0,,,,,,,,,,
12117164,away,Vasco da Gama,Maicon,maicon,Maicon,D,3,191,836,M,44691,EUR,590198400,D,4,4,False,24.0,13.0,11.0,6.0,0.0,7.0,11.0,6.0,13.0,3.0,,,71.0,40.0,7.2,11.0,0.00251642,0,,1.0,7.0,2.0,8.0,,,,10.0,2.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
12117164,away,Vasco da Gama,Léo,leo,Léo,D,3,183,707,M,360940,EUR,826070400,D,3,3,False,16.0,7.0,6.0,1.0,0.0,3.0,6.0,4.0,10.0,2.0,,,90.0,24.0,6.5,9.0,0.00240879,1,,1.0,1.0,2.0,2.0,,,1.0,3.0,1.0,1.0,,0.1575,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,
12117164,away,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,982174,EUR,971049600,D,6,6,False,19.0,8.0,6.0,1.0,0.0,2.0,6.0,6.0,13.0,2.0,,,70.0,38.0,6.2,16.0,0.0348308,0,,1.0,1.0,5.0,2.0,,,,4.0,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,3.0,,,,,,,,,,
12117164,away,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,973293,EUR,883785600,M,25,25,False,20.0,6.0,6.0,1.0,0.0,,1.0,7.0,20.0,5.0,,,90.0,43.0,7.0,19.0,0.183732,3,,,1.0,8.0,6.0,3.0,2.0,1.0,5.0,3.0,,1.0,0.2982,,,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,,,,,,,,,,
12117164,away,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,1391962,EUR,1016409600,M,85,85,False,27.0,19.0,4.0,2.0,0.0,11.0,15.0,8.0,12.0,9.0,,,90.0,44.0,6.9,10.0,0.0147743,1,,2.0,4.0,6.0,9.0,,,1.0,1.0,2.0,1.0,1.0,0.0156,Matheus Carvalho,,2.0,2.0,,,4.0,2.0,,,,,2.0,,,,,,,,,,
12117164,away,Vasco da Gama,Emerson Rodríguez,emerson-rodriguez,E. Rodríguez,M,10,174,618,M,1082956,EUR,967161600,M,17,17,False,7.0,2.0,2.0,,0.0,,,5.0,11.0,2.0,,,45.0,20.0,6.8,9.0,0.12261,0,,,,2.0,1.0,,,,1.0,1.0,,,,Emerson Rodríguez,,1.0,,,1.0,1.0,,4.0,,2.0,3.0,1.0,1.0,,,,,,,,,
12117164,away,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172,68539,M,119159,EUR,708307200,M,11,11,False,13.0,6.0,2.0,1.0,0.0,2.0,2.0,4.0,13.0,6.0,,,45.0,23.0,6.7,11.0,0.00543027,2,,,,2.0,1.0,,,,,,1.0,,0.0452,,,1.0,2.0,,,1.0,,2.0,1.0,,,,,1.0,,0.0395,,Coutinho,,,,
12117164,away,Vasco da Gama,David,david,David,M,7,179,2160,M,840291,EUR,813888000,M,7,7,False,15.0,9.0,3.0,2.0,0.0,4.0,6.0,5.0,10.0,7.0,,,90.0,28.0,6.4,13.0,0.0126904,1,,1.0,1.0,7.0,4.0,3.0,2.0,,1.0,,,,0.0471,,,2.0,1.0,,3.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,,,,,3.0,,
12117164,away,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187,16902,M,583974,EUR,592876800,F,99,99,False,16.0,7.0,3.0,,0.0,3.0,6.0,4.0,10.0,1.0,,,90.0,26.0,6.5,10.0,0.00194904,3,,7.0,2.0,8.0,5.0,,,3.0,,,,3.0,0.2502,,,1.0,1.0,True,,,,,,,,,,,1.0,,1.0,pablovegetti,,,,
12117164,away,Vasco da Gama,Robert Rojas,robert-rojas,R. Rojas,D,3,176,537,M,874964,EUR,830822400,D,32,32,True,13.0,10.0,3.0,3.0,0.0,2.0,3.0,8.0,11.0,2.0,,,45.0,21.0,6.7,6.0,0.0174703,0,,1.0,4.0,1.0,4.0,,,,3.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,Dimitri Payet,dimitri-payet,D. Payet,M,,175,8203,M,14216,EUR,543974400,M,10,10,True,18.0,10.0,4.0,2.0,0.0,3.0,3.0,9.0,22.0,2.0,,,45.0,32.0,7.2,16.0,0.207793,1,,,,,3.0,,,1.0,,,,1.0,0.0288,,,3.0,1.0,,,2.0,2.0,7.0,,2.0,2.0,,1.0,,,,,payet27,,,,
12117164,away,Vasco da Gama,Leandrinho,leandrinho,Leandrinho,M,12,170,995,M,1589416,EUR,1111017600,M,66,66,True,7.0,3.0,4.0,2.0,0.0,1.0,2.0,2.0,7.0,1.0,,,20.0,13.0,6.4,7.0,0.0018005,0,,,,1.0,,,,,,,,,,Leandro Viana,da Silva Gama,,,,,,,2.0,,,,1.0,,,,,,,,,,
12117164,away,Vasco da Gama,Gabriel Souza,gabriel-souza-gb,G. Souza,F,21,190,1416,M,1444693,EUR,1104883200,F,19,19,True,4.0,2.0,,,0.0,,,2.0,5.0,2.0,,,19.0,12.0,6.7,5.0,0.00057216,1,,1.0,,3.0,3.0,1.0,,1.0,,,1.0,1.0,0.0805,,,,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,877591,EUR,858297600,D,2,2,True,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,1.0,,,8.0,9.0,6.4,3.0,0.00227671,0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,Keiller,keiller,Keiller,G,18,193,462,M,840082,EUR,846547200,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,Juan Sforza,juan-sforza,J. Sforza,M,13,179,1614,M,1003013,EUR,1013644800,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,JP,joao-pedro,JP,M,98,182,1248,M,1641124,EUR,1113868800,M,98,98,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,JP,,,,,,,,,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,Zé Gabriel,ze-gabriel,Zé Gabriel,M,35,184,375,M,988852,EUR,916876800,M,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,1464966,EUR,1154563200,F,77,77,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Rayan,,,,,,,,,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,Souza,souza,Souza,M,5,188,541,M,119035,EUR,603158400,M,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117164,away,Vasco da Gama,Alex Teixeira,alex-teixeira,A. Teixeira,F,90,173,1081,M,39649,EUR,631584000,F,90,90,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
