match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_outfielderBlock,stat_blockedScoringAttempt,stat_ownGoals,stat_hitWoodwork,stat_accurateCross,stat_totalOffside
11067446,home,Atlético Mineiro,Everson,everson,Everson,G,22,193,2202,M,870748,EUR,648604800,G,22,22,False,24.0,17.0,10.0,3.0,16.0,18.0,1.0,6.0,9.0,2.0,2.0,4.0,90.0,36.0,7.1,7.0,0.00197402,0,-0.3719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067446,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178,1136,M,315916,EUR,740188800,D,26,26,False,37.0,24.0,5.0,1.0,8.0,16.0,16.0,25.0,5.0,,,,90.0,79.0,5.9,25.0,0.0111595,0,,,,4.0,1.0,3.0,11.0,11.0,3.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,,,,,,,,,,,,,,
11067446,home,Atlético Mineiro,Bruno Fuchs,bruno-fuchs,B. Fuchs,D,3,190,3790,M,973737,EUR,922924800,D,3,3,False,32.0,29.0,7.0,5.0,14.0,15.0,15.0,17.0,1.0,,,,45.0,37.0,6.7,3.0,0.017021,0,,,,,,1.0,3.0,1.0,1.0,,,,2.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,
11067446,home,Atlético Mineiro,Mauricio Lemos,mauricio-lemos,M. Lemos,D,4,186,1260,M,385916,EUR,820108800,D,28,28,False,42.0,37.0,10.0,6.0,31.0,32.0,6.0,10.0,6.0,,,,90.0,56.0,6.9,7.0,0.00489162,0,,,,,1.0,3.0,3.0,6.0,1.0,1.0,,,6.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11067446,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176,4933,M,1127439,EUR,860976000,D,13,13,False,43.0,38.0,2.0,2.0,12.0,15.0,26.0,33.0,2.0,,,,90.0,69.0,7.1,10.0,0.0153758,3,,,,5.0,3.0,1.0,4.0,5.0,,,,,4.0,,2.0,1.0,,2.0,2.0,,1.0,guiarana,True,1.0,2.0,1.0,0.2631,,,,,,
11067446,home,Atlético Mineiro,Matías Zaracho,matias-zaracho,M. Zaracho,M,11,171,1332,M,859970,EUR,889488000,M,15,15,False,19.0,17.0,,,6.0,8.0,11.0,11.0,8.0,,,,61.0,41.0,6.5,7.0,0.00948091,0,,,,,3.0,1.0,14.0,7.0,4.0,2.0,,,1.0,1.0,4.0,2.0,2.0,2.0,5.0,,,,,,,,,1.0,,,,,
11067446,home,Atlético Mineiro,Otávio,otavio,Otávio,M,94,173,1027,M,552686,EUR,768009600,M,5,5,False,59.0,48.0,7.0,2.0,24.0,29.0,24.0,30.0,2.0,,,,90.0,70.0,7.1,11.0,0.00956822,0,,,,,2.0,1.0,6.0,8.0,1.0,,,,1.0,,7.0,4.0,,,3.0,,1.0,,,,,,,1.0,,,,,
11067446,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174,3281,M,822729,EUR,903657600,M,23,23,False,27.0,23.0,4.0,1.0,15.0,15.0,8.0,12.0,4.0,,,,45.0,28.0,6.2,5.0,0.0116603,0,,,,,1.0,,5.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,
11067446,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182,1159,M,913598,EUR,921628800,M,17,17,False,16.0,13.0,1.0,1.0,7.0,7.0,6.0,12.0,2.0,,,,61.0,25.0,6.6,7.0,0.00591108,2,,,,3.0,1.0,,3.0,2.0,1.0,,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,0.0954,,1.0,,,,
11067446,home,Atlético Mineiro,Paulinho,paulinho,Paulinho,F,10,175,11050,M,885179,EUR,963619200,F,10,10,False,27.0,23.0,1.0,,11.0,12.0,12.0,15.0,6.0,,,,90.0,35.0,6.4,9.0,0.012411,0,,,,,,,4.0,3.0,1.0,,4.0,1.0,,,1.0,1.0,2.0,1.0,,,,paulinho10,,,,,,,,,,,
