match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_aerialLost,stat_shotOffTarget,stat_wasFouled,captain,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_goalAssist,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10406709,home,KAA Gent,Paul Nardi,,,paul-nardi,P. Nardi,G,16,187,112,M,155717,EUR,769219200,G,1,1,False,29.0,16.0,18.0,5.0,15.0,19.0,1.0,10.0,5.0,1.0,2.0,90.0,33.0,7.5,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406709,home,KAA Gent,Kamil Piątkowski,,,kamil-piatkowski,K. Piątkowski,D,91,191,2382,M,942335,EUR,961545600,D,4,4,False,59.0,48.0,10.0,4.0,25.0,27.0,24.0,33.0,5.0,,,90.0,76.0,7.3,16.0,0,1.0,1.0,8.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10406709,home,KAA Gent,Michael Ngadeu,,,michael-ngadeu,M. Ngadeu,D,5,190,812,M,245705,EUR,659318400,D,5,5,False,45.0,33.0,12.0,5.0,20.0,23.0,13.0,22.0,7.0,,,90.0,58.0,7.4,12.0,0,,,,4.0,,,2.0,2.0,8.0,,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
10406709,home,KAA Gent,Jordan Torunarigha,,,jordan-torunarigha,J. Torunarigha,D,25,189,608,M,801003,EUR,870912000,D,23,23,False,18.0,18.0,2.0,2.0,12.0,12.0,6.0,6.0,4.0,,,45.0,21.0,6.6,1.0,0,,,2.0,,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
10406709,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,M,18,18,False,46.0,31.0,6.0,2.0,10.0,14.0,22.0,35.0,7.0,,,73.0,74.0,7.1,22.0,1,3.0,1.0,6.0,5.0,3.0,1.0,2.0,2.0,,,,2.0,,,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
10406709,home,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176,162,M,45990,EUR,572832000,M,24,24,False,65.0,59.0,6.0,5.0,22.0,24.0,37.0,41.0,8.0,,,90.0,73.0,7.1,8.0,0,,,4.0,5.0,2.0,,1.0,1.0,2.0,,,1.0,1.0,,2.0,1.0,2.0,3.0,1.0,,,True,,,,,,,,,,,,
10406709,home,KAA Gent,Julien De Sart,,,julien-de-sart,J. De Sart,M,4,187,181,M,149795,EUR,788140800,M,13,13,False,48.0,41.0,9.0,5.0,9.0,12.0,32.0,36.0,12.0,,,90.0,63.0,6.7,13.0,1,,,4.0,3.0,1.0,2.0,,,1.0,,1.0,1.0,2.0,,3.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,
10406709,home,KAA Gent,Núrio Fortuna,Núrio,Fortuna,nurio-fortuna,N. Fortuna,D,25,177,290,M,385388,EUR,796003200,M,25,25,False,43.0,36.0,8.0,5.0,19.0,19.0,20.0,28.0,5.0,,,90.0,59.0,7.0,9.0,0,4.0,3.0,3.0,5.0,,,,,1.0,,,,1.0,1.0,,2.0,1.0,2.0,1.0,,2.0,,,,,,,,,,,,,
10406709,home,KAA Gent,Hyun-Seok Hong,,,hyun-seok-hong,H. Hong,M,24,177,1224,M,942937,EUR,929491200,F,7,7,False,40.0,38.0,,,10.0,10.0,28.0,33.0,6.0,,,87.0,52.0,6.9,9.0,0,3.0,,3.0,4.0,2.0,1.0,1.0,1.0,,,,,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,
10406709,home,KAA Gent,Gift Orban,,,gift-orban,G. Orban,F,16,178,5532,M,1217613,EUR,1026864000,F,20,20,False,21.0,17.0,2.0,1.0,2.0,2.0,15.0,19.0,2.0,,,90.0,36.0,7.8,10.0,6,,,7.0,2.0,,1.0,2.0,1.0,,,,,1.0,,4.0,1.0,2.0,,4.0,1.0,,,,giftorban,1.0,5.0,1.0,2.0,,,,,,
