match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_interceptionWon,stat_penaltyConceded,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_penaltyWon,stat_challengeLost,stat_shotOffTarget,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_penaltyMiss
10408388,home,Elche,Édgar Badía,,,edgar-badia,É. Badía,G,13,181,194,M,811557,EUR,697852800,G,13,13,False,23.0,10.0,20.0,8.0,3.0,6.0,7.0,17.0,4.0,5.0,3.0,6.0,90.0,33.0,7.7,14.0,0.0,0.0,0.00072373,0,2.0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408388,home,Elche,Helibelton Palacios,,,helibelton-palacios,H. Palacios,D,13,181,376,M,329597,EUR,739584000,D,14,14,False,22.0,14.0,5.0,1.0,5.0,8.0,9.0,14.0,5.0,,,,90.0,36.0,6.1,10.0,0.0,0.0,0.00342724,0,,3.0,2.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10408388,home,Elche,Enzo Roco,,,enzo-roco,E. Roco,D,3,191,401,M,105971,EUR,713923200,D,3,3,False,21.0,14.0,5.0,,10.0,14.0,4.0,7.0,7.0,,,,90.0,36.0,6.0,7.0,0.0,0.0,0.00300471,0,,,1.0,2.0,5.0,,,4.0,3.0,2.0,,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10408388,home,Elche,Lisandro Magallán,,,lisandro-magallan,L. Magallán,D,16,185,272,M,248125,EUR,749088000,D,7,7,False,11.0,10.0,2.0,1.0,6.0,6.0,4.0,5.0,2.0,,,,57.0,18.0,6.1,1.0,0.0,0.0,0.00147509,0,,1.0,,1.0,2.0,,,1.0,1.0,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,
10408388,home,Elche,Tete Morente,,,tete-morente,T. Morente,F,15,180,435,M,605374,EUR,849657600,M,11,11,False,23.0,18.0,2.0,2.0,8.0,8.0,11.0,18.0,5.0,,,,66.0,49.0,7.0,11.0,0.0,0.0,0.150211,0,,,2.0,5.0,9.0,2.0,1.0,,3.0,3.0,,1.0,,3.0,1.0,3.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,
10408388,home,Elche,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,21,21,False,41.0,39.0,3.0,3.0,17.0,17.0,23.0,25.0,10.0,,,,90.0,60.0,7.1,3.0,0.0,0.0,0.0282634,0,,1.0,,4.0,7.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,
10408388,home,Elche,Gerard Gumbau,,,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,20,20,False,21.0,20.0,3.0,3.0,10.0,10.0,11.0,13.0,2.0,,,,75.0,27.0,6.3,3.0,0.0294,0.0,0.0621883,1,,2.0,,6.0,,,,1.0,,,,2.0,,,,,2.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,
10408388,home,Elche,Carlos Clerc,,,carlos-clerc,C. Clerc,D,18,182,71,M,192430,EUR,698630400,M,23,23,False,16.0,9.0,2.0,,3.0,6.0,7.0,16.0,1.0,,,,75.0,39.0,6.9,15.0,0.0,0.0,0.0319798,0,,,,1.0,4.0,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,,,,6.0,1.0,,,,,,,,,,,,,,,,
10408388,home,Elche,Ezequiel Ponce,,,ezequiel-ponce,E. Ponce,F,10,178,775,M,356444,EUR,859593600,F,19,19,False,21.0,13.0,,,6.0,10.0,7.0,11.0,1.0,,,,74.0,26.0,6.3,11.0,0.0,0.0,0.00577771,0,,2.0,3.0,7.0,3.0,1.0,,,,,1.0,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,
10408388,home,Elche,Fidel,,,fidel,Fidel,F,10,179,132,M,116607,EUR,625449600,F,16,16,False,35.0,28.0,,,7.0,10.0,21.0,27.0,5.0,,,,81.0,48.0,7.0,12.0,0.7884,0.8916,0.0131713,1,,,,5.0,4.0,2.0,2.0,,,,1.0,1.0,,1.0,,2.0,2.0,,2.0,,2.0,,,True,1.0,1.0,,,,,,,,
