match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,captain,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_keyPass,stat_unsuccessfulTouch,stat_wonContest,stat_bigChanceCreated,stat_goals,stat_errorLeadToAShot,stat_punches,stat_errorLeadToAGoal,stat_bigChanceMissed,stat_hitWoodwork
12437046,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,29.0,11.0,28.0,10.0,0.0,1.0,3.0,10.0,26.0,15.0,2.0,2.0,3.0,90.0,37.0,7.4,18.0,0.00246608,0,0.4429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437046,home,Crystal Palace,Trevoh Chalobah,,,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,27,27,False,22.0,13.0,10.0,4.0,0.0,6.0,10.0,7.0,13.0,6.0,,,,90.0,39.0,7.5,11.0,0.00320089,0,,1.0,4.0,1.0,9.0,7.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437046,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,21.0,15.0,5.0,2.0,0.0,6.0,7.0,9.0,14.0,6.0,,,,90.0,32.0,7.3,7.0,0.00365998,1,,,2.0,4.0,5.0,3.0,2.0,3.0,3.0,,1.0,1.0,2.0,1.0,1.0,0.0605,,,,,,,,,,,,,,,,,,
12437046,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,14.0,12.0,3.0,1.0,0.0,6.0,7.0,6.0,7.0,4.0,,,,90.0,33.0,7.6,4.0,0.0027761,1,,,4.0,3.0,5.0,7.0,,,,1.0,,,1.0,2.0,,0.1568,True,1.0,2.0,0.4285,,,,,,,,,,,,,,
12437046,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,19.0,14.0,1.0,,0.0,4.0,5.0,11.0,18.0,7.0,,,,90.0,55.0,7.5,11.0,0.121149,2,,4.0,2.0,10.0,11.0,3.0,1.0,9.0,5.0,,5.0,,2.0,1.0,1.0,0.0661,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
12437046,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,27.0,18.0,5.0,1.0,0.0,1.0,2.0,17.0,26.0,5.0,,,,88.0,47.0,7.3,12.0,0.0187485,2,,1.0,1.0,6.0,5.0,4.0,3.0,4.0,2.0,,2.0,,2.0,,1.0,0.0736,,1.0,,0.3076,,2.0,,,,1.0,,,,,,,,
12437046,home,Crystal Palace,Jefferson Lerma,,,jefferson-lerma,J. Lerma,M,8,179,5444,M,jeffersonlerma,355796,EUR,783043200,M,8,8,False,6.0,3.0,,,0.0,,,3.0,6.0,2.0,,,,22.0,12.0,6.8,3.0,0.00975455,0,,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437046,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,23.0,16.0,4.0,1.0,0.0,4.0,5.0,12.0,23.0,6.0,,,,90.0,52.0,7.2,16.0,0.0597524,0,,5.0,2.0,5.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0,,,1.0,,,,,,,,1.0,2.0,,1.0,1.0,1.0,,,,,,,
12437046,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,10.0,6.0,,,0.0,1.0,2.0,7.0,11.0,3.0,,,,67.0,24.0,7.1,10.0,0.0889862,2,,3.0,,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,2.0,,0.0795,,2.0,,0.4411,2.0,1.0,,,1.0,3.0,,,,,,,,
12437046,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,32.0,21.0,7.0,4.0,1.0,6.0,7.0,17.0,31.0,4.0,,,,90.0,65.0,7.8,25.0,0.280139,4,,6.0,,11.0,8.0,1.0,,3.0,,2.0,1.0,1.0,2.0,2.0,3.0,0.217,,1.0,,0.0216,2.0,2.0,7.0,,1.0,1.0,3.0,1.0,,,,,,
