match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_errorLeadToAShot,stat_punches,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_goalAssist
11450054,home,İstanbulspor,Alp Arda,,,alp-arda,A. Arda,G,59,192.0,35,M,999485,EUR,802483200,G,59,59,False,28.0,20.0,15.0,7.0,16.0,16.0,4.0,12.0,1.0,1.0,1.0,13.0,1.0,6.0,7.0,2.0,2.0,90.0,46.0,7.4,8.0,0.00215939,0,-0.2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450054,home,İstanbulspor,Demeaco Duhaney,,,duhaney-demeaco,D. Duhaney,D,21,180.0,24,M,851095,EUR,908236800,D,21,21,False,44.0,39.0,5.0,4.0,12.0,13.0,27.0,35.0,,3.0,1.0,8.0,,,,,,90.0,64.0,6.7,11.0,0.0948831,0,,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
11450054,home,İstanbulspor,Mehmet Yeşil,,,mehmet-yesil,M. Yeşil,D,21,188.0,48,M,840639,EUR,896572800,D,4,4,False,52.0,47.0,6.0,3.0,29.0,31.0,18.0,21.0,1.0,4.0,6.0,6.0,,,,,,90.0,66.0,6.5,6.0,0.00789051,0,,,,2.0,,1.0,,2.0,2.0,,1.0,,True,1.0,1.0,,,,,,,,,,,,,,,,
11450054,home,İstanbulspor,Simon Deli,,,simon-deli,S. Deli,D,13,192.0,262,M,326419,EUR,688521600,D,14,14,False,60.0,47.0,5.0,1.0,32.0,39.0,15.0,21.0,3.0,5.0,3.0,7.0,,,,,,90.0,70.0,6.8,13.0,0.0120567,0,,,1.0,2.0,,4.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11450054,home,İstanbulspor,Racine Coly,,,racine-coly,R. Coly,D,,185.0,81,M,553454,EUR,818380800,D,13,13,False,35.0,32.0,2.0,1.0,19.0,20.0,13.0,17.0,,8.0,1.0,5.0,,,,,,90.0,62.0,5.9,9.0,0.00937502,2,,2.0,,8.0,,1.0,1.0,2.0,,2.0,2.0,,,3.0,6.0,4.0,3.0,1.0,1.0,0.0203,0.2404,,,,,,,,,,
11450054,home,İstanbulspor,David Sambissa,,,david-sambissa,D. Sambissa,M,7,177.0,220,M,280459,EUR,821318400,D,7,7,False,25.0,19.0,,,4.0,6.0,15.0,22.0,1.0,2.0,,3.0,,,,,,74.0,44.0,6.2,15.0,0.0134453,1,,3.0,1.0,5.0,2.0,,2.0,1.0,1.0,2.0,,,,,2.0,,,1.0,,0.0468,,,,,,,,,,,
11450054,home,İstanbulspor,Florian Loshaj,,,florian-loshaj,F. Loshaj,M,10,174.0,152,M,831407,EUR,839894400,M,34,34,False,66.0,57.0,9.0,4.0,20.0,22.0,38.0,47.0,1.0,7.0,,5.0,,,,,,90.0,81.0,6.6,16.0,0.0350512,0,,3.0,,5.0,1.0,,,4.0,3.0,4.0,1.0,,,1.0,1.0,1.0,3.0,,,,,1.0,,,,,,,,,
11450054,home,İstanbulspor,Özcan Şahan,Özcan Sahan,,sahan-ozcan,Ö. Şahan,D,20,176.0,17,M,1170353,EUR,915753600,M,20,20,False,23.0,19.0,4.0,1.0,6.0,6.0,13.0,17.0,,,1.0,3.0,,,,,,45.0,28.0,6.8,5.0,0.0138877,1,,,2.0,2.0,,,1.0,,,1.0,,,,,,,,1.0,,0.057,,,,,,,,,,,
11450054,home,İstanbulspor,Jackson,,,jackson,Jackson,M,,178.0,61,M,911351,EUR,924912000,M,99,99,False,61.0,44.0,5.0,3.0,18.0,21.0,26.0,41.0,,8.0,1.0,8.0,,,,,,88.0,82.0,6.6,25.0,0.0345591,0,,1.0,2.0,11.0,3.0,,2.0,4.0,,2.0,3.0,,,4.0,3.0,1.0,,,,,,,,,,,,,,,
11450054,home,İstanbulspor,Mendy Mamadou,,,mendy-mamadou,M. Mamadou,M,66,185.0,525,M,929718,EUR,907459200,F,12,12,False,14.0,8.0,,,1.0,2.0,7.0,12.0,,3.0,,1.0,,,,,,62.0,26.0,6.5,10.0,0.00802544,0,,,1.0,4.0,1.0,,1.0,1.0,,2.0,1.0,,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,
