match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_wonContest,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_penaltyConceded,stat_keyPass,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
11396235,home,1. FC Union Berlin,Yorbe Vertessen,yorbe-vertessen,Y. Vertessen,F,11,176,940,M,909958,EUR,978912000,F,14,14,False,3.0,1.0,,,,1.0,1.0,2.0,,2.0,1.0,,1.0,1.0,,,,,,45.0,14.0,6.5,7.0,0.1596,0.00579746,1,,,,2.0,3.0,,,,2.0,,1.0,,,3.0,,,,,,,,,,,,,,
11396235,home,1. FC Union Berlin,Mikkel Kaufmann,mikkel-kaufmann,M. K. Sorensen,F,29,190,279,M,918437,EUR,978480000,F,9,9,True,8.0,3.0,1.0,1.0,,,3.0,8.0,2.0,4.0,,,1.0,1.0,,,,,,45.0,15.0,6.6,7.0,,0.00447825,0,,,,8.0,11.0,,,,2.0,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,
11396235,home,1. FC Union Berlin,Aissa Laïdouni,aissa-laidouni,A. Laïdouni,M,93,182,3217,M,828077,EUR,850435200,M,20,20,True,17.0,14.0,1.0,,11.0,12.0,3.0,5.0,,2.0,,,,2.0,,,,,,28.0,23.0,6.5,4.0,,0.00374521,0,,,,2.0,3.0,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,laids_93,,,,,
11396235,home,1. FC Union Berlin,Josip Juranović,josip-juranovic,J. Juranović,D,18,173,3077,M,791642,EUR,808531200,D,18,18,True,16.0,14.0,1.0,1.0,6.0,6.0,11.0,17.0,,2.0,,,1.0,,,,,,,27.0,32.0,7.3,8.0,,0.131607,0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,7.0,3.0,,4.0,,,,,,,,
11396235,home,1. FC Union Berlin,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,33,33,True,14.0,12.0,1.0,1.0,5.0,6.0,7.0,8.0,1.0,4.0,2.0,,,1.0,,,,,,27.0,22.0,7.0,3.0,0.0238,0.0120907,2,,,,1.0,3.0,,,2.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
11396235,home,1. FC Union Berlin,Benedict Hollerbach,benedict-hollerbach,B. Hollerbach,F,17,181,519,M,975800,EUR,990057600,F,16,16,True,3.0,1.0,,,1.0,1.0,,5.0,,2.0,,,,,,,,,,11.0,13.0,6.6,8.0,,3.219e-05,0,,,,1.0,5.0,,1.0,,1.0,,1.0,1.0,,1.0,2.0,,3.0,,,,2.0,,,,,,,
11396235,home,1. FC Union Berlin,Alexander Schwolow,alexander-schwolow,A. Schwolow,G,25,189,159,M,134778,EUR,707443200,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396235,home,1. FC Union Berlin,Paul Jaeckel,paul-jaeckel,P. Jaeckel,D,3,189,73,M,856668,EUR,901065600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396235,home,1. FC Union Berlin,Robin Knoche,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396235,home,1. FC Union Berlin,Chris Bedia,chris-bedia,C. Bedia,F,29,189,740,M,359236,EUR,825984000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396235,away,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,20.0,19.0,5.0,4.0,18.0,18.0,1.0,2.0,2.0,2.0,,,2.0,4.0,1.0,,,,1.0,90.0,27.0,7.1,1.0,,0.00020129,0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
11396235,away,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9920,M,973437,EUR,978566400,D,6,6,False,64.0,58.0,2.0,1.0,23.0,28.0,35.0,36.0,2.0,5.0,,,4.0,4.0,,,,,,90.0,85.0,7.4,8.0,,0.0331846,0,,,,,4.0,,3.0,,,1.0,4.0,3.0,,,1.0,,,,,1.0,1.0,,odilonkossounou,,,,,
11396235,away,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,93.0,86.0,5.0,4.0,49.0,52.0,37.0,42.0,4.0,4.0,1.0,,5.0,4.0,,,,,,90.0,103.0,7.5,9.0,0.0346,0.0255706,1,,,,3.0,7.0,1.0,1.0,,,,,,,1.0,4.0,,1.0,,,1.0,,,jonatah,,,,,
11396235,away,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,D,3,3,False,98.0,90.0,7.0,4.0,43.0,46.0,47.0,53.0,6.0,9.0,,2.0,2.0,2.0,,,,,,90.0,111.0,7.6,11.0,0.1313,0.0524717,2,,,,3.0,4.0,,,3.0,,,1.0,,2.0,1.0,,,1.0,,,,,,pierohincapie,,,,,
11396235,away,Bayer 04 Leverkusen,Nathan Tella,nathan-tella,N. Tella,M,23,173,3098,M,920379,EUR,931132800,M,19,19,False,26.0,23.0,1.0,,6.0,6.0,18.0,23.0,,5.0,,1.0,2.0,3.0,,,,,,79.0,51.0,7.5,9.0,0.2857,0.484068,2,,,,1.0,6.0,,,2.0,2.0,,2.0,1.0,2.0,1.0,2.0,,3.0,1.0,,3.0,2.0,,,1.0,0.338,,,
11396235,away,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,70.0,65.0,3.0,2.0,26.0,28.0,39.0,43.0,3.0,10.0,,1.0,1.0,6.0,,,,,,90.0,89.0,7.9,8.0,0.0738,0.354976,2,,,,1.0,5.0,,1.0,4.0,1.0,,2.0,2.0,1.0,1.0,3.0,,1.0,,,1.0,1.0,,,1.0,0.2091,1.0,,
11396235,away,Bayer 04 Leverkusen,Granit Xhaka,granit-xhaka,G. Xhaka,M,34,185,15706,M,117777,EUR,717552000,M,34,34,False,90.0,81.0,9.0,8.0,29.0,32.0,52.0,58.0,2.0,4.0,,1.0,4.0,8.0,,,,,,90.0,102.0,7.5,9.0,0.0726,0.078027,1,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,Granit_Xhaka,,,,,
11396235,away,Bayer 04 Leverkusen,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13099,M,177177,EUR,811555200,M,20,20,False,64.0,57.0,2.0,1.0,15.0,17.0,47.0,64.0,1.0,5.0,1.0,,3.0,5.0,,,,,,90.0,102.0,8.0,23.0,0.4005,0.347535,3,,,,1.0,6.0,1.0,,3.0,1.0,2.0,2.0,,2.0,1.0,1.0,,17.0,5.0,,4.0,,,grimaldo35,2.0,0.6423,,,
11396235,away,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,10,10,False,68.0,57.0,3.0,2.0,14.0,17.0,43.0,51.0,1.0,3.0,,1.0,,7.0,,,,,,90.0,90.0,7.6,22.0,0.8772,0.287218,2,,,,,7.0,,,1.0,1.0,,3.0,,,4.0,,,,,,3.0,4.0,,FWirtz,1.0,0.975,1.0,1.0,
11396235,away,Bayer 04 Leverkusen,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,F,23,23,False,11.0,9.0,,,4.0,4.0,5.0,7.0,2.0,3.0,,1.0,,3.0,,,,,,33.0,13.0,6.6,2.0,0.0252,0.0108216,1,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,ahlozek,,,,,
11396235,away,Bayer 04 Leverkusen,Borja Iglesias,borja-iglesias,B. Iglesias,F,7,187,4212,M,785989,EUR,727228800,F,9,9,False,14.0,9.0,,,1.0,1.0,8.0,13.0,1.0,2.0,1.0,,,1.0,,,,,,67.0,17.0,7.0,5.0,0.3281,0.0532649,2,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0.107,,,
11396235,away,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,True,25.0,19.0,2.0,1.0,3.0,3.0,16.0,22.0,2.0,5.0,,,1.0,3.0,,,,,,57.0,34.0,6.4,8.0,0.6652,0.0865583,2,,,,2.0,5.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,amine_ad10,2.0,1.2716,,,2.0
11396235,away,Bayer 04 Leverkusen,Victor Okoh Boniface,victor-okoh-boniface,V. O. Boniface,F,22,193,28590,M,978521,EUR,977529600,F,22,22,True,8.0,8.0,,,2.0,2.0,6.0,6.0,,1.0,,,,,,,,,,23.0,13.0,6.7,3.0,,0.00846715,0,,,,,1.0,,,,,,1.0,1.0,,3.0,1.0,,,,,1.0,,,boniface_jrn,,,,,
11396235,away,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,D,30,30,True,10.0,8.0,,,4.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,,1.0,,,,,,11.0,16.0,7.0,4.0,0.1078,0.00341241,2,,,,,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,jeremie_frimpong,,,,,
11396235,away,Bayer 04 Leverkusen,Matěj Kovář,matej-kovar,M. Kovář,G,32,196,2046,M,927366,EUR,958521600,G,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396235,away,Bayer 04 Leverkusen,Josip Stanišić,josip-stanisic,J. Stanišić,D,44,186,9022,M,927407,EUR,954633600,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,josip_stanisic,,,,,
11396235,away,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,edmondtapsoba,,,,,
11396235,away,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,exepalaciosok,,,,,
11396235,away,Bayer 04 Leverkusen,Patrik Schick,patrik-schick,P. Schick,F,14,191,10655,M,280609,EUR,822441600,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,p_shicky,,,,,
11396235,away,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
