match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_goodHighClaim,player_sofascoreId
10438192,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,12,12,False,29.0,21.0,15.0,7.0,19.0,20.0,2.0,9.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,90.0,38.0,6.2,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438192,home,Santa Clara,Pierre Sagna,,,pierre-sagna,P. Sagna,D,,183,17,M,135130,EUR,651196800,D,95,95,False,22.0,17.0,3.0,1.0,14.0,17.0,3.0,6.0,,3.0,,,,,,76.0,32.0,6.6,7.0,0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10438192,home,Santa Clara,Adriano Firmino,,,adriano-firmino,A. Firmino,M,6,187,127,M,989383,EUR,941673600,D,20,20,False,32.0,28.0,5.0,3.0,23.0,23.0,5.0,9.0,4.0,6.0,,,,,,90.0,40.0,6.4,5.0,0,,1.0,2.0,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10438192,home,Santa Clara,Paulo,,,paulo,Paulo,D,2,187,57,M,1018886,EUR,1013644800,D,43,43,False,45.0,33.0,13.0,6.0,29.0,34.0,4.0,11.0,2.0,7.0,,,,,,90.0,54.0,6.8,12.0,0,,,3.0,,,1.0,1.0,,1.0,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,
10438192,home,Santa Clara,Matheus Araújo,Matheus,,matheus-araujo,M. Araújo,D,32,185,323,M,1105841,EUR,983404800,D,32,32,False,25.0,18.0,2.0,,10.0,14.0,8.0,11.0,3.0,3.0,,,,,,64.0,44.0,6.3,12.0,0,,1.0,5.0,3.0,2.0,,,,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
10438192,home,Santa Clara,Ricardinho,,,ricardinho,Ricardinho,M,21,178,116,M,1094399,EUR,902361600,D,10,10,False,23.0,17.0,1.0,1.0,6.0,7.0,11.0,17.0,,4.0,,,,,,90.0,39.0,6.2,14.0,1,1.0,,3.0,2.0,,1.0,1.0,1.0,6.0,1.0,2.0,1.0,,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,
10438192,home,Santa Clara,Gabriel Silva,Gabriel Silva,,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,M,49,49,False,17.0,12.0,1.0,,6.0,6.0,7.0,16.0,1.0,10.0,,,,,,90.0,48.0,6.4,19.0,1,5.0,,7.0,3.0,1.0,1.0,,1.0,8.0,2.0,1.0,1.0,,5.0,3.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,
10438192,home,Santa Clara,Pedro Bicalho,,,bicalho-pedro,P. Bicalho,M,35,178,3554,M,966133,EUR,987984000,M,35,35,False,17.0,10.0,2.0,,5.0,5.0,5.0,13.0,1.0,4.0,,,,,,82.0,30.0,7.0,9.0,2,1.0,,1.0,,,1.0,,1.0,2.0,,,4.0,,,1.0,1.0,2.0,,,,,,,,,,,
10438192,home,Santa Clara,Anderson Carvalho,,,anderson-carvalho,A. Carvalho,M,,176,20,M,206770,EUR,643161600,M,8,8,False,26.0,16.0,4.0,1.0,9.0,12.0,7.0,14.0,1.0,6.0,,,,,,90.0,39.0,7.1,10.0,1,,1.0,8.0,,,5.0,1.0,1.0,3.0,2.0,,1.0,,2.0,,,1.0,1.0,,,,True,,,,,,
10438192,home,Santa Clara,Victor Bobsin,,,victor-bobsin,V. Bobsin,M,8,184,110,M,905451,EUR,947635200,M,80,80,False,18.0,11.0,3.0,,3.0,4.0,8.0,14.0,,4.0,,,,,,64.0,26.0,6.3,10.0,0,,1.0,2.0,1.0,,1.0,,1.0,5.0,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,,
