match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_fouls,stat_dispossessed,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goals,stat_outfielderBlock
12499462,away,1. FC Heidenheim,Kevin Müller,,,kevin-muller,K. Müller,G,22,190,180,M,121908,EUR,668995200,G,1,1,False,38.0,24.0,24.0,10.0,0.0,18.0,20.0,6.0,18.0,8.0,2.0,3.0,90.0,45.0,7.3,15.0,0.0030232,0,0.6939,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12499462,away,1. FC Heidenheim,Haktab Omar Traore,,,haktab-omar-traore,H. O. Traore,D,23,184,112,M,920022,EUR,886550400,D,23,23,False,40.0,26.0,8.0,3.0,0.0,14.0,18.0,12.0,25.0,8.0,,,89.0,73.0,6.4,27.0,0.0180615,0,,3.0,,4.0,9.0,8.0,,2.0,1.0,,1.0,,1.0,,1.0,2.0,,,,,,,2.0,6.0,,,,,,,
12499462,away,1. FC Heidenheim,Patrick Mainka,,,patrick-mainka,P. Mainka,D,6,194,320,M,254429,EUR,784080000,D,6,6,False,41.0,34.0,4.0,2.0,0.0,30.0,32.0,4.0,9.0,3.0,,,90.0,52.0,7.1,8.0,0.0032324,0,,,1.0,3.0,3.0,4.0,,1.0,,,6.0,2.0,,,,1.0,,,,,,,1.0,,True,,,,,,
12499462,away,1. FC Heidenheim,Benedikt Gimber,,,benedikt-gimber,B. Gimber,D,5,185,137,M,798936,EUR,856310400,D,5,5,False,40.0,36.0,2.0,,0.0,30.0,33.0,6.0,7.0,3.0,,,90.0,59.0,7.1,6.0,0.00173476,0,,,3.0,5.0,6.0,8.0,,,,,7.0,,2.0,2.0,2.0,1.0,,,,,,,4.0,,,,,,,,
12499462,away,1. FC Heidenheim,Jonas Föhrenbach,,,jonas-fohrenbach,J. Föhrenbach,D,19,185,79,M,311676,EUR,822614400,D,19,19,False,39.0,26.0,5.0,1.0,0.0,12.0,16.0,15.0,24.0,2.0,,,90.0,62.0,6.9,20.0,0.0148307,0,,1.0,,1.0,2.0,3.0,1.0,,,,2.0,,2.0,2.0,1.0,,,,1.0,,,,1.0,,,,,,,,
12499462,away,1. FC Heidenheim,Lennard Maloney,,,lennard-maloney,L. Maloney,M,15,187,256,M,893962,EUR,939340800,M,33,33,False,36.0,22.0,7.0,1.0,0.0,15.0,17.0,7.0,19.0,5.0,,,90.0,47.0,6.5,16.0,0.011471,0,,,1.0,4.0,3.0,4.0,,1.0,,,4.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,
12499462,away,1. FC Heidenheim,Jan Schöppner,,,jan-schoppner,J. Schöppner,M,3,190,163,M,933707,EUR,929145600,M,3,3,False,27.0,21.0,2.0,1.0,0.0,10.0,12.0,11.0,15.0,7.0,,,90.0,47.0,7.9,8.0,0.0133315,1,,,1.0,1.0,5.0,7.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,0.648,0.9919,,,,1.0,1.0,1.0,,,,,,1.0,
12499462,away,1. FC Heidenheim,Adrian Beck,,,adrian-beck,A. Beck,M,21,186,112,M,845742,EUR,865814400,M,21,21,False,23.0,16.0,2.0,1.0,0.0,7.0,8.0,9.0,16.0,5.0,,,62.0,41.0,6.9,13.0,0.0148077,1,,1.0,1.0,2.0,3.0,6.0,,3.0,2.0,,,1.0,2.0,2.0,3.0,,0.0274,,,,1.0,,,1.0,,,,,,,
12499462,away,1. FC Heidenheim,Paul Wanner,,,paul-wanner,P. Wanner,M,10,186,3841,M,1146018,EUR,1135296000,M,10,10,False,23.0,16.0,3.0,,0.0,8.0,8.0,8.0,15.0,5.0,,,81.0,39.0,7.5,13.0,0.00581051,1,,,,,3.0,8.0,,6.0,3.0,1.0,,,4.0,3.0,3.0,1.0,0.3462,0.7645,,,,,,,,,,,,1.0,
12499462,away,1. FC Heidenheim,Leo Scienza,,,leo-scienza,L. Scienza,M,13,175,987,M,1386651,EUR,905644800,M,8,8,False,11.0,5.0,,,0.0,1.0,3.0,4.0,13.0,2.0,,,62.0,26.0,6.5,16.0,0.00917192,1,,5.0,,,5.0,2.0,1.0,3.0,,1.0,,,,,2.0,2.0,0.0493,0.0442,,,,,1.0,,,,,,,,
12499462,away,1. FC Heidenheim,Maximilian Breunig,,,breunig-maximilian,M. Breunig,F,9,193,140,M,935281,EUR,966211200,F,14,14,False,16.0,11.0,1.0,1.0,0.0,2.0,3.0,9.0,13.0,3.0,,,81.0,25.0,6.6,8.0,0.0065599,0,,,12.0,2.0,18.0,4.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,4.0,2.0,,,,,,,1.0
12499462,away,1. FC Heidenheim,Sirlord Conteh,,,sirlord-conteh,S. Conteh,F,31,178,175,M,800400,EUR,836870400,F,31,31,True,5.0,5.0,,,0.0,,,5.0,5.0,1.0,,,28.0,13.0,6.8,3.0,0.00382066,0,,,,,2.0,3.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,
12499462,away,1. FC Heidenheim,Marvin Pieringer,,,marvin-pieringer,M. Pieringer,F,18,189,327,M,909485,EUR,938995200,F,18,18,True,9.0,3.0,2.0,,1.0,,4.0,3.0,5.0,1.0,,,28.0,14.0,7.0,8.0,0.0784292,1,,,,2.0,2.0,2.0,,1.0,,,,,,,,,0.0443,,,1.0,1.0,1.0,,1.0,,,,,,,
12499462,away,1. FC Heidenheim,Mathias Honsak,,,mathias-honsak,M. Honsak,M,17,188,255,M,575952,EUR,851040000,M,17,17,True,2.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,,9.0,6.0,7.3,1.0,0.215197,0,,1.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,
12499462,away,1. FC Heidenheim,Luca Kerber,,,luca-kerber,L. Kerber,M,20,180,120,M,1097453,EUR,1015718400,M,20,20,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,9.0,4.0,6.5,,0.00025102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499462,away,1. FC Heidenheim,Marnon Busch,,,marnon-busch,M. Busch,D,2,182,76,M,168861,EUR,786844800,D,2,2,True,,,,,0.0,,,,,,,,1.0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499462,away,1. FC Heidenheim,Frank Feller,Frank Feller,,frank-feller,F. Feller,G,40,183,76,M,1083359,EUR,1073433600,G,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499462,away,1. FC Heidenheim,Tim Siersleben,,,tim-siersleben,T. Siersleben,D,4,187,118,M,988252,EUR,952560000,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499462,away,1. FC Heidenheim,Norman Theuerkauf,,,norman-theuerkauf,N. Theuerkauf,D,,183,29,M,15004,EUR,538444800,D,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499462,away,1. FC Heidenheim,Mikkel Kaufmann,,,mikkel-kaufmann,M. K. Sorensen,F,29,190,279,M,918437,EUR,978480000,F,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
