match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_outfielderBlock,stat_fouls,captain,stat_goalAssist,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox
11067415,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,42.0,38.0,14.0,10.0,36.0,36.0,2.0,6.0,1.0,1.0,13.0,1.0,2.0,2.0,1.0,90.0,57.0,6.7,5.0,0.0,0.0,0.0302223,0,-0.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067415,home,Palmeiras,Mayke,mayke,Mayke,D,12,178,2322,M,,273329,EUR,721353600,D,12,12,False,46.0,37.0,6.0,2.0,18.0,22.0,19.0,27.0,5.0,,7.0,,,,,90.0,63.0,7.0,14.0,0.0,0.0,0.0126875,0,,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11067415,home,Palmeiras,Luan Garcia,luan,L. Garcia,D,13,186,749,M,,250351,EUR,736992000,D,13,13,False,55.0,47.0,14.0,10.0,34.0,35.0,13.0,20.0,5.0,2.0,5.0,,,,,90.0,66.0,6.8,10.0,0.1171,0.0,0.00994143,2,,,5.0,6.0,,,,3.0,,,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,
11067415,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,56.0,46.0,7.0,3.0,33.0,38.0,13.0,18.0,8.0,,5.0,2.0,,,,90.0,64.0,7.2,10.0,0.0522,0.0,0.00348383,2,,,4.0,5.0,,,,1.0,2.0,1.0,,,,3.0,1.0,,2.0,,,1.0,True,1.0,1.0,1.0,,,,,,
11067415,home,Palmeiras,Vanderlan,vanderlan,Vanderlan,D,6,183,1727,M,,1067640,EUR,1031356800,D,6,6,False,25.0,18.0,1.0,,8.0,9.0,10.0,20.0,6.0,3.0,8.0,,,,,90.0,53.0,6.9,19.0,0.0,0.0,0.028489,0,,4.0,,5.0,,2.0,1.0,,5.0,3.0,4.0,Vanderlan,,2.0,,,,,,2.0,,,,1.0,,,,,,
11067415,home,Palmeiras,Fabinho,fabinho,Fabinho,M,5,178,1291,M,,1117513,EUR,1018310400,M,35,35,False,27.0,21.0,5.0,3.0,14.0,15.0,7.0,12.0,5.0,,3.0,2.0,,,,77.0,34.0,6.7,8.0,0.0,0.0,0.00668723,0,,,,3.0,,1.0,,,3.0,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
11067415,home,Palmeiras,Gabriel Menino,gabriel-menino,G. Menino,M,25,176,2791,M,,974556,EUR,970185600,M,25,25,False,68.0,59.0,12.0,8.0,38.0,40.0,23.0,33.0,9.0,2.0,10.0,4.0,,,,90.0,92.0,7.9,13.0,0.0513,0.2936,0.137895,2,,5.0,2.0,7.0,,,,3.0,3.0,3.0,1.0,,,3.0,1.0,,,,,3.0,,,1.0,3.0,2.0,1.0,1.0,,,
11067415,home,Palmeiras,Artur,artur,Artur,M,7,168,3069,M,,841128,EUR,887500800,M,14,14,False,32.0,23.0,4.0,2.0,15.0,17.0,8.0,18.0,7.0,,3.0,3.0,,,,76.0,51.0,7.9,14.0,0.7546,0.7552,0.0470215,3,,3.0,,3.0,,3.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,1.0,,2.0,,,,3.0,,1.0,1.0,1.0,1.0,
11067415,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,34.0,31.0,5.0,4.0,11.0,13.0,24.0,30.0,4.0,,3.0,1.0,,,,84.0,56.0,8.1,10.0,0.2727,0.1743,0.228896,7,,9.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,2.0,,,,,,,6.0,4.0,2.0,3.0,,,
11067415,home,Palmeiras,Dudu,dudu,Dudu,F,92,167,5188,M,7_dudu,147464,EUR,694742400,M,7,7,False,17.0,9.0,3.0,,1.0,2.0,8.0,19.0,6.0,,2.0,3.0,,,,63.0,37.0,6.9,18.0,0.0144,0.0,0.019901,1,,4.0,,2.0,1.0,3.0,3.0,,,,3.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,
