match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_totalContest,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_accurateCross,captain,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork
10382009,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,29.0,17.0,19.0,7.0,13.0,14.0,4.0,15.0,1.0,1.0,3.0,10.0,4.0,2.0,3.0,2.0,1.0,1.0,90.0,46.0,7.0,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,32.0,25.0,3.0,1.0,14.0,17.0,11.0,16.0,2.0,3.0,2.0,6.0,,,,,,,79.0,52.0,6.3,11.0,0,,,1.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Jurien Gaari,jurien-gaari,J. Gaari,D,3,181,58,M,884944,EUR,756604800,D,23,23,False,39.0,31.0,9.0,4.0,21.0,24.0,10.0,16.0,2.0,3.0,6.0,8.0,,,,,,,90.0,53.0,6.6,10.0,0,,,1.0,5.0,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,33.0,29.0,5.0,4.0,19.0,22.0,10.0,11.0,2.0,4.0,4.0,6.0,,,,,,,90.0,46.0,6.8,8.0,0,,,,2.0,,,1.0,1.0,,2.0,,1.0,,2.0,,1.0,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,False,46.0,35.0,7.0,4.0,21.0,28.0,14.0,20.0,,7.0,3.0,13.0,,,,,,,90.0,74.0,6.3,19.0,0,,,2.0,11.0,6.0,2.0,3.0,5.0,4.0,3.0,,3.0,1.0,2.0,,2.0,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Yassin Oukili,oukili-yassin,Y. Oukili,M,5,195,495,M,1010846,EUR,978480000,M,33,33,False,30.0,25.0,2.0,,11.0,13.0,14.0,17.0,,5.0,1.0,5.0,,,,,,,90.0,55.0,7.6,10.0,3,,,,3.0,,2.0,2.0,4.0,3.0,3.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,
10382009,home,RKC Waalwijk,Vurnon Anita,vurnon-anita,V. Anita,M,,166,66,M,15007,EUR,607651200,M,6,6,False,48.0,41.0,6.0,5.0,22.0,26.0,19.0,22.0,,1.0,2.0,6.0,,,,,,,90.0,56.0,6.7,9.0,0,,,,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,14,14,False,26.0,23.0,2.0,1.0,7.0,8.0,16.0,19.0,,4.0,2.0,8.0,,,,,,,79.0,44.0,7.5,7.0,0,,,1.0,5.0,3.0,,1.0,4.0,2.0,2.0,,1.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,
10382009,home,RKC Waalwijk,Mats Seuntjens,mats-seuntjens,M. Seuntjens,M,20,187,138,M,163541,EUR,703468800,F,20,20,False,22.0,13.0,5.0,3.0,2.0,2.0,12.0,24.0,,12.0,,4.0,,,,,,,87.0,52.0,8.1,19.0,2,,,4.0,9.0,2.0,1.0,1.0,1.0,,1.0,1.0,13.0,,1.0,3.0,9.0,1.0,1.0,,1.0,2.0,,,1.0,,,,
10382009,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,False,32.0,25.0,3.0,1.0,13.0,13.0,12.0,19.0,3.0,5.0,3.0,4.0,,,,,,,90.0,43.0,7.7,10.0,0,,,,6.0,1.0,1.0,,,,2.0,4.0,,,,2.0,,,,,,2.0,2.0,1.0,,True,,,
10382009,home,RKC Waalwijk,Florian Jozefzoon,florian-jozefzoon,F. Jozefzoon,M,,173,88,M,121777,EUR,666057600,F,10,10,False,18.0,15.0,,,3.0,3.0,12.0,15.0,,3.0,,1.0,,,,,,,59.0,35.0,7.3,11.0,4,,,,4.0,,3.0,,1.0,,3.0,,3.0,,,,2.0,3.0,1.0,,1.0,,,,,,1.0,,
10382009,home,RKC Waalwijk,Zakaria Bakkali,zakaria-bakkali,Z. Bakkali,M,99,168,156,M,285941,EUR,822614400,F,19,19,True,11.0,8.0,,,3.0,4.0,5.0,7.0,,5.0,,1.0,,,,,,,31.0,21.0,6.8,6.0,1,,,,2.0,,1.0,,1.0,1.0,1.0,,3.0,,,,2.0,1.0,,,,2.0,,,,,3.0,,
10382009,home,RKC Waalwijk,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,M,22,22,True,11.0,9.0,,,1.0,1.0,8.0,10.0,,1.0,,2.0,,,,,,,11.0,15.0,7.1,2.0,0,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,
10382009,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,6,172,104,M,896215,EUR,942278400,M,35,35,True,12.0,10.0,,,2.0,4.0,8.0,8.0,,3.0,,1.0,,,,,,,11.0,16.0,6.9,3.0,0,,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,
10382009,home,RKC Waalwijk,Julen Lobete,julen-lobete,J. Lobete,F,24,176,172,M,1006232,EUR,969235200,F,7,7,True,4.0,4.0,,,,,4.0,4.0,,,1.0,,,,,,,,6.0,6.0,7.4,,1,,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,
10382009,home,RKC Waalwijk,Joel Pereira,joel-pereira,J. Pereira,G,1,188,279,M,788135,EUR,835920000,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Mark Spenkelink,mark-spenkelink,M. Spenkelink,G,16,196,33,M,875466,EUR,854323200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Lars Nieuwpoort,lars-nieuwpoort,L. Nieuwpoort,D,,189,9,,339893,EUR,783388800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382009,home,RKC Waalwijk,Patrick Vroegh,patrick-vroegh,P. Vroegh,M,8,175,12,M,991846,EUR,943833600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,Patrick,Vroegh,,,,,,,,,,,,,,,,,,,,,,,,,,
