match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,stat_lastManTackle,player_firstName,player_lastName,stat_goals,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,captain,stat_totalOffside,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11352587,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,13,13,False,40.0,26.0,19.0,5.0,24.0,28.0,2.0,12.0,2.0,11.0,2.0,3.0,1.0,90.0,56.0,6.9,15.0,0.00035272,0,-0.2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,39.0,21.0,9.0,2.0,12.0,23.0,10.0,22.0,3.0,6.0,,,,90.0,78.0,7.1,28.0,0.0994057,1,,6.0,1.0,2.0,6.0,5.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,0.0281,1.0,,,,,,,,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,emerson_royal,856123,EUR,916272000,D,12,12,False,65.0,56.0,7.0,4.0,44.0,49.0,12.0,16.0,2.0,3.0,,,,90.0,82.0,7.3,11.0,0.0244128,1,,,,4.0,6.0,9.0,,,,,2.0,,1.0,1.0,1.0,0.0177,,5.0,1.0,1.0,3.0,1.0,0.118,,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,False,44.0,41.0,2.0,2.0,30.0,31.0,11.0,13.0,1.0,2.0,,,,90.0,53.0,7.2,3.0,0.00457649,0,,,,3.0,4.0,6.0,,,,,4.0,,,,,,,2.0,,,4.0,1.0,,,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,udogiethree,983572,EUR,1038441600,D,38,38,False,27.0,22.0,1.0,,8.0,12.0,14.0,16.0,2.0,6.0,,,,90.0,45.0,7.2,9.0,0.0959553,0,,1.0,,1.0,1.0,4.0,,1.0,1.0,,1.0,,2.0,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,False,15.0,14.0,1.0,1.0,8.0,8.0,6.0,8.0,,2.0,,,,32.0,21.0,7.6,2.0,0.0437029,1,,1.0,,1.0,2.0,2.0,,1.0,1.0,,,2.0,,,,0.1048,1.0,,,1.0,1.0,1.0,0.5301,,,,1.0,,,,,,,,,
11352587,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,43.0,33.0,2.0,,20.0,27.0,13.0,16.0,5.0,2.0,,,,58.0,53.0,6.4,12.0,0.0152355,1,,,,1.0,5.0,1.0,2.0,1.0,,,,1.0,1.0,,,0.0922,,,1.0,,,,,,,,,1.0,,,,,,,,
11352587,home,Tottenham Hotspur,Giovani Lo Celso,lo-celso-giovani,G. Lo Celso,M,20,177,15743,M,locelso_giovani,798835,EUR,829008000,M,18,18,False,37.0,34.0,2.0,2.0,13.0,14.0,21.0,24.0,1.0,9.0,,,,82.0,60.0,8.3,11.0,0.137742,0,,1.0,,1.0,4.0,11.0,,3.0,3.0,,,1.0,4.0,2.0,5.0,,2.0,,2.0,,4.0,1.0,,,,,,,2.0,,,,,,,
11352587,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,False,17.0,11.0,1.0,1.0,5.0,9.0,7.0,10.0,,3.0,,,,82.0,38.0,7.1,16.0,0.19547,0,,2.0,1.0,2.0,6.0,5.0,2.0,1.0,1.0,,,,4.0,1.0,6.0,,1.0,,2.0,,,,,,,,,,1.0,1.0,,,,,,
11352587,home,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,Richarlison,840217,EUR,863222400,F,9,9,False,18.0,12.0,1.0,1.0,6.0,7.0,6.0,11.0,3.0,1.0,,,,82.0,46.0,7.5,14.0,0.0102767,5,,,,3.0,9.0,6.0,,1.0,,1.0,1.0,,2.0,1.0,2.0,1.3463,1.0,1.0,4.0,2.0,3.0,1.0,0.6207,,,,1.0,2.0,,,1.0,,,,,
11352587,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,HMSon,111505,EUR,710553600,F,7,7,False,35.0,34.0,,,10.0,10.0,24.0,25.0,,2.0,,,,90.0,43.0,8.1,4.0,0.598161,2,,,,1.0,5.0,3.0,,3.0,,,,,2.0,,,0.1401,2.0,,,2.0,1.0,1.0,0.6382,,,,1.0,,,1.0,,True,4.0,,,
11352587,home,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,,859901,EUR,969062400,M,4,4,True,21.0,18.0,1.0,,10.0,11.0,8.0,10.0,,2.0,,,,58.0,28.0,6.4,5.0,0.0443007,0,,,,1.0,4.0,3.0,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,5,5,True,23.0,23.0,,,15.0,15.0,8.0,8.0,1.0,3.0,,,,32.0,29.0,7.0,1.0,0.340505,0,,,,,2.0,3.0,,1.0,1.0,,,,2.0,2.0,1.0,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,
11352587,home,Tottenham Hotspur,Bryan Gil,bryan-gil,B. Gil,M,21,176,3585,M,bryan11gil,910026,EUR,981849600,F,11,11,True,5.0,5.0,,,3.0,3.0,2.0,3.0,2.0,2.0,,,,8.0,13.0,6.1,3.0,0.00218735,1,,1.0,,,2.0,,1.0,1.0,,,,,,,1.0,0.5909,,,,,,,,,,,,1.0,,,1.0,,,1.0,,
11352587,home,Tottenham Hotspur,Alejo Véliz,alejo-veliz,A. Véliz,F,9,187,3243,M,aleeveliz,1116987,EUR,1063929600,F,36,36,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,12.0,4.0,6.5,2.0,0.00220415,0,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,Alejo Veliz,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,ericdier,146101,EUR,758592000,D,15,15,True,4.0,3.0,1.0,,3.0,4.0,,,1.0,,,,,8.0,8.0,6.4,2.0,4.67e-06,0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201,1229,M,,19314,EUR,574560000,G,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Alfie Dorrington,dorrington-alfie,A. Dorrington,D,24,192,515,M,,1177610,EUR,1113955200,D,65,65,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Ashley Phillips,ashley-phillips,A. Phillips,D,26,192,1098,M,,1134744,EUR,1119744000,D,35,35,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352587,home,Tottenham Hotspur,Jamie Donley,jamie-donley,J. Donley,M,33,183,1438,M,,1150934,EUR,1104710400,F,63,63,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Jamie Donley,,,,,,,,,,,
11352587,away,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,1,1,False,25.0,14.0,16.0,7.0,9.0,13.0,5.0,12.0,1.0,7.0,2.0,3.0,1.0,90.0,35.0,6.7,12.0,0.00212386,0,-1.093,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,True,,,2.0,2.0
