match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_keyPass,stat_shotOffTarget,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_aerialLost,stat_dispossessed,stat_wonTackle,captain,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,stat_aerialWon,stat_bigChanceMissed,stat_penaltyWon,stat_errorLeadToAShot,player_lastName,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
14083418,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200.0,201925,M,TheOctopus,70988,EUR,705542400,G,1,1,False,42.0,35.0,13.0,6.0,0.0,32.0,33.0,3.0,9.0,8.0,1.0,2.0,1.0,2.0,90.0,51.0,7.0,7.0,0.0009886,90.318770030751,14.0,33.371648879587,0.0,0.1568,0,0.1949,0.14,0.02,-0.02,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083418,home,Real Madrid,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180.0,211619,M,TrentAA,795064,EUR,907718400,D,12,12,False,48.0,41.0,11.0,8.0,1.0,21.0,23.0,20.0,25.0,5.0,,,,,60.0,60.0,7.3,12.0,0.126174,135.4530468755,20.0,16.910562966474,0.0,,0,,0.45,-0.54,-0.14,,4.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083418,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191.0,191574,M,ARüdiger,142622,EUR,731116800,D,22,22,False,54.0,49.0,4.0,,0.0,36.0,40.0,13.0,14.0,2.0,,,,,60.0,55.0,6.1,5.0,0.00631758,101.87799936357,16.0,15.577875656766,0.0,,1,,-0.08,0.06,-0.19,,,,1.0,,,,,1.0,1.0,0.0203,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083418,home,Real Madrid,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195.0,161561,M,deanhuijsen,1176744,EUR,1113436800,D,24,24,False,74.0,70.0,5.0,4.0,0.0,37.0,40.0,33.0,34.0,1.0,,,,,90.0,83.0,6.4,5.0,0.01401,142.99741522418,22.0,66.542978059677,1.0,,0,,0.26,0.08,-0.4,,,,2.0,,,2.0,,,1.0,,,2.0,1.0,2.0,1.0,2.0,1.0,1.0,26.075450066814,29.512641427022,,,,,,,,,,,,,,,,,,,,
14083418,home,Real Madrid,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186.0,80889,M,,1085081,EUR,1048377600,D,18,18,False,55.0,52.0,2.0,1.0,1.0,21.0,21.0,31.0,34.0,5.0,,,,,90.0,67.0,7.2,5.0,0.0351005,115.62683123428,17.0,46.681871948659,0.0,,0,,0.21,0.06,0.3,,,,2.0,,,1.0,2.0,,,,,2.0,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14083418,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181.0,375067,M,Fede,831808,EUR,901065600,M,8,8,False,42.0,39.0,,,0.0,12.0,13.0,27.0,29.0,3.0,,,,,73.0,51.0,8.3,4.0,0.400059,131.07979143004,13.0,49.374618367523,3.0,,1,,0.4,0.42,-0.09,,1.0,,2.0,1.0,1.0,4.0,1.0,,1.0,0.1163,0.52,1.0,1.0,,,,,,31.515661305078,56.889436394087,,,,True,1.0,1.0,1.0,0.4285,,,,,,,,,,,,
14083418,home,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176.0,398152,M,AGüler,1091116,EUR,1109289600,M,15,15,False,41.0,36.0,4.0,3.0,0.0,16.0,17.0,20.0,24.0,2.0,,,,,90.0,58.0,6.9,11.0,0.1035,148.86885948938,17.0,44.592306823516,0.0,,2,,0.32,0.11,-0.07,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,0.1278,-0.34,2.0,1.0,,1.0,,1.0,,,,,1.0,,,1.0,,,,Arda Guler,1.0,1.0,2.0,,,,,,,,
14083418,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188.0,145314,M,ATchouaméni,859025,EUR,948931200,M,14,14,False,53.0,51.0,6.0,4.0,0.0,21.0,21.0,30.0,32.0,3.0,,,,,79.0,63.0,7.6,3.0,0.217779,106.4014055705,16.0,16.43078702432,0.0,,0,,0.49,0.1,0.14,,,,4.0,,,1.0,,,1.0,,,6.0,1.0,1.0,,4.0,1.0,,,,2.0,,3.0,,,,,,,,,,2.0,,,,,,,
14083418,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182.0,190106,M,Tacklevinga,973887,EUR,1036886400,M,6,6,False,54.0,49.0,3.0,2.0,0.0,20.0,21.0,29.0,33.0,1.0,,,,,73.0,63.0,6.7,7.0,0.0303103,181.8909799222,23.0,35.421173188539,1.0,,0,,0.0,0.21,-0.14,,,,4.0,1.0,,1.0,1.0,,3.0,,,5.0,,,,2.0,1.0,,24.468687088303,26.577529625607,1.0,,1.0,,1.0,,,,,,2.0,,,,,,,,,
14083418,home,Real Madrid,Gonzalo García,gonzalo-garcia,G. García,F,16,182.0,101356,M,,1402716,EUR,1080086400,F,16,16,False,21.0,19.0,,,0.0,8.0,9.0,11.0,12.0,3.0,,,,,90.0,37.0,7.1,8.0,0.0119974,97.398535152559,13.0,28.137194948328,1.0,,4,,-0.17,0.11,0.15,,,,4.0,1.0,,1.0,1.0,1.0,,1.2493,0.4,5.0,,,,1.0,3.0,,14.261936699963,16.266606898797,1.0,3.0,,,1.0,2.0,1.0,0.9392,Gonzalo García,1.0,1.0,,2.0,2.0,,,,,,
14083418,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176.0,1183028,M,ViniJr,868812,EUR,963360000,F,7,7,False,39.0,33.0,3.0,2.0,0.0,2.0,4.0,31.0,35.0,1.0,,,,,90.0,55.0,8.5,15.0,0.0438603,312.66046159603,23.0,195.40859103383,11.0,,3,,-0.33,0.5,-0.03,,,,6.0,3.0,,,1.0,,2.0,1.6037,0.5,3.0,,,,,4.0,,28.061731668371,203.2737617174,,2.0,,,1.0,2.0,2.0,1.5001,,1.0,2.0,2.0,,,2.0,,,,,
