match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_penaltyConceded,stat_totalOffside,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_blockedScoringAttempt,stat_goalAssist,stat_penaltyWon,stat_errorLeadToAGoal,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
11369323,home,Real Sociedad,Álex Remiro,alex-remiro,Á. Remiro,G,1,191.0,2805,M,791773,EUR,796003200,G,1,1,False,39.0,31.0,13.0,5.0,28.0,28.0,3.0,11.0,14.0,2.0,1.0,4.0,90.0,51.0,6.7,8.0,0.0,0.0,0.00244613,0,-0.0132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369323,home,Real Sociedad,Hamari Traoré,hamari-traore,H. Traoré,D,14,175.0,4235,M,362014,EUR,696470400,D,18,18,False,39.0,28.0,7.0,4.0,12.0,16.0,16.0,23.0,3.0,,,,90.0,55.0,5.9,15.0,0.0,0.0,0.0162697,0,,,,hamarintos27,4.0,2.0,9.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369323,home,Real Sociedad,Igor Zubeldia,igor-zubeldia,I. Zubeldia,D,5,180.0,881,M,838159,EUR,859680000,D,5,5,False,60.0,52.0,6.0,3.0,39.0,42.0,13.0,18.0,6.0,,,,83.0,67.0,6.6,8.0,0.1362,0.0,0.119896,1,,,,,3.0,4.0,3.0,5.0,,,1.0,,,,,,1.0,True,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
11369323,home,Real Sociedad,Robin Le Normand,robin-le-normand,R. Le Normand,D,24,187.0,6479,M,787751,EUR,847670400,D,24,24,False,80.0,67.0,8.0,3.0,48.0,53.0,19.0,27.0,5.0,,,,90.0,88.0,6.1,14.0,0.0,0.0,0.0145396,0,,,,lenormand_r,2.0,3.0,3.0,6.0,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11369323,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175.0,419,M,966441,EUR,871689600,D,3,3,False,59.0,48.0,5.0,3.0,26.0,31.0,22.0,28.0,4.0,,,,90.0,84.0,7.0,19.0,0.0,0.0,0.0215493,0,,,,,2.0,5.0,3.0,9.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,,
11369323,home,Real Sociedad,Takefusa Kubo,kubo-takefusa,T. Kubo,M,14,174.0,23791,M,880218,EUR,991612800,M,14,14,False,22.0,18.0,2.0,,4.0,5.0,14.0,21.0,5.0,,,,90.0,38.0,7.3,12.0,0.1038,0.729,0.0302644,1,,,,KuboTake,1.0,1.0,3.0,4.0,1.0,,3.0,,,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,,,4.0,1.0,1.0,,,,,,,,,
11369323,home,Real Sociedad,Urko González,urko-gonzalez,U. González,M,4,189.0,462,M,1064009,EUR,985046400,M,26,26,False,26.0,20.0,4.0,1.0,9.0,11.0,11.0,15.0,5.0,,,,58.0,36.0,6.4,9.0,0.0,0.0,0.0115105,0,,,,,1.0,2.0,3.0,6.0,,1.0,1.0,2.0,,1.0,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,
11369323,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179.0,748,M,980410,EUR,1012435200,M,22,22,False,20.0,16.0,3.0,1.0,8.0,8.0,9.0,13.0,2.0,,,,58.0,32.0,6.6,5.0,0.4496,0.88,0.0145255,2,,,,,3.0,,7.0,5.0,,,4.0,1.0,,,1.0,3.0,,,3.0,,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,
11369323,home,Real Sociedad,Ander Barrenetxea,ander-barrenetxea,A. Barrenetxea,F,7,174.0,1646,M,966862,EUR,1009411200,M,7,7,False,16.0,12.0,,,3.0,4.0,9.0,14.0,3.0,,,,69.0,38.0,6.2,15.0,0.0169,0.09,0.0225544,1,,,,,1.0,,11.0,6.0,3.0,3.0,4.0,1.0,,3.0,4.0,1.0,,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,
11369323,home,Real Sociedad,Brais Méndez,brais-mendez,B. Méndez,M,23,184.0,2013,M,845385,EUR,852595200,F,23,23,False,32.0,27.0,5.0,3.0,9.0,10.0,19.0,25.0,7.0,,,,90.0,52.0,9.3,10.0,0.1562,0.0463,0.361738,3,,,,,4.0,1.0,6.0,6.0,,1.0,2.0,1.0,1.0,1.0,3.0,,3.0,,1.0,2.0,,1.0,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
