match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_totalTackle,captain,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_wonTackle,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_bigChanceMissed,stat_lastManTackle
14025264,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,34.0,23.0,13.0,3.0,0.0,19.0,22.0,4.0,12.0,2.0,7.0,1.0,1.0,2.0,2.0,90.0,42.0,6.5,11.0,0.00076069,47.919225737021,7.0,34.125,8.19,0.0022,0,0.9702,0.06,0.02,-0.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025264,home,Liverpool,Conor Bradley,bradley-conor,C. Bradley,D,12,181,15946,M,conorbradley03,1008402,EUR,1057708800,D,12,12,False,41.0,31.0,6.0,,0.0,12.0,15.0,19.0,26.0,1.0,4.0,,,,,79.0,70.0,6.4,19.0,0.0128763,140.80134181552,18.0,77.7,24.255,,2,,-0.02,0.21,-0.14,,,,2.0,1.0,2.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,0.129,45.523916502085,2.0,-0.52,,,,,,,,,,,,,
14025264,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,74.0,65.0,7.0,4.0,0.0,23.0,27.0,42.0,47.0,7.0,3.0,,,,,90.0,89.0,8.3,11.0,0.229895,360.95181668215,35.0,244.965,21.21,,0,,0.37,0.28,0.27,,,,,,8.0,,10.0,,,,,,1.0,,1.0,,,79.550445836442,4.0,,1.0,,,,,,,,,,,,
14025264,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,91.0,81.0,4.0,3.0,0.0,29.0,32.0,52.0,59.0,4.0,1.0,,,,,90.0,102.0,8.0,11.0,0.0407454,218.93069495095,25.0,140.7,13.86,,3,,0.35,0.35,0.43,,,,,3.0,7.0,4.0,8.0,,,,,1.0,,1.0,,1.0,0.1408,32.974633525106,3.0,-0.46,1.0,True,2.0,1.0,,,,,,,,,
14025264,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,53.0,48.0,4.0,2.0,0.0,13.0,14.0,35.0,39.0,,1.0,,,,,66.0,68.0,6.7,10.0,0.0195538,96.753860007826,12.0,64.47,21.63,,0,,-0.08,0.09,0.14,,,,4.0,3.0,1.0,4.0,2.0,,,,,,,1.0,,1.0,,24.622115993553,1.0,,1.0,,,,1.0,1.0,2.0,2.0,,,,,
14025264,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,65.0,58.0,,,0.0,20.0,23.0,38.0,42.0,2.0,12.0,,,,,90.0,87.0,7.1,13.0,0.0464286,304.47015152809,35.0,111.51,24.885,,1,,0.19,0.27,0.32,,,,,,,3.0,4.0,,3.0,3.0,3.0,1.0,1.0,2.0,1.0,,0.0327,66.549869805698,3.0,0.0,,,,,,,,,,,,,
14025264,home,Liverpool,Curtis Jones,curtis-jones,C. Jones,M,17,185,17569,M,curtisjones,927353,EUR,980812800,M,17,17,False,58.0,53.0,,,0.0,10.0,12.0,43.0,46.0,,3.0,,,,,66.0,64.0,7.0,6.0,0.284333,275.93607078729,30.0,84.735,25.41,,1,,0.2,0.28,-0.02,,,,,1.0,2.0,2.0,4.0,,1.0,,,,1.0,,1.0,,0.018,55.274711270989,3.0,-0.04,1.0,,,,,,,2.0,1.0,0.0969,,,
14025264,home,Liverpool,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32543,M,jeremie_frimpong,970361,EUR,976406400,M,30,30,False,32.0,28.0,,,0.0,4.0,4.0,24.0,28.0,2.0,3.0,,,,,84.0,53.0,6.9,15.0,0.0602492,150.34252877312,13.0,66.78,18.795,,1,,0.1,0.26,-0.06,,,,5.0,2.0,2.0,8.0,6.0,2.0,1.0,5.0,3.0,,1.0,2.0,1.0,1.0,0.0249,51.594953441636,3.0,-0.08,,,1.0,,,,1.0,1.0,,,1.0,,
14025264,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,56.0,50.0,2.0,2.0,0.0,18.0,20.0,32.0,36.0,1.0,4.0,,,,,90.0,78.0,6.5,11.0,0.174112,128.66570431645,17.0,21.525,31.71,,1,,0.09,0.08,-0.18,,,,5.0,2.0,,8.0,2.0,4.0,1.0,,,,,2.0,1.0,1.0,0.0155,32.196519625574,1.0,-0.03,1.0,,,,3.0,1.0,,3.0,1.0,0.0966,,,
14025264,home,Liverpool,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,149387,M,FWirtz,1019322,EUR,1051920000,M,7,7,False,43.0,35.0,,,0.0,7.0,8.0,28.0,35.0,,3.0,,,,,66.0,63.0,6.5,14.0,0.0717511,144.41116762288,13.0,12.18,15.225,,4,,-0.17,0.09,0.13,,,,,2.0,,5.0,3.0,,1.0,1.0,,2.0,,2.0,,1.0,0.6837,32.76354594077,2.0,0.07,3.0,,1.0,,,1.0,,2.0,1.0,0.5086,,1.0,
