match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_aerialWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalCross,stat_accurateCross,stat_totalContest,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,captain,stat_errorLeadToAShot,stat_punches,stat_clearanceOffLine,stat_outfielderBlock,stat_goals
15237890,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190.0,2554,M,581060,EUR,732844800,G,1,1,False,23.0,17.0,7.0,1.0,0.0,16.0,18.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,90.0,30.0,6.7,6.0,0.00078187,3.1908124357286,1.0,0.86113308986445,0.3758,0,-0.1633,-0.06,-0.02,-0.08,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237890,home,Internacional,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175.0,903,M,995071,EUR,986342400,D,15,15,False,64.0,58.0,3.0,1.0,0.0,20.0,22.0,38.0,42.0,2.0,2.0,3.0,,,,65.0,76.0,6.6,6.0,0.0153884,203.7821083573,29.0,55.513117606253,,2,,0.08,0.14,-0.12,,1.0,1.0,2.0,1.0,1.0,1.0,0.0908,-0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237890,home,Internacional,Félix Torres,felix-torres,F. Torres,D,4,187.0,5321,M,881848,EUR,852940800,D,4,4,False,61.0,55.0,2.0,1.0,0.0,29.0,31.0,26.0,30.0,3.0,6.0,4.0,,,,90.0,77.0,6.6,8.0,0.019272,190.52083337138,24.0,88.652045197113,,0,,0.22,0.3,-0.12,,3.0,4.0,,,,1.0,,,,,felix_torres,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
15237890,home,Internacional,Victor Gabriel,victor-gabriel,V. Gabriel,D,41,185.0,831,M,1106487,EUR,1083110400,D,41,41,False,76.0,67.0,6.0,2.0,0.0,29.0,31.0,38.0,45.0,3.0,6.0,3.0,,,,90.0,89.0,6.6,12.0,0.0224042,219.35185958609,25.0,43.450186298061,,0,,0.19,0.1,-0.11,,1.0,1.0,,2.0,1.0,,,,Victor,Gabriel,,1.0,1.0,1.0,,17.83305128699,26.885546321397,1.0,,,,,,,,,,,,,,,,,,,
15237890,home,Internacional,Vitinho,vitinho,Vitinho,M,28,181.0,1064,M,982405,EUR,922924800,M,28,28,False,43.0,35.0,2.0,1.0,0.0,10.0,11.0,25.0,32.0,6.0,,5.0,,,,90.0,66.0,6.6,17.0,0.117764,164.14157201015,17.0,60.005807484094,,1,,-0.16,0.25,-0.06,,2.0,4.0,1.0,1.0,1.0,3.0,0.0253,-0.1,,,,2.0,1.0,2.0,1.0,19.309138970305,30.736932685506,2.0,7.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
15237890,home,Internacional,Bruno Henrique,bruno-henrique,B. Henrique,M,8,180.0,899,M,345113,EUR,624931200,M,8,8,False,40.0,35.0,2.0,1.0,0.0,13.0,14.0,22.0,26.0,2.0,,3.0,,,,65.0,47.0,6.9,9.0,0.285265,160.22119774935,16.0,92.43168737584,,2,,0.34,0.3,-0.11,,,3.0,,,,1.0,0.1592,-0.34,,,,1.0,,,1.0,19.661792600974,39.317588346758,2.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,0.2151,,,,,,,,,
15237890,home,Internacional,Ronaldo,ronaldo,Ronaldo,M,16,175.0,619,M,824152,EUR,846028800,M,16,16,False,60.0,57.0,5.0,4.0,0.0,16.0,17.0,41.0,43.0,2.0,,5.0,,,,75.0,67.0,6.7,5.0,0.0305633,130.05061164944,19.0,53.415797224722,,1,,0.26,0.11,-0.08,,1.0,5.0,1.0,2.0,1.0,,0.0548,-0.16,,,,,,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
15237890,home,Internacional,Alexandro Bernabei,alexandro-bernabei,A. Bernabei,D,26,169.0,2144,M,989200,EUR,969753600,M,26,26,False,49.0,37.0,4.0,,0.0,9.0,12.0,28.0,37.0,4.0,3.0,6.0,,,,90.0,82.0,6.6,21.0,0.223743,228.5620608114,25.0,75.942086546726,,2,,0.09,0.23,-0.08,,1.0,6.0,,1.0,1.0,,0.0321,-0.03,,,,1.0,,1.0,2.0,9.8883589002837,35.546679057852,3.0,7.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0087,2.0,,,,,,,,
15237890,home,Internacional,Bruno Tabata,bruno-tabata,B. Tabata,M,17,175.0,1114,M,845433,EUR,859680000,F,17,17,False,18.0,15.0,1.0,1.0,0.0,4.0,4.0,11.0,14.0,1.0,,1.0,,,,45.0,29.0,6.2,11.0,0.0147053,57.569744856001,9.0,23.495855246827,,2,,-0.13,0.06,-0.01,,,1.0,1.0,1.0,1.0,,0.4252,-0.54,,,,,,5.0,1.0,,,,3.0,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,
15237890,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177.0,6630,M,124997,EUR,674092800,F,10,10,False,36.0,31.0,,,0.0,4.0,5.0,27.0,31.0,5.0,,3.0,,,,89.0,63.0,7.4,18.0,0.230421,154.34154630636,21.0,66.072764983928,,3,,0.35,0.37,-0.16,,1.0,3.0,,1.0,1.0,2.0,0.6918,0.04,,,,,,5.0,,24.915754609355,39.731620687364,2.0,8.0,4.0,4.0,,3.0,,,2.0,1.0,0.2209,2.0,,,True,1.0,,,,
