match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_fouls,stat_onTargetScoringAttempt,captain,stat_totalOffside,stat_bigChanceMissed,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_clearanceOffLine,stat_expectedGoalsOnTarget,stat_goals
12117308,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,26.0,20.0,11.0,5.0,0.0,16.0,19.0,4.0,7.0,11.0,3.0,6.0,90.0,39.0,7.4,6.0,0.00112815,0,0.3881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,31.0,23.0,5.0,4.0,0.0,16.0,20.0,7.0,15.0,6.0,,,82.0,57.0,6.9,17.0,0.00767659,0,,4.0,1.0,1.0,4.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,João Victor,joao-victor,J. Victor,D,38,187,1769,M,,982998,EUR,900633600,D,38,38,False,48.0,37.0,11.0,6.0,0.0,21.0,26.0,16.0,24.0,5.0,,,90.0,65.0,7.3,15.0,0.00555489,0,,2.0,2.0,1.0,2.0,5.0,,,1.0,1.0,6.0,2.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Léo,leo,Léo,D,3,183,707,M,,360940,EUR,826070400,D,3,3,False,39.0,36.0,2.0,1.0,0.0,25.0,26.0,11.0,13.0,2.0,,,90.0,51.0,7.0,3.0,0.0042028,0,,,,2.0,,3.0,,,,,8.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,51.0,42.0,4.0,3.0,0.0,26.0,30.0,17.0,31.0,3.0,,,90.0,89.0,6.8,22.0,0.0205773,2,,10.0,,1.0,4.0,4.0,,1.0,5.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.032,1.0,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Pablo Galdames,pablo-galdames,P. Galdames,M,4,177,1057,M,,386230,EUR,851904000,M,27,27,False,20.0,18.0,4.0,3.0,0.0,10.0,10.0,8.0,11.0,2.0,,,69.0,38.0,6.5,9.0,0.00570084,1,,1.0,1.0,,7.0,1.0,2.0,1.0,1.0,,5.0,,1.0,1.0,,2.0,,2.0,,,1.0,0.0235,,,,2.0,,,,,,,,,,,
12117308,home,Vasco da Gama,Mateus Carvalho,mateus-carvalho,M. Carvalho,M,85,180,1394,M,,1391962,EUR,1016409600,M,85,85,False,38.0,30.0,5.0,2.0,0.0,16.0,17.0,14.0,21.0,6.0,,,90.0,50.0,6.8,11.0,0.0156466,1,,,1.0,1.0,5.0,5.0,,,1.0,,1.0,2.0,3.0,1.0,,1.0,1.0,,,,,0.0299,,Matheus Carvalho,,3.0,1.0,,,,,,,,,,
12117308,home,Vasco da Gama,Maxime Dominguez,maxime-dominguez,M. Dominguez,M,10,172,672,M,,282233,EUR,823132800,M,26,26,False,23.0,20.0,,,0.0,10.0,12.0,10.0,11.0,6.0,,,58.0,36.0,6.5,6.0,0.0074893,0,,,1.0,,4.0,4.0,2.0,,2.0,1.0,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Dimitri Payet,dimitri-payet,D. Payet,M,,175,8203,M,payet27,14216,EUR,543974400,M,10,10,False,37.0,29.0,5.0,4.0,0.0,12.0,15.0,18.0,26.0,3.0,,,69.0,55.0,7.4,14.0,0.0728376,1,,4.0,,,1.0,7.0,1.0,,3.0,3.0,,2.0,,,,3.0,4.0,,1.0,1.0,,0.024,3.0,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Leandrinho,leandrinho,Leandrinho,M,12,170,995,M,,1589416,EUR,1111017600,M,66,66,False,27.0,23.0,1.0,1.0,0.0,9.0,9.0,14.0,21.0,6.0,,,58.0,33.0,6.8,9.0,0.0228871,0,,3.0,,3.0,2.0,3.0,,,,,,,,,,,,,,,,,1.0,Leandro Viana,da Silva Gama,2.0,,,,,,,,,,,
12117308,home,Vasco da Gama,Pablo Vegetti,pablo-vegetti,P. Vegetti,F,99,187,16902,M,pablovegetti,583974,EUR,592876800,F,99,99,False,9.0,8.0,,,0.0,5.0,5.0,3.0,5.0,1.0,,,90.0,20.0,6.8,4.0,0.00211543,1,,1.0,3.0,4.0,5.0,6.0,,1.0,,,2.0,,1.0,1.0,,1.0,2.0,,,1.0,,0.277,,,,1.0,,True,5.0,,,,,,,,
12117308,home,Vasco da Gama,Emerson Rodríguez,emerson-rodriguez,E. Rodríguez,M,10,174,618,M,,1082956,EUR,967161600,M,17,17,True,13.0,9.0,,,0.0,4.0,5.0,6.0,12.0,1.0,,,32.0,23.0,6.8,9.0,0.0215926,0,,4.0,,1.0,2.0,4.0,1.0,,4.0,3.0,,,,,,1.0,,,1.0,,,,2.0,Emerson Rodríguez,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Rayan,rayan,Rayan,M,37,185,31537,M,,1464966,EUR,1154563200,F,77,77,True,10.0,7.0,,,0.0,3.0,5.0,4.0,5.0,3.0,,,32.0,14.0,6.5,4.0,0.00360183,1,,,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,1.0,,0.0174,,Rayan,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Hugo Moura,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,25,25,True,9.0,8.0,4.0,4.0,0.0,1.0,1.0,7.0,8.0,1.0,,,21.0,14.0,6.7,3.0,0.0104373,1,,,,1.0,1.0,3.0,,1.0,,,,,2.0,2.0,,1.0,,,,1.0,,0.2885,,,,,,,,1.0,,,,,,,
12117308,home,Vasco da Gama,Philippe Coutinho,philippe-coutinho,P. Coutinho,M,,172,68539,M,Coutinho,119159,EUR,708307200,M,11,11,True,19.0,17.0,,,0.0,1.0,1.0,16.0,21.0,1.0,,,21.0,29.0,6.9,6.0,0.0228132,3,,3.0,,1.0,2.0,3.0,1.0,,2.0,1.0,,,,,,,1.0,,,1.0,1.0,0.1518,,,,,1.0,,,,,,,,,,
12117308,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,,877591,EUR,858297600,D,2,2,True,6.0,3.0,1.0,,0.0,1.0,2.0,2.0,6.0,,,,8.0,12.0,6.6,5.0,0.00174415,1,,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,0.0378,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Pablo,pablo,Pablo,G,37,188,557,M,,1652393,EUR,1044921600,G,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Pablo,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Maicon,maicon,Maicon,D,3,191,836,M,,44691,EUR,590198400,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Robert Rojas,robert-rojas,R. Rojas,D,3,176,537,M,,874964,EUR,830822400,D,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Victor Luis,victor-luis,V. Luis,D,12,180,1056,M,,252781,EUR,740793600,D,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Jean Meneses,jean-meneses,J. Meneses,M,16,163,1064,M,,818816,EUR,732240000,M,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Jair,jair,Jair,M,8,178,1707,M,,268419,EUR,777859200,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117308,home,Vasco da Gama,Alex Teixeira,alex-teixeira,A. Teixeira,F,90,173,1081,M,,39649,EUR,631584000,F,90,90,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117308,away,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190,2554,M,,581060,EUR,732844800,G,1,1,False,20.0,8.0,14.0,2.0,0.0,7.0,9.0,1.0,11.0,6.0,,,90.0,26.0,6.3,13.0,0.00018694,0,,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,
12117308,away,Internacional,Braian Aguirre,braian-aguirre,B. Aguirre,D,35,174,797,M,,1084963,EUR,964742400,D,35,35,False,33.0,26.0,3.0,1.0,0.0,6.0,7.0,20.0,30.0,5.0,,,90.0,68.0,7.9,18.0,0.155805,2,,4.0,2.0,1.0,7.0,7.0,3.0,,1.0,,3.0,1.0,5.0,3.0,,3.0,1.0,2.0,,1.0,1.0,0.056,1.0,Brian Aguirre,,1.0,,,,,,,,1.0,,,
12117308,away,Internacional,Agustín Rogel,agustin-rogel,A. Rogel,D,3,190,476,M,,875293,EUR,877046400,D,18,18,False,22.0,20.0,2.0,1.0,0.0,13.0,14.0,7.0,9.0,5.0,,,90.0,43.0,7.7,4.0,0.0013137,0,,1.0,1.0,,4.0,1.0,1.0,,,,11.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,3.0,,,,,,,,,1.0,,
12117308,away,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,,876625,EUR,949449600,D,44,44,False,48.0,43.0,4.0,2.0,0.0,26.0,27.0,17.0,21.0,5.0,,,90.0,58.0,7.4,5.0,0.0178888,1,,,2.0,3.0,2.0,3.0,,,,,5.0,1.0,,,,,,,,,,0.1194,,,,,1.0,,,,,,,,,0.0802,
12117308,away,Internacional,Renê,rene,Renê,D,6,174,1464,M,,243113,EUR,716428800,D,6,6,False,62.0,50.0,1.0,,0.0,15.0,17.0,36.0,48.0,4.0,,,90.0,97.0,8.4,21.0,0.17077,1,,3.0,,1.0,1.0,4.0,,,1.0,,4.0,4.0,3.0,1.0,,,,2.0,1.0,,1.0,0.033,,,,,,,,,,,,,1.0,,
