match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_aerialLost,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_goodHighClaim,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork
14573077,home,Kuopion Palloseura,Johannes Kreidl,johannes-kreidl,J. Kreidl,G,1,192.0,73,M,578086,EUR,826156800,G,1,1,False,True,64.0,46.0,32.0,17.0,0.0,36.0,41.0,10.0,23.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,90.0,68.0,8.0,19.0,0.00707187,177.73576298961,26.0,122.535,15.225,0.3116,1.0,0,0.9889,0.12,0.1,0.2,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573077,home,Kuopion Palloseura,Bob Nii Armah,bob-nii-armah,B. N. Armah,D,24,178.0,85,M,1523556,EUR,1074556800,D,24,24,False,,26.0,21.0,2.0,1.0,0.0,11.0,11.0,10.0,15.0,,3.0,6.0,1.0,,,,,55.0,40.0,6.7,10.0,0.00596013,129.6006550697,14.0,106.365,26.04,,,1,,-0.06,0.24,-0.04,,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0618,-0.24,,,,,,,,,,,,,,,,,,
14573077,home,Kuopion Palloseura,Ibrahim Cissé,ibrahim-cisse,I. Cissé,D,,191.0,400,M,988190,EUR,916012800,D,15,15,False,,41.0,34.0,2.0,,0.0,30.0,33.0,4.0,8.0,,5.0,5.0,1.0,,,,,85.0,59.0,7.4,7.0,0.00201247,84.199992222206,9.0,66.15,20.475,,,0,,0.04,0.08,0.47,,2.0,,,,9.0,2.0,5.0,4.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
14573077,home,Kuopion Palloseura,Samuli Miettinen,samuli-miettinen,S. Miettinen,D,16,188.0,110,M,1175899,EUR,1087344000,D,16,16,False,,46.0,41.0,5.0,5.0,0.0,34.0,38.0,7.0,8.0,1.0,3.0,2.0,,,,,,90.0,57.0,7.6,6.0,0.0180009,57.251864771094,11.0,34.65,13.545,,,0,,0.21,0.04,0.39,,2.0,,,,7.0,,1.0,1.0,1.0,1.0,,,Samuli Miettinen,,,1.0,1.0,1.0,,,,,,,,,,,,
14573077,home,Kuopion Palloseura,Clinton Antwi,clinton-antwi,C. Antwi,D,25,167.0,135,M,940864,EUR,941846400,D,25,25,False,,32.0,27.0,5.0,3.0,0.0,16.0,17.0,11.0,15.0,1.0,2.0,6.0,,,,,,85.0,58.0,7.0,15.0,0.150739,134.45545793127,16.0,32.34,20.055,,2.0,2,,0.47,-0.49,-0.03,,5.0,2.0,,1.0,3.0,2.0,1.0,,3.0,2.0,0.0662,-0.21,,,,,,,4.0,2.0,1.0,1.0,,,,,,,,
14573077,home,Kuopion Palloseura,Doni Arifi,doni-arifi,D. Arifi,M,28,196.0,131,M,930660,EUR,1018483200,M,10,10,False,,64.0,54.0,3.0,1.0,0.0,31.0,34.0,23.0,30.0,3.0,7.0,5.0,,,,,,90.0,84.0,7.1,15.0,0.0746399,105.1150229859,19.0,33.285,6.615,,1.0,0,,0.26,0.12,-0.06,,7.0,2.0,2.0,,2.0,2.0,1.0,1.0,4.0,1.0,,,,,5.0,,,1.0,,,1.0,,1.0,,,,,,,
14573077,home,Kuopion Palloseura,Jaakko Oksanen,oksanen-jaakko,J. Oksanen,M,13,180.0,190,M,909506,EUR,973555200,M,13,13,False,,44.0,36.0,7.0,4.0,0.0,24.0,28.0,12.0,16.0,1.0,4.0,6.0,,,,,,90.0,60.0,6.9,11.0,0.0161161,110.01843019782,15.0,23.1,12.6,,1.0,1,,0.02,0.02,-0.06,,4.0,,,,3.0,2.0,2.0,2.0,2.0,1.0,0.0367,0.01,,,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,
14573077,home,Kuopion Palloseura,Jerry Voutilainen,jerry-voutilainen,J. Voutilainen,M,7,174.0,14,M,179149,EUR,796435200,M,7,7,False,,30.0,23.0,2.0,1.0,0.0,13.0,16.0,10.0,14.0,,2.0,5.0,,,,,,55.0,40.0,6.9,11.0,0.0617223,74.643902387727,14.0,7.455,7.455,,,1,,0.05,0.0,0.31,,4.0,3.0,1.0,1.0,1.0,,1.0,,1.0,1.0,0.0627,-0.17,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,
14573077,home,Kuopion Palloseura,Otto Ruoppi,otto-ruoppi,O. Ruoppi,M,34,180.0,257,M,1175898,EUR,1138665600,M,34,34,False,,28.0,24.0,1.0,,0.0,11.0,11.0,13.0,17.0,,3.0,1.0,,,,,,90.0,45.0,6.5,10.0,0.0679565,76.651498387115,13.0,8.715,5.775,,2.0,1,,0.1,0.02,0.4,,7.0,1.0,1.0,1.0,,1.0,2.0,2.0,5.0,3.0,0.1359,-0.4,Otto Ruoppi,,,1.0,3.0,,2.0,2.0,1.0,,,,,,,,,
14573077,home,Kuopion Palloseura,Mohamed Toure,mohamed-toure,M. Toure,F,20,185.0,443,M,1935049,EUR,1130976000,F,20,20,False,,42.0,37.0,,,0.0,17.0,20.0,20.0,22.0,1.0,7.0,6.0,,,,,,77.0,66.0,6.7,18.0,0.0561531,265.66331118442,26.0,145.53,37.485,,1.0,1,,-0.22,0.43,0.13,,8.0,6.0,2.0,1.0,,1.0,2.0,1.0,5.0,,0.0414,-0.12,Mohamed,Toure,,,2.0,2.0,2.0,,2.0,,,,,,,,,
14573077,home,Kuopion Palloseura,Piotr Parzyszek,piotr-parzyszek,P. Parzyszek,F,,190.0,412,M,123875,EUR,747446400,F,9,9,False,,28.0,17.0,2.0,2.0,0.0,8.0,10.0,9.0,18.0,2.0,3.0,3.0,,,,,,90.0,40.0,6.6,14.0,0.350862,74.766085363794,12.0,8.925,16.065,,1.0,5,,0.4,0.16,-0.02,,3.0,,,3.0,,1.0,,,1.0,,0.4135,-0.6,,,,,2.0,1.0,1.0,,1.0,1.0,,1.0,0.2122,,,,,
