match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotOffTarget,stat_fouls,stat_challengeLost,stat_penaltyWon,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside,stat_clearanceOffLine
12448362,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,35.0,25.0,12.0,2.0,0.0,24.0,24.0,1.0,11.0,1.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,90.0,42.0,7.1,10.0,0.00031543,0,0.0371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448362,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,41.0,36.0,4.0,3.0,0.0,22.0,25.0,15.0,20.0,2.0,5.0,1.0,6.0,,,,,90.0,68.0,7.4,14.0,0.0473307,0,,,,4.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12448362,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,24.0,22.0,1.0,,0.0,14.0,15.0,8.0,9.0,,1.0,2.0,3.0,,,,,45.0,28.0,6.8,2.0,0.00402421,0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,meeshilgerss,,,,,,,,,,,,,,,,,
12448362,home,FC Twente,Alec Van Hoorenbeeck,alec-van-hoorenbeeck,A. V. Hoorenbeeck,D,18,187,120,M,974203,EUR,914976000,D,17,17,False,84.0,78.0,9.0,5.0,0.0,38.0,39.0,40.0,45.0,1.0,3.0,5.0,5.0,,,,,90.0,97.0,7.7,7.0,0.311001,1,,,,,,2.0,2.0,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.019,,,,,,,,,,,,,,
12448362,home,FC Twente,Bas Kuipers,bas-kuipers,B. Kuipers,D,25,180,146,M,339879,EUR,777081600,D,5,5,False,48.0,39.0,6.0,2.0,0.0,16.0,20.0,23.0,31.0,,1.0,1.0,1.0,,,,,68.0,63.0,6.9,12.0,0.0537952,2,,,,3.0,,,1.0,,,,,1.0,,,1.0,,,,,0.1136,2.0,1.0,,,,,,,,,,,,
12448362,home,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,742,M,996940,EUR,1061164800,M,8,8,False,47.0,42.0,2.0,1.0,0.0,11.0,12.0,31.0,39.0,,4.0,,5.0,,,,,90.0,62.0,7.4,13.0,0.0581733,0,,,,4.0,,2.0,6.0,,2.0,,,1.0,2.0,1.0,2.0,2.0,,,2.0,,,,2.0,1.0,,,,,,,,,,
12448362,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189,423,M,798181,EUR,865209600,M,18,18,False,43.0,37.0,2.0,1.0,0.0,13.0,15.0,25.0,33.0,,3.0,,3.0,,,,,57.0,60.0,7.4,11.0,0.159869,3,,,,5.0,1.0,,1.0,,1.0,,,,3.0,2.0,,1.0,,2.0,,0.2965,1.0,,,,,,,,,,,,,
12448362,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,M,9,9,False,23.0,17.0,,,0.0,6.0,7.0,11.0,16.0,7.0,11.0,8.0,3.0,,,,,90.0,44.0,7.4,9.0,0.0466992,2,,,,,,6.0,15.0,1.0,,,,,2.0,1.0,2.0,2.0,,1.0,2.0,0.8688,,5.0,3.0,,True,1.0,1.0,0.7845,,,,,,
12448362,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,29.0,21.0,4.0,2.0,0.0,10.0,13.0,11.0,16.0,1.0,2.0,1.0,4.0,,,,,83.0,37.0,6.8,9.0,0.395218,3,,,,,,2.0,4.0,,,,,,,,1.0,1.0,,2.0,,0.3423,,1.0,1.0,,,1.0,,,,,,,,
12448362,home,FC Twente,Sayfallah Ltaief,sayfallah-ltaief,S. Ltaief,M,47,180,1619,M,1032926,EUR,956361600,M,30,30,False,32.0,30.0,,,0.0,7.0,7.0,24.0,26.0,,4.0,,6.0,,,,,57.0,48.0,7.1,10.0,0.106643,1,,,,1.0,1.0,,3.0,2.0,2.0,1.0,,,,,3.0,2.0,,1.0,3.0,0.0248,,,,,,,,,,,,,,
