match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialWon,stat_wonContest,stat_totalCross,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_hitWoodwork,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_goals,stat_bigChanceCreated,stat_penaltyWon,stat_bigChanceMissed
11689342,home,TOP Oss,Mike Havekotte,Mike,Havekotte,mike-havekotte,M. Havekotte,G,1,187.0,24,M,190869,EUR,810864000,G,1,1,False,True,26.0,19.0,12.0,5.0,16.0,18.0,3.0,8.0,1.0,1.0,10.0,1.0,2.0,1.0,90.0,36.0,6.7,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11689342,home,TOP Oss,Giovanni Troupee,,,troupee-giovanni,G. Troupee,D,20,181.0,87,M,795747,EUR,890352000,D,5,5,False,,27.0,23.0,3.0,1.0,14.0,15.0,9.0,12.0,,1.0,2.0,,,,79.0,41.0,6.7,5.0,1,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11689342,home,TOP Oss,Roshon van Eijma,,,roshon-van-eijma,R. v. Eijma,D,3,186.0,59,M,925930,EUR,897350400,D,17,17,False,,46.0,40.0,10.0,6.0,29.0,33.0,11.0,13.0,,3.0,7.0,,,,90.0,60.0,6.8,9.0,0,1.0,,5.0,,,,1.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,
11689342,home,TOP Oss,Xander Lambrix,,,lambrix-xander,X. Lambrix,D,4,181.0,26,M,917455,EUR,953942400,D,4,4,False,,42.0,36.0,7.0,2.0,24.0,25.0,12.0,17.0,,1.0,6.0,,,,90.0,50.0,6.7,6.0,0,2.0,,6.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
11689342,home,TOP Oss,Jonathan Mulder,Jonathan Mulder,,jonathan-mulder,J. Mulder,D,18,187.0,54,M,1091592,EUR,1009929600,D,27,27,False,,44.0,34.0,16.0,10.0,15.0,19.0,19.0,27.0,,4.0,7.0,,,,87.0,66.0,7.0,16.0,1,8.0,,,2.0,1.0,,2.0,2.0,,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,
11689342,home,TOP Oss,Sven Zitman,,,sven-zitman,S. Zitman,M,31,174.0,18,M,1048486,EUR,1014508800,M,31,31,False,,19.0,16.0,5.0,2.0,5.0,5.0,11.0,14.0,1.0,3.0,4.0,,,,90.0,32.0,6.7,7.0,0,4.0,,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,
11689342,home,TOP Oss,Ilounga Pata,,,ilounga-pata,I. Pata,D,3,182.0,37,M,1020733,EUR,973987200,M,2,2,False,,11.0,10.0,1.0,1.0,5.0,6.0,5.0,6.0,,2.0,3.0,,,,66.0,18.0,6.8,2.0,1,1.0,,1.0,1.0,1.0,,,2.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,
11689342,home,TOP Oss,Amine Rehmi,Amine Rehmi,,amine-rehmi,A. Rehmi,F,77,186.0,74,M,1513290,EUR,1017619200,M,7,7,False,,16.0,10.0,4.0,1.0,2.0,2.0,9.0,19.0,1.0,6.0,3.0,,,,90.0,34.0,6.5,16.0,2,2.0,1.0,,,,,1.0,,2.0,4.0,,2.0,,1.0,5.0,,1.0,,,1.0,1.0,,,,,,,,
11689342,home,TOP Oss,Arthur Allemeersch,,,arthur-allemeersch,A. Allemeersch,M,39,185.0,31,M,923962,EUR,996192000,M,39,39,False,,30.0,20.0,,,6.0,9.0,14.0,22.0,1.0,2.0,2.0,,,,90.0,40.0,6.9,12.0,2,6.0,1.0,,,,,1.0,,,3.0,1.0,,3.0,2.0,1.0,,,,,,,1.0,,,,,,,
11689342,home,TOP Oss,Enrico Dueñas Hernández,,,enrico-duenas-hernandez,E. Dueñas Hernández,F,22,179.0,159,M,1086364,EUR,982886400,M,22,22,False,,27.0,19.0,6.0,4.0,12.0,16.0,8.0,17.0,,4.0,5.0,,,,66.0,48.0,7.0,17.0,1,4.0,1.0,2.0,1.0,,,1.0,,,4.0,2.0,,,2.0,6.0,2.0,,,,1.0,2.0,,,,,,,,
