match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_keyPass,captain,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,player_firstName,player_lastName,stat_hitWoodwork
11407441,home,Bologna,Joshua Zirkzee,joshua-zirkzee,J. Zirkzee,F,11,193,26112,M,JZirkzee,917007,EUR,990489600,F,9,9,False,29.0,19.0,2.0,1.0,6.0,9.0,13.0,20.0,3.0,4.0,,,,,89.0,58.0,7.6,22.0,0.151738,2,,8.0,7.0,1.0,2.0,7.0,4.0,2.0,2.0,2.0,7.0,,2.0,1.0,,,,,1.0,,,0.0591,,,,1.0,1.0,2.0,,,
11407441,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2495,M,,814882,EUR,889660800,M,6,6,True,13.0,12.0,2.0,2.0,6.0,7.0,6.0,6.0,,,,,,,17.0,16.0,6.5,2.0,0.00165223,0,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11407441,home,Bologna,Victor Kristiansen,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,,1092409,EUR,1039996800,D,15,15,True,7.0,7.0,,,1.0,1.0,6.0,6.0,,,,,,,10.0,10.0,6.9,,0.0692968,0,,,1.0,,,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,
11407441,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,,944327,EUR,972432000,F,11,11,True,8.0,6.0,,,1.0,1.0,5.0,7.0,,2.0,,,,,9.0,12.0,6.9,3.0,0.00139725,2,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,0.2713,1.0,,0.0161,,,,,,
11407441,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1385,M,,1067204,EUR,1042502400,M,80,80,True,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,1.0,,0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11407441,home,Bologna,Nicola Bagnolini,nicola-bagnolini,N. Bagnolini,G,1,194,129,M,,1085555,EUR,1079222400,G,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,home,Bologna,Federico Ravaglia,federico-ravaglia,F. Ravaglia,G,13,196,580,M,,850952,EUR,942278400,G,34,34,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,home,Bologna,Kevin Bonifazi,kevin-bonifazi,K. Bonifazi,D,33,187,229,M,,365992,EUR,832464000,D,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,home,Bologna,Tommaso Corazza,corazza-tommaso,T. Corazza,M,27,174,263,M,,1137366,EUR,1088467200,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,home,Bologna,Kacper Urbański,kacper-urbanski,K. Urbański,M,82,182,5357,M,kacper_urbanski10,1012383,EUR,1094515200,M,82,82,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,home,Bologna,Sydney van Hooijdonk,sydney-van-hooijdonk,S. v. Hooijdonk,F,20,190,698,M,,943595,EUR,949795200,F,77,77,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sydney,van Hooijdonk,
11407441,home,Bologna,Jesper Karlsson,jesper-karlsson,J. Karlsson,F,11,179,1272,M,,834597,EUR,901324800,F,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,,308182,EUR,763862400,G,94,94,False,22.0,20.0,2.0,1.0,20.0,21.0,,1.0,,5.0,,1.0,1.0,,90.0,26.0,6.6,2.0,4.619e-05,0,-0.2859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,,273405,EUR,754531200,D,29,29,False,41.0,36.0,3.0,1.0,13.0,13.0,23.0,33.0,,5.0,,,,,90.0,67.0,6.9,13.0,0.0166186,0,,2.0,4.0,1.0,,1.0,1.0,1.0,2.0,1.0,,1.0,,,,1.0,5.0,,,,,,,,,,,,,,
11407441,away,Lazio,Patric,patric,Patric,D,4,184,495,M,,217784,EUR,735004800,D,4,4,False,68.0,60.0,7.0,3.0,31.0,31.0,29.0,38.0,3.0,3.0,,,,,90.0,74.0,6.6,9.0,0.0163458,0,,2.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11407441,away,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,,227864,EUR,789868800,D,13,13,False,90.0,84.0,3.0,1.0,46.0,49.0,38.0,41.0,9.0,8.0,,,,,90.0,104.0,7.3,6.0,0.032791,1,,1.0,4.0,,,,,,2.0,1.0,,,1.0,2.0,1.0,,,,1.0,,1.0,0.049,,,,,,,,,
11407441,away,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,,267619,EUR,719280000,D,77,77,False,23.0,19.0,2.0,,12.0,12.0,7.0,11.0,,4.0,,,,,48.0,33.0,6.4,6.0,0.0021444,0,,3.0,2.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
11407441,away,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,MatteoGuendouzi,852404,EUR,924048000,M,8,8,False,28.0,24.0,2.0,2.0,15.0,15.0,9.0,14.0,1.0,1.0,,,,,81.0,43.0,6.8,8.0,0.00954558,0,,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,
11407441,away,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2966,M,,937324,EUR,1007424000,M,65,65,False,68.0,62.0,6.0,2.0,27.0,27.0,35.0,41.0,1.0,11.0,,,,,90.0,81.0,7.0,6.0,0.0479281,0,,4.0,5.0,2.0,,1.0,1.0,1.0,2.0,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,
11407441,away,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182,1864,M,,111416,EUR,717638400,M,10,10,False,59.0,54.0,5.0,4.0,23.0,24.0,34.0,43.0,,7.0,,,,,90.0,74.0,7.1,10.0,0.0753487,2,,3.0,1.0,2.0,,1.0,1.0,,,,,1.0,,,,,8.0,3.0,2.0,True,2.0,0.0522,,,,,,,,,1.0
11407441,away,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,F_Andersoon,152276,EUR,734832000,F,7,7,False,42.0,30.0,2.0,1.0,7.0,9.0,23.0,33.0,1.0,6.0,,,,,81.0,69.0,6.6,22.0,0.0320492,1,,7.0,3.0,1.0,3.0,3.0,,2.0,2.0,2.0,4.0,,,,,1.0,,,,,1.0,0.0317,,,,,,,,,
11407441,away,Lazio,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179,10645,M,tatycastellanos11,877013,EUR,907372800,F,19,19,False,11.0,9.0,,,3.0,3.0,6.0,9.0,,,,,,,57.0,27.0,7.2,7.0,0.0132824,5,,4.0,6.0,1.0,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,,,,1.0,0.34,1.0,,0.0344,,,3.0,,,
11407441,away,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,Pedro,35428,EUR,554428800,F,9,9,False,19.0,17.0,,,10.0,11.0,7.0,8.0,,1.0,,,,,57.0,31.0,6.7,5.0,0.0445477,1,,3.0,6.0,1.0,,2.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,2.0,,,1.0,,1.0,0.0262,,,,,,,,,
11407441,away,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1350,M,,826186,EUR,920764800,D,3,3,True,20.0,18.0,,,9.0,10.0,9.0,10.0,1.0,4.0,,,,,42.0,37.0,6.9,4.0,0.0242615,1,,4.0,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,0.0081,,,,,,1.0,,,
11407441,away,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,,293581,EUR,803260800,M,20,20,True,18.0,17.0,1.0,,2.0,2.0,15.0,16.0,,3.0,,,,,33.0,28.0,6.7,5.0,0.012853,0,,3.0,4.0,,2.0,1.0,1.0,,,,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,
11407441,away,Lazio,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185,15127,M,ciroimmobile17,45923,EUR,635472000,F,17,17,True,8.0,7.0,,,1.0,1.0,6.0,7.0,,1.0,,,,,33.0,9.0,6.6,2.0,0.0142602,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,,976381,EUR,987638400,F,18,18,True,8.0,6.0,,,,1.0,6.0,9.0,,,,,,,9.0,13.0,6.5,7.0,0.017439,0,,,,,,,,,,,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,
11407441,away,Lazio,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184,6890,M,kamadadaichi,794338,EUR,839203200,M,6,6,True,12.0,10.0,1.0,,,2.0,10.0,10.0,,3.0,,,,,9.0,16.0,7.0,2.0,0.0178208,0,,1.0,3.0,1.0,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Luigi Sepe,luigi-sepe,L. Sepe,G,,185,170,M,,46714,EUR,673660800,G,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,35,189,1760,M,,913762,EUR,1000684800,G,35,35,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182,1316,M,,136322,EUR,760147200,D,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,,965828,EUR,967507200,D,34,34,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,,317301,EUR,776131200,M,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187,1431,M,,158615,EUR,682992000,M,5,5,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407441,away,Lazio,Toma Bašić,toma-basic,T. Bašić,M,26,189,1423,M,,798002,EUR,848880000,M,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
