match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_errorLeadToAShot,stat_crossNotClaimed,stat_outfielderBlock,stat_clearanceOffLine
11227334,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,8.0,8.0,2.0,2.0,8.0,8.0,9.0,1.0,1.0,3.0,3.0,90.0,17.0,7.4,0.0,0.0,3.418e-05,0,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11227334,home,Newcastle United,Kieran Trippier,,,kieran-trippier,K. Trippier,D,2,174,8369,M,ktrippier2,69256,EUR,653702400,D,2,2,False,128.0,113.0,18.0,15.0,30.0,34.0,12.0,,,,,90.0,162.0,8.3,0.0,0.0,0.222026,0,,True,86.0,114.0,20.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,3.0,,,,,,,,,,,,,,,
11227334,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,92.0,79.0,3.0,2.0,25.0,28.0,2.0,,,,,90.0,114.0,7.9,0.1179,0.0,0.0960876,3,,,55.0,67.0,3.0,1.0,4.0,11.0,5.0,14.0,,,4.0,1.0,,2.0,1.0,18.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,,,,
11227334,home,Newcastle United,Sven Botman,,,sven-botman,S. Botman,D,4,193,3377,M,,910046,EUR,947635200,D,4,4,False,85.0,81.0,5.0,4.0,37.0,40.0,6.0,,,,,90.0,88.0,7.2,0.0923,0.0,0.0314251,1,,,44.0,45.0,,,3.0,3.0,3.0,3.0,,,1.0,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,
11227334,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,,99090,EUR,705369600,D,33,33,False,81.0,72.0,6.0,4.0,31.0,35.0,10.0,,,,,90.0,91.0,7.0,0.0321,0.0,0.0164203,1,,,41.0,46.0,,,1.0,2.0,2.0,2.0,,,2.0,,,,,12.0,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,
11227334,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,49.0,43.0,4.0,1.0,8.0,9.0,3.0,,,,,90.0,59.0,6.6,0.1828,0.0425,0.0348296,3,,,35.0,40.0,,,,,5.0,,,,,,,,4.0,9.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,
11227334,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,107.0,99.0,4.0,3.0,29.0,30.0,9.0,,,,,90.0,123.0,7.3,0.6133,0.0,0.401376,1,,,70.0,78.0,1.0,,,,4.0,3.0,1.0,,1.0,2.0,1.0,,1.0,14.0,3.0,1.0,,,2.0,2.0,,1.0,1.0,1.0,1.0,,,,,
11227334,home,Newcastle United,Elliot Anderson,,,elliot-anderson,E. Anderson,M,8,179,7705,M,,994546,EUR,1036540800,M,32,32,False,43.0,38.0,3.0,1.0,7.0,8.0,5.0,,,,,77.0,55.0,6.7,0.0458,0.2235,0.0816558,2,,,31.0,38.0,3.0,,2.0,1.0,5.0,2.0,1.0,,,,,1.0,,10.0,1.0,1.0,,1.0,,,1.0,2.0,,,,,,,,
11227334,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,miguel_almiron,333373,EUR,760838400,F,24,24,False,44.0,39.0,,,3.0,3.0,,,,,,88.0,65.0,7.2,0.2494,0.0,0.108985,4,,,36.0,43.0,2.0,,,,4.0,5.0,,,,1.0,,1.0,,13.0,1.0,3.0,1.0,,2.0,3.0,,4.0,3.0,,1.0,,,,,
11227334,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,False,2.0,2.0,,,,,1.0,,,,,68.0,16.0,5.9,0.5454,0.0,0.00127173,4,,,2.0,3.0,1.0,,1.0,,4.0,,1.0,,,,,,,5.0,,2.0,1.0,,2.0,2.0,1.0,,,2.0,1.0,1.0,,,,
