match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_bigChanceMissed,stat_penaltyMiss,stat_totalOffside,player_sofascoreId,stat_penaltySave,stat_penaltyFaced,stat_bigChanceCreated,stat_goalAssist,stat_penaltyConceded,stat_goals,stat_hitWoodwork
10927081,home,Chaves,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195,133,M,861003,EUR,596073600,G,1,1,False,23.0,17.0,9.0,4.0,14.0,16.0,3.0,7.0,1.0,1.0,3.0,9.0,1.0,3.0,3.0,1.0,2.0,2.0,90.0,35.0,6.6,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10927081,home,Chaves,João Correia,,,joao-correia,J. Correia,M,77,175,850,M,804272,EUR,841881600,D,77,77,False,45.0,39.0,6.0,4.0,16.0,16.0,24.0,39.0,1.0,3.0,1.0,9.0,,,,,,,90.0,81.0,6.6,23.0,1,10.0,1.0,3.0,7.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10927081,home,Chaves,Steven Vitória,,,steven-vitoria,S. Vitória,D,,195,115,M,59574,EUR,537321600,D,19,19,False,57.0,50.0,6.0,3.0,35.0,38.0,15.0,19.0,1.0,1.0,,3.0,,,,,,,90.0,65.0,7.0,7.0,3,,,2.0,4.0,,,,1.0,2.0,,,,,,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,
10927081,home,Chaves,Nélson Monte,,,nelson-monte,N. Monte,D,4,187,67,M,831014,EUR,807062400,D,3,3,False,67.0,62.0,6.0,4.0,34.0,34.0,28.0,33.0,,,6.0,3.0,,,,,,,90.0,81.0,7.0,5.0,0,,,2.0,3.0,,,,,4.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
10927081,home,Chaves,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,5,5,False,49.0,39.0,8.0,3.0,21.0,22.0,19.0,31.0,2.0,13.0,1.0,9.0,,,,,,,90.0,78.0,7.3,15.0,1,4.0,1.0,2.0,5.0,2.0,,2.0,,2.0,2.0,1.0,1.0,7.0,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,
10927081,home,Chaves,Guima,,,ricardo-guimaraes-guima,Guima,M,30,181,615,M,370710,EUR,816307200,M,21,21,False,24.0,23.0,,,8.0,8.0,15.0,16.0,,5.0,,1.0,,,,,,,74.0,37.0,6.4,5.0,0,,,,8.0,3.0,,5.0,,,2.0,1.0,1.0,1.0,2.0,,,,2.0,2.0,,,,,,,,,,,,,
10927081,home,Chaves,Euller,,,euller,Euller,M,7,173,63,M,336843,EUR,789177600,M,16,16,False,11.0,9.0,,,1.0,1.0,10.0,16.0,1.0,4.0,,1.0,,,,,,,55.0,24.0,6.9,7.0,1,6.0,2.0,,2.0,,,2.0,,,1.0,,,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,
10927081,home,Chaves,João Mendes,,,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,8,8,False,15.0,10.0,1.0,,2.0,3.0,8.0,12.0,1.0,1.0,,1.0,,,,,,,55.0,18.0,6.2,7.0,1,,,,4.0,1.0,,1.0,1.0,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,
10927081,home,Chaves,João Teixeira,,,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,10,10,False,52.0,42.0,5.0,1.0,12.0,14.0,30.0,39.0,,5.0,,8.0,,,,,,,90.0,76.0,6.4,17.0,8,1.0,,,6.0,2.0,2.0,2.0,3.0,1.0,,,2.0,4.0,1.0,4.0,,,1.0,1.0,1.0,True,1.0,1.0,,,,,,,,,
10927081,home,Chaves,Luther Singh,,,luther-singh,L. Singh,M,11,171,248,M,809233,EUR,870739200,M,7,7,False,20.0,17.0,,,6.0,6.0,11.0,16.0,,2.0,,2.0,,,,,,,74.0,27.0,6.2,7.0,0,2.0,,,3.0,,1.0,,,,,,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,
10927081,home,Chaves,Jô Batista,,,jo-batista,Batista,F,90,192,162,M,947921,EUR,799286400,F,95,95,False,9.0,7.0,1.0,,3.0,3.0,4.0,6.0,,2.0,2.0,2.0,,,,,,,74.0,19.0,6.5,5.0,0,,,7.0,8.0,,,1.0,,,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
10927081,home,Chaves,Nwankwo Obiora,,,nwankwo-obiora,N. Obiora,M,4,183,29,M,122076,EUR,679276800,M,40,40,True,18.0,17.0,1.0,1.0,6.0,6.0,11.0,12.0,,2.0,,5.0,,,,,,,35.0,24.0,6.6,2.0,0,,,,4.0,,1.0,,,1.0,1.0,1.0,,1.0,,,,,3.0,,,,,,,,,,,,,,
10927081,home,Chaves,Issah Abass,,,abass-issah,I. Abass,M,8,173,216,M,873419,EUR,906768000,F,17,17,True,8.0,5.0,,,,,5.0,9.0,,3.0,,1.0,,,,,,,35.0,15.0,6.6,6.0,0,1.0,,1.0,3.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,,,,,2.0,,,,,,,,
10927081,home,Chaves,Jonny Arriba,,,jonny-arriba,J. Arriba,M,19,176,24,M,1171544,EUR,1004572800,M,28,28,True,6.0,4.0,,,1.0,1.0,3.0,5.0,,,,1.0,,,,,,,16.0,8.0,6.7,2.0,2,,,1.0,2.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
10927081,home,Chaves,Juninho Vieira,,,juninho-vieira,Juninho,F,23,179,17759,M,833236,EUR,848534400,F,20,20,True,2.0,2.0,,,,,2.0,2.0,1.0,1.0,,,,,,,,,16.0,4.0,6.6,,1,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,juninhovieira_21,,,,,,,
10927081,home,Chaves,Bernardo Sousa,,,bernardo-sousa,B. Sousa,F,77,178,72,M,1087371,EUR,954115200,M,73,73,True,7.0,5.0,,,1.0,1.0,6.0,9.0,,1.0,,,,,,,,,16.0,18.0,7.2,7.0,1,3.0,2.0,,,,,,1.0,,1.0,,4.0,,2.0,,,,,,,,,,,,,,,,,,
10927081,home,Chaves,Rodrigo Nascimento,Rodrigo Nascimento,,rodrigo-nascimento,R. Nascimento,G,31,198,55,M,1128775,EUR,822614400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10927081,home,Chaves,João Queirós,,,joao-queiros,J. Queirós,D,4,190,59,M,869032,EUR,893203200,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10927081,home,Chaves,Carlos Ponck,,,carlos-ponck,C. Ponck,D,26,183,62,M,584116,EUR,789955200,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10927081,home,Chaves,Sidy Sarr,,,sidy-sarr,S. Sarr,M,6,196,197,,796082,EUR,833932800,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
