match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_aerialLost,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_errorLeadToAShot,stat_bigChanceMissed
12437685,home,Athletic Club,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,1014412,EUR,977788800,G,13,13,False,32.0,13.0,25.0,6.0,0.0,9.0,10.0,4.0,22.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,90.0,40.0,7.0,20.0,0.00044841,0,0.0521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437685,home,Athletic Club,Óscar de Marcos,,,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,52663,EUR,608515200,D,18,18,False,34.0,24.0,4.0,3.0,0.0,13.0,20.0,11.0,18.0,3.0,4.0,,,,,,90.0,69.0,6.8,20.0,0.0255013,0,,True,4.0,1.0,6.0,5.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12437685,home,Athletic Club,Daniel Vivian,,,daniel-vivian,D. Vivian,D,3,183,3110,M,910978,EUR,931132800,D,3,3,False,41.0,33.0,9.0,5.0,0.0,19.0,20.0,14.0,21.0,2.0,7.0,,,,,,90.0,52.0,7.3,9.0,0.0115283,0,,,,2.0,3.0,5.0,1.0,,2.0,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12437685,home,Athletic Club,Yeray Álvarez,,,yeray-alvarez,Y. Álvarez,D,5,183,811,M,807648,EUR,790905600,D,5,5,False,35.0,26.0,5.0,1.0,0.0,23.0,24.0,3.0,11.0,3.0,5.0,,,,,,90.0,40.0,6.9,9.0,0.00105229,0,,,,2.0,1.0,3.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
12437685,home,Athletic Club,Yuri Berchiche,,,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,84531,EUR,634608000,D,17,17,False,26.0,24.0,2.0,1.0,0.0,16.0,16.0,8.0,11.0,1.0,1.0,,,,,,90.0,47.0,6.6,8.0,0.00672941,0,,,1.0,,4.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
12437685,home,Athletic Club,Iñigo Ruiz de Galarreta,,,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,16,16,False,34.0,27.0,7.0,3.0,0.0,11.0,13.0,17.0,26.0,,8.0,,,,,,77.0,47.0,7.0,12.0,0.187827,1,,,5.0,,2.0,4.0,,,3.0,1.0,1.0,1.0,2.0,,,,,1.0,1.0,0.0452,2.0,,,,,,,,,,,
12437685,home,Athletic Club,Beñat Prados,,,benat-prados,B. Prados,M,24,179,600,M,1012409,EUR,981590400,M,24,24,False,17.0,14.0,2.0,1.0,0.0,4.0,5.0,10.0,12.0,,1.0,,,,,,60.0,32.0,6.5,7.0,0.0292904,2,,,,,11.0,2.0,4.0,4.0,2.0,1.0,,,2.0,,,2.0,1.0,,,0.3729,,1.0,1.0,0.105,,,,,,,,
12437685,home,Athletic Club,Iñaki Williams,,,inaki-williams,I. Williams,M,9,186,20741,M,783374,EUR,771638400,M,9,9,False,16.0,8.0,1.0,,0.0,2.0,3.0,6.0,14.0,,2.0,,,,,,77.0,34.0,6.4,17.0,0.00481246,1,,,1.0,2.0,5.0,6.0,,,2.0,2.0,3.0,2.0,1.0,3.0,,,1.0,,1.0,0.0297,,,,,IñakiWill,,,,,,,
12437685,home,Athletic Club,Oihan Sancet,,,oihan-sancet,O. Sancet,M,8,188,3356,M,966801,EUR,956620800,M,8,8,False,19.0,16.0,3.0,3.0,0.0,10.0,12.0,7.0,8.0,,5.0,,,,,,70.0,40.0,8.3,10.0,0.237921,2,,,1.0,3.0,7.0,9.0,,4.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,,1.0,1.0,1.0,0.3665,4.0,,1.0,0.9131,,1.0,,,,,,
12437685,home,Athletic Club,Nico Williams,,,nico-williams,N. Williams,M,10,180,84836,M,1085400,EUR,1026432000,M,10,10,False,21.0,17.0,,,1.0,3.0,6.0,17.0,23.0,,5.0,,,,,,90.0,60.0,7.4,24.0,1.08297,1,,,8.0,,12.0,8.0,,3.0,2.0,1.0,3.0,1.0,,14.0,5.0,1.0,,3.0,1.0,0.2151,4.0,,,,NicoWill,,1.0,,,,,
