match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_wonTackle,player_sofascoreId,stat_lastManTackle,stat_totalCross,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,captain,stat_goals,stat_bigChanceMissed
10385368,home,Southampton,Gavin Bazunu,Gavin,Bazunu,bazunu-gavin,G. Bazunu,G,31,189.0,914,M,936719,EUR,1014163200,G,31,31,False,28.0,21.0,13.0,6.0,20.0,21.0,1.0,7.0,1.0,1.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,90.0,38.0,6.8,8.0,0.0,0.0,0.00011254,0,-0.3788,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385368,home,Southampton,Lyanco,,,lyanco,Lyanco,D,4,187.0,2875,M,797893,EUR,854755200,D,4,4,False,38.0,29.0,4.0,1.0,24.0,30.0,5.0,8.0,1.0,6.0,4.0,7.0,,,,,,90.0,64.0,6.9,20.0,0.0323,0.0662,0.00200718,2,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10385368,home,Southampton,Duje Ćaleta-Car,,,duje-caleta-car,D. Ćaleta-Car,D,16,192.0,2892,M,257091,EUR,842918400,D,6,6,False,38.0,34.0,5.0,2.0,31.0,32.0,3.0,6.0,1.0,3.0,2.0,2.0,,,,,,90.0,48.0,7.2,4.0,0.0,0.0,0.0012893,0,,,2.0,,,,,,3.0,2.0,,,2.0,2.0,2.0,,,,,,,,,,,,,
10385368,home,Southampton,Mohammed Salisu,,,mohammed-salisu,M. Salisu,D,22,188.0,5721,M,946158,EUR,924307200,D,22,22,False,51.0,40.0,7.0,4.0,31.0,38.0,9.0,13.0,1.0,3.0,4.0,6.0,,,,,,90.0,64.0,6.8,15.0,0.0,0.0,0.00237483,0,,2.0,5.0,,1.0,,,,,2.0,,,2.0,,1.0,salisu_sarki,1.0,,,,,,,,,,,
10385368,home,Southampton,Romain Perraud,,,romain-perraud,R. Perraud,D,15,173.0,596,M,827519,EUR,874886400,D,15,15,False,21.0,18.0,,,9.0,10.0,9.0,14.0,,4.0,1.0,1.0,,,,,,90.0,47.0,6.8,13.0,0.0946,0.0,0.0802701,3,,,2.0,,,2.0,2.0,,,2.0,4.0,1.0,1.0,,2.0,,,3.0,1.0,1.0,2.0,2.0,,,,,,
10385368,home,Southampton,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176.0,2069,M,119151,EUR,775958400,M,24,24,False,27.0,18.0,2.0,1.0,5.0,10.0,14.0,19.0,2.0,2.0,2.0,4.0,,,,,,90.0,44.0,6.9,16.0,0.0,0.0,0.261875,0,,4.0,10.0,,4.0,,,,1.0,,1.0,,2.0,,,,,2.0,,,,2.0,1.0,1.0,1.0,,,
10385368,home,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177.0,4256,M,161717,EUR,783648000,M,8,8,False,54.0,45.0,3.0,3.0,25.0,30.0,21.0,34.0,2.0,2.0,,6.0,,,,,,90.0,67.0,6.9,18.0,0.0,0.0,0.039662,0,,1.0,2.0,1.0,,,,,,,,,,1.0,,prowsey16,,10.0,,,,1.0,,1.0,,True,,
10385368,home,Southampton,Ibrahima Diallo,,,diallo-ibrahima,I. Diallo,M,6,180.0,255,M,873050,EUR,920851200,M,27,27,False,31.0,27.0,1.0,,23.0,23.0,4.0,8.0,,7.0,1.0,8.0,,,,,,90.0,46.0,7.0,7.0,0.0,0.0,0.00223334,0,,,3.0,,2.0,1.0,,,,5.0,1.0,1.0,1.0,,4.0,,,,1.0,,,,,,,,,
10385368,home,Southampton,Stuart Armstrong,,,stuart-armstrong,S. Armstrong,M,16,183.0,281,M,117083,EUR,701913600,M,17,17,False,32.0,25.0,3.0,2.0,12.0,14.0,13.0,20.0,1.0,2.0,,1.0,,,,,,80.0,41.0,7.3,10.0,0.3521,0.5544,0.0198887,2,,,2.0,1.0,1.0,,,1.0,,1.0,,,,,1.0,,,2.0,,1.0,,3.0,,,,,1.0,
10385368,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172.0,1450,M,361352,EUR,855532800,F,9,9,False,9.0,9.0,,,6.0,6.0,3.0,5.0,,3.0,,4.0,,,,,,73.0,21.0,6.6,6.0,0.0278,0.0,0.00110558,1,,,1.0,,1.0,,,,,3.0,3.0,,,,1.0,,,2.0,,1.0,1.0,,,,,,,
