match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_interceptionWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalClearance,stat_errorLeadToAGoal,player_sofascoreId,stat_aerialWon,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_totalOffside
10390001,home,Lille,Lucas Chevalier,,,chevalier-lucas,L. Chevalier,G,30,188,21320,M,996953,EUR,1005004800,G,30,30,False,26.0,10.0,18.0,2.0,8.0,10.0,2.0,16.0,1.0,1.0,8.0,1.0,3.0,1.0,4.0,90.0,40.0,7.1,16.0,0.0,0.0,0.00062226,0,-0.5605,,,,,,,,,,,,,,,,,,,,,,,,,,,
10390001,home,Lille,Bafodé Diakité,,,bafode-diakite,B. Diakité,D,18,182,1863,M,962408,EUR,978739200,D,18,18,False,45.0,35.0,7.0,4.0,13.0,18.0,22.0,27.0,7.0,,7.0,,,,,90.0,77.0,6.6,16.0,0.1511,0.0,0.0112873,1,,1.0,10.0,5.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,
10390001,home,Lille,José Fonte,,,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,39.0,35.0,4.0,1.0,23.0,24.0,12.0,15.0,3.0,3.0,5.0,1.0,,,,90.0,53.0,6.1,5.0,0.0,0.0,0.00328299,0,,1.0,5.0,2.0,,,,,2.0,1.0,1.0,2.0,True,4.0,1.0,,,,,,,,,,,,,
10390001,home,Lille,Leny Yoro,Leny Yoro,,leny-yoro,L. Yoro,D,15,190,20033,M,1153315,EUR,1131840000,D,15,15,False,40.0,30.0,6.0,2.0,24.0,29.0,6.0,11.0,6.0,4.0,5.0,2.0,,,,90.0,56.0,7.1,10.0,0.0,0.0,0.0033355,0,,1.0,3.0,,,,,1.0,,,,2.0,,7.0,,YL15,4.0,,,,,,,,,,,
10390001,home,Lille,Ismaily,,,ismaily,Ismaily,D,,177,339,M,78352,EUR,632016000,D,31,31,False,46.0,28.0,7.0,2.0,13.0,17.0,16.0,30.0,5.0,,9.0,1.0,,,,90.0,74.0,6.9,24.0,0.0,0.0,0.0697952,0,,2.0,4.0,,1.0,1.0,,2.0,1.0,,1.0,,,4.0,,,2.0,1.0,1.0,2.0,1.0,,,,,,,
10390001,home,Lille,Benjamin André,,,benjamin-andre,B. André,M,21,180,759,M,51665,EUR,649641600,M,21,21,False,44.0,37.0,2.0,1.0,25.0,28.0,12.0,16.0,11.0,2.0,8.0,1.0,,,,90.0,61.0,7.4,10.0,0.0,0.0,0.237544,0,,3.0,10.0,3.0,2.0,1.0,,,3.0,2.0,,1.0,,2.0,,,6.0,,,2.0,1.0,1.0,1.0,,,,,
10390001,home,Lille,André Gomes,,,andre-gomes,A. Gomes,M,26,188,1679,M,235460,EUR,743990400,M,28,28,False,46.0,36.0,4.0,2.0,19.0,23.0,17.0,24.0,5.0,1.0,2.0,1.0,,,,90.0,62.0,6.3,14.0,0.0,0.0,0.0195113,0,,1.0,9.0,2.0,,,,,2.0,1.0,1.0,4.0,,4.0,,,2.0,1.0,,2.0,,,,,,,,
10390001,home,Lille,Adam Ounas,,,adam-ounas,A. Ounas,M,10,172,8650,M,818440,EUR,847670400,M,11,11,False,25.0,18.0,2.0,2.0,5.0,6.0,14.0,20.0,9.0,,3.0,3.0,,,,78.0,46.0,7.6,13.0,0.214,0.4012,0.0521606,3,,1.0,9.0,2.0,5.0,3.0,,,3.0,1.0,1.0,2.0,,,,ounas_11,,1.0,1.0,2.0,2.0,,,2.0,1.0,1.0,,
10390001,home,Lille,Angel Gomes,,,angel-gomes,A. Gomes,M,47,168,3430,M,867441,EUR,967680000,M,20,20,False,15.0,12.0,,,5.0,6.0,7.0,12.0,3.0,,2.0,1.0,,,,60.0,23.0,6.6,7.0,0.3072,0.2209,0.0106201,1,,2.0,4.0,,1.0,1.0,,,1.0,,1.0,2.0,,,,,,3.0,,,,,,1.0,,,1.0,
10390001,home,Lille,Jonathan Bamba,,,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,M,7,7,False,39.0,30.0,,,7.0,11.0,25.0,31.0,8.0,2.0,9.0,2.0,,,,90.0,70.0,7.6,19.0,0.3065,0.0,0.189686,4,,2.0,8.0,,7.0,4.0,2.0,,,,4.0,1.0,,,,,2.0,3.0,2.0,2.0,2.0,,1.0,,2.0,,,1.0
