match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_wonTackle,captain,stat_dispossessed,stat_aerialLost,stat_bigChanceMissed,stat_keyPass,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_totalOffside,stat_goalAssist,stat_punches,stat_hitWoodwork
10389964,home,Stade de Reims,Patrick Pentz,patrick-pentz,P. Pentz,G,1,182,527,M,788319,EUR,852163200,G,1,1,False,26.0,19.0,8.0,2.0,18.0,21.0,1.0,5.0,1.0,1.0,9.0,1.0,3.0,3.0,90.0,39.0,7.0,7.0,0.0,0.0,0.00045249,0,0.2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389964,home,Stade de Reims,Andreaw Gravillon,andreaw-gravillon,A. Gravillon,D,26,188,182,M,827934,EUR,886896000,D,6,6,False,28.0,25.0,5.0,2.0,16.0,18.0,10.0,14.0,4.0,1.0,6.0,2.0,,,90.0,53.0,7.4,8.0,0.11,0.0633,0.0532029,3,,,,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10389964,home,Stade de Reims,Emmanuel Agbadou,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,52.0,45.0,4.0,3.0,39.0,41.0,6.0,11.0,6.0,8.0,11.0,,,,90.0,71.0,7.5,8.0,0.1455,0.0,0.00140378,2,,,,,,1.0,,,,1.0,,1.0,,4.0,2.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,
10389964,home,Stade de Reims,Yunis Abdelhamid,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,34.0,27.0,2.0,,16.0,19.0,11.0,15.0,2.0,2.0,8.0,,,,90.0,48.0,6.8,10.0,0.0361,0.0,0.0518463,1,,,,,,4.0,,3.0,1.0,1.0,,,1.0,5.0,1.0,,1.0,,,True,1.0,,,,,,,,,,
10389964,home,Stade de Reims,Maxime Busi,maxime-busi,M. Busi,D,4,182,171,M,943926,EUR,939859200,M,4,4,False,18.0,13.0,2.0,,5.0,7.0,8.0,14.0,4.0,1.0,2.0,2.0,,,90.0,36.0,6.7,9.0,0.0,0.0,0.0187936,0,,,,3.0,,4.0,1.0,1.0,,,,,1.0,2.0,2.0,,1.0,,2.0,,,1.0,,,,,,,,,
10389964,home,Stade de Reims,Marshall Munetsi,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,30.0,23.0,3.0,1.0,8.0,11.0,15.0,19.0,7.0,,4.0,,,,90.0,48.0,7.0,13.0,0.2468,0.687,0.260223,1,,,,,,4.0,,2.0,1.0,,1.0,,,3.0,4.0,5.0,3.0,2.0,1.0,,,,1.0,2.0,,,,,,,
10389964,home,Stade de Reims,Dion Lopy,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,17,17,False,42.0,38.0,8.0,7.0,13.0,14.0,25.0,28.0,3.0,,10.0,,,,90.0,54.0,7.1,10.0,0.0208,0.0,0.0536108,1,,,,,,2.0,1.0,,,1.0,,,,1.0,2.0,5.0,,1.0,1.0,,1.0,,,3.0,,,,,,,
10389964,home,Stade de Reims,Bradley Locko,bradley-locko,B. Locko,D,2,180,637,M,1129382,EUR,1020643200,M,28,28,False,16.0,16.0,,,3.0,3.0,13.0,13.0,4.0,1.0,2.0,2.0,,,83.0,37.0,6.9,6.0,0.1377,0.0,0.0731916,2,,,,,,4.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,
10389964,home,Stade de Reims,Alexis Flips,flips-alexis,A. Flips,M,70,173,226,M,879672,EUR,948153600,F,70,70,False,19.0,15.0,3.0,2.0,5.0,7.0,12.0,16.0,2.0,,2.0,1.0,,,71.0,39.0,7.1,12.0,0.1745,0.0,0.298451,2,,,,4.0,2.0,5.0,1.0,2.0,,,,2.0,,1.0,1.0,3.0,,,,,1.0,1.0,,4.0,1.0,,,,,,
10389964,home,Stade de Reims,Junya Ito,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,F,39,39,False,23.0,17.0,,,3.0,4.0,14.0,22.0,3.0,,4.0,2.0,,,90.0,41.0,6.4,17.0,0.0,0.0,0.141433,0,,,,3.0,,7.0,3.0,1.0,,,,,,,1.0,5.0,,,1.0,,2.0,1.0,,,,ItouJky,,,,,
