match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,player_lastName,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_errorLeadToAShot
12764504,home,SK Sturm Graz,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205,786,M,852394,EUR,948585600,G,1,1,False,32.0,12.0,27.0,7.0,0.0,7.0,9.0,5.0,23.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,5.0,1.0,90.0,45.0,7.9,21.0,0.00061145,0,0.5284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764504,home,SK Sturm Graz,Arjan Malić,arjan-malic,A. Malić,D,23,186,1349,M,1500291,EUR,1125187200,D,23,23,False,28.0,17.0,5.0,,0.0,7.0,11.0,10.0,19.0,,5.0,5.0,5.0,1.0,,,,,90.0,69.0,8.2,22.0,0.145857,2,,Arjan Malic,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,0.9873,1.3167,1.0,,,,,,,,,,
12764504,home,SK Sturm Graz,Niklas Geyrhofer,niklas-geyrhofer,N. Geyrhofer,D,35,188,64,M,1017135,EUR,950227200,D,35,35,False,33.0,27.0,4.0,1.0,0.0,22.0,26.0,5.0,7.0,,2.0,5.0,5.0,,,,,,90.0,45.0,7.0,7.0,0.00102768,0,,,,4.0,4.0,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12764504,home,SK Sturm Graz,Gregory Wüthrich,gregory-wuthrich,G. Wüthrich,D,5,192,175,M,331465,EUR,786499200,D,5,5,False,32.0,23.0,6.0,1.0,0.0,19.0,22.0,4.0,10.0,1.0,4.0,7.0,3.0,1.0,,,,,90.0,47.0,7.3,9.0,0.00298824,0,,,,,2.0,,,,,,,,1.0,2.0,1.0,,2.0,,,,2.0,,,,,,,,,
12764504,home,SK Sturm Graz,Dimitri Lavalėe,dimitri-lavalee,D. Lavalėe,D,24,187,148,M,857458,EUR,853113600,D,24,24,False,30.0,15.0,6.0,1.0,0.0,7.0,11.0,8.0,19.0,1.0,2.0,2.0,2.0,,,,,,90.0,44.0,6.9,18.0,0.0110979,0,,,,2.0,3.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,
12764504,home,SK Sturm Graz,Malick Yalcouyé,malick-yalcouye,M. Yalcouyé,M,8,171,1232,M,1568186,EUR,1132272000,M,8,8,False,31.0,26.0,1.0,,0.0,15.0,16.0,11.0,18.0,,5.0,1.0,4.0,2.0,,,,,90.0,60.0,6.7,20.0,0.0652307,1,,Malick Yalcouyé,3.0,2.0,13.0,1.0,7.0,,,,1.0,,,3.0,2.0,5.0,4.0,0.0106,0.0623,3.0,,,,,,,,,,
12764504,home,SK Sturm Graz,Jon Gorenc Stanković,jon-gorenc-stankovic,J. G. Stanković,M,4,190,338,M,280565,EUR,821577600,M,4,4,False,29.0,17.0,5.0,,0.0,6.0,9.0,11.0,20.0,,6.0,2.0,6.0,1.0,,,,,86.0,47.0,6.4,15.0,0.00779738,0,,,,6.0,12.0,4.0,2.0,,,,,,,5.0,3.0,1.0,,,,,,,True,,,,,,,
12764504,home,SK Sturm Graz,Tochi Chukwuani,tochi-chukwuani,T. P. Chukwuani,M,42,187,598,M,994007,EUR,1048464000,M,21,21,False,32.0,28.0,,,0.0,15.0,17.0,13.0,15.0,,7.0,1.0,7.0,3.0,,,,,90.0,57.0,7.5,10.0,0.381766,2,,,,,3.0,,2.0,,,,,,2.0,4.0,3.0,2.0,2.0,0.0635,,1.0,,,,1.0,2.0,,,,,
12764504,home,SK Sturm Graz,Otar Kiteishvili,otar-kiteishvili,O. Kiteishvili,M,10,170,2313,M,797994,EUR,827798400,M,10,10,False,24.0,18.0,4.0,2.0,0.0,8.0,8.0,10.0,16.0,,5.0,2.0,4.0,,,,,,90.0,41.0,7.3,9.0,0.0314212,2,,,,,2.0,,1.0,1.0,,,,,1.0,5.0,5.0,,,0.1375,,1.0,1.0,,,,1.0,1.0,,,,
12764504,home,SK Sturm Graz,William Bøving,william-boving,W. Bøving,M,14,176,766,M,1021075,EUR,1046476800,F,15,15,False,22.0,15.0,2.0,,0.0,7.0,10.0,10.0,14.0,,1.0,,4.0,,,,,,89.0,43.0,6.4,17.0,0.0638001,1,,,2.0,1.0,8.0,,3.0,5.0,1.0,,1.0,,1.0,,,2.0,,0.0661,0.1025,1.0,,,,,,,2.0,1.0,,
