match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_wasFouled,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_dispossessed,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
12448276,home,Go Ahead Eagles,Bobby Adekanye,bobby-adekanye,B. Adekanye,M,11,170,177,M,825851,EUR,918950400,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448276,home,Go Ahead Eagles,Finn Stokkers,finn-stokkers,F. Stokkers,F,27,187,69,M,360006,EUR,829785600,F,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448276,home,Go Ahead Eagles,Milan Smit,milan-smit,M. Smit,F,49,191,546,M,1199214,EUR,1045094400,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,Milan Smit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448276,away,NAC Breda,Daniel Bielica,bielica-daniel,D. Bielica,G,99,189,296,M,939460,EUR,925430400,G,99,99,False,30.0,18.0,21.0,9.0,0.0,17.0,20.0,1.0,10.0,1.0,1.0,6.0,,3.0,4.0,90.0,42.0,7.3,12.0,0.00021569,0,-0.2745,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2.0,1.0,1.0,
12448276,away,NAC Breda,Enes Mahmutović,enes-mahmutovic,E. Mahmutović,D,15,190,129,M,571964,EUR,864259200,D,15,15,False,33.0,25.0,3.0,,0.0,16.0,21.0,9.0,12.0,2.0,2.0,2.0,,,,89.0,49.0,6.9,10.0,0.00773663,0,,Enes,Mahmutović,,,1.0,2.0,1.0,,,,,,6.0,1.0,,,2.0,,,,3.0,,,,,,,,,,,,
12448276,away,NAC Breda,Terence Kongolo,terence-kongolo,T. Kongolo,D,,188,165,M,138837,EUR,761184000,D,23,23,False,36.0,26.0,2.0,,0.0,17.0,21.0,9.0,15.0,6.0,7.0,2.0,,,,90.0,58.0,7.9,12.0,0.00575102,0,,Terence,Kongolo,,,,1.0,,,,,,,7.0,4.0,,,1.0,,,,4.0,,,1.0,,,,1.0,,,,,1.0
12448276,away,NAC Breda,Jan Van den Bergh,jan-van-den-bergh,J. Van den Bergh,D,52,189,155,M,929498,EUR,781056000,D,5,5,False,51.0,35.0,12.0,5.0,1.0,20.0,25.0,16.0,28.0,2.0,6.0,4.0,,,,90.0,86.0,7.0,22.0,0.0653312,0,,,,True,2.0,2.0,8.0,2.0,3.0,2.0,,,,8.0,2.0,2.0,1.0,2.0,2.0,,1.0,,,,,1.0,,,1.0,,,,,
12448276,away,NAC Breda,Fredrik Jensen,fredrik-jensen,F. Jensen,M,20,185,100,M,226762,EUR,737683200,M,20,20,False,18.0,12.0,2.0,,0.0,9.0,11.0,3.0,7.0,,,5.0,,,,45.0,24.0,6.6,6.0,0.00263213,0,,Fredrik,Jensen,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12448276,away,NAC Breda,Boyd Lucassen,boyd-lucassen,B. Lucassen,D,2,173,39,M,912651,EUR,899251200,M,2,2,False,32.0,30.0,1.0,1.0,0.0,18.0,19.0,13.0,14.0,1.0,3.0,5.0,,,,73.0,58.0,6.8,6.0,0.066154,0,,Boyd,Lucassen,,1.0,,2.0,,,,,,,4.0,2.0,2.0,1.0,2.0,,,,,,,,1.0,,,2.0,,,,,
12448276,away,NAC Breda,Maximilien Balard,balard-maximilien,M. Balard,M,16,178,164,M,1096511,EUR,974592000,M,16,16,False,35.0,27.0,2.0,,0.0,13.0,15.0,14.0,20.0,,,4.0,,,,90.0,45.0,6.3,10.0,0.0159139,0,,Maximilien,Balard,,,3.0,6.0,1.0,1.0,,,,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,
12448276,away,NAC Breda,Clint Leemans,clint-franciscus-henricus-leemans,C. Leemans,M,8,187,91,M,336811,EUR,811123200,M,8,8,False,37.0,32.0,5.0,3.0,0.0,14.0,16.0,19.0,26.0,2.0,2.0,4.0,,,,82.0,55.0,7.1,13.0,0.084028,1,,Clint,Leemans,,5.0,2.0,6.0,,1.0,,,1.0,,4.0,,,,2.0,2.0,0.0749,3.0,1.0,0.2447,1.0,,1.0,,,1.0,,,,,
12448276,away,NAC Breda,Leo Sauer,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,M,77,77,False,34.0,26.0,2.0,,0.0,7.0,9.0,19.0,27.0,,5.0,3.0,,,,90.0,53.0,7.3,15.0,0.0762561,4,,Leo Sauer,,,2.0,,3.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,,,,2.0,,0.5439,2.0,,0.38,,2.0,,1.0,,1.0,,,,,
12448276,away,NAC Breda,Elías Már Ómarsson,elias-mar-omarsson,E. Már Ómarsson,F,22,183,190,M,187031,EUR,790387200,F,10,10,False,17.0,13.0,2.0,,0.0,7.0,8.0,6.0,9.0,,2.0,2.0,,,,90.0,28.0,6.5,7.0,0.00354738,1,,,,,,,5.0,3.0,1.0,,1.0,,,2.0,,2.0,2.0,1.0,,0.2277,,,,,,,1.0,,1.0,,,,,
12448276,away,NAC Breda,Saná Fernandes,sana-fernandes,S. Fernandes,F,77,165,364,M,1513787,EUR,1141948800,F,19,19,False,12.0,9.0,1.0,1.0,0.0,2.0,3.0,7.0,10.0,,1.0,2.0,,,,73.0,22.0,7.3,8.0,0.0232804,2,,,,,1.0,,2.0,,,,1.0,1.0,,,,,,2.0,,0.0651,1.0,,0.2251,,1.0,,,,2.0,1.0,,,,
12448276,away,NAC Breda,Lars Mol,lars-mol,L. Mol,M,28,185,35,M,1515523,EUR,1095206400,D,28,28,True,7.0,5.0,,,0.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,,,,45.0,16.0,6.3,4.0,0.00148119,2,,Lars,Mol,,,1.0,2.0,,1.0,,2.0,,,2.0,,,,1.0,,0.0974,,,,,,,,,,,,,,
12448276,away,NAC Breda,Raul Paula,paula-raul,R. Paula,M,11,177,105,M,1083398,EUR,1074988800,M,11,11,True,8.0,8.0,,,0.0,3.0,3.0,5.0,7.0,,,1.0,,,,17.0,13.0,6.8,2.0,0.0165428,2,,Raul Paula,,,2.0,,,,,,,1.0,1.0,1.0,,,,,,0.0975,,,0.078,,,,,,,,,,,
12448276,away,NAC Breda,Dion Versluis,dion-versluis,D. Versluis,F,23,192,33,M,1388442,EUR,1045440000,F,31,31,True,7.0,3.0,1.0,,0.0,,,3.0,7.0,,1.0,2.0,,,,17.0,12.0,6.7,6.0,0.0007259,1,,Dion Versluis,,,,1.0,2.0,,2.0,1.0,1.0,,,,,,,1.0,,0.1259,1.0,,,,,,,,,,,,,
12448276,away,NAC Breda,Dominik Janošek,dominik-janosek,D. Janošek,M,39,183,161,M,891420,EUR,897696000,F,39,39,True,10.0,6.0,3.0,,0.0,3.0,3.0,5.0,10.0,,,2.0,,,,8.0,13.0,6.8,5.0,0.309304,0,,,,,3.0,1.0,2.0,,,,,,,,,,,,1.0,,2.0,,,1.0,,2.0,,,,,,,,
12448276,away,NAC Breda,Adam Kaied,adam-kaied,A. Kaied,F,18,177,5317,M,1106666,EUR,1015027200,F,14,14,True,1.0,,,,0.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448276,away,NAC Breda,Tein Troost,tein-troost,T. Troost,G,1,186,83,M,961617,EUR,1011052800,G,49,49,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448276,away,NAC Breda,Roy Kortsmit,roy-kortsmit,R. Kortsmit,G,1,190,35,M,168437,EUR,714787200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,Roy,Kortsmit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448276,away,NAC Breda,Daan Van Reeuwijk,daan-van-reeuwijk,D. V. Reeuwijk,D,18,188,42,M,1892604,EUR,1178668800,D,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,Daan,Van Reeuwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448276,away,NAC Breda,Matthew Garbett,matthew-garbett,M. Garbett,M,28,188,184,M,1002607,EUR,1018656000,M,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448276,away,NAC Breda,Casper Staring,casper-staring,C. Staring,M,6,186,53,M,1048427,EUR,980985600,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448276,away,NAC Breda,Roy Kuijpers,roy-kuijpers,R. Kuijpers,F,17,175,50,M,1046728,EUR,948067200,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
