match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_goals
13473424,home,Internacional,Anthoni,Anthoni,,anthoni,Anthoni,G,12,191,615,M,1106134,EUR,1011744000,G,24,24,False,18.0,17.0,2.0,1.0,0.0,16.0,17.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,24.0,6.7,1.0,0.00014147,0,-0.0464,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473424,home,Internacional,Braian Aguirre,Brian Aguirre,,braian-aguirre,B. Aguirre,D,35,174,797,M,1084963,EUR,964742400,D,35,35,False,58.0,52.0,6.0,5.0,0.0,11.0,11.0,41.0,47.0,2.0,6.0,,2.0,1.0,,,,90.0,84.0,7.2,11.0,0.0707809,1,,5.0,1.0,2.0,1.0,1.0,2.0,0.026,1.0,,,,,,,,,,,,,,,,,,,
13473424,home,Internacional,Vitão,,,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,4,4,False,53.0,49.0,12.0,8.0,1.0,26.0,26.0,23.0,27.0,5.0,4.0,,2.0,1.0,,,,90.0,62.0,7.3,4.0,0.0435023,0,,,,3.0,,,1.0,,1.0,1.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,
13473424,home,Internacional,Juninho,,,juninho,Juninho,D,18,186,513,M,799947,EUR,791596800,D,18,18,False,85.0,79.0,5.0,4.0,0.0,45.0,48.0,34.0,37.0,6.0,6.0,,2.0,,,,,90.0,100.0,7.2,8.0,0.022845,0,,,,5.0,,1.0,,,,4.0,2.0,,,2.0,1.0,1.0,3.0,2.0,,,,,,,,,,
13473424,home,Internacional,Alexandro Bernabei,,,alexandro-bernabei,A. Bernabei,D,26,169,2144,M,989200,EUR,969753600,D,26,26,False,80.0,64.0,5.0,3.0,0.0,22.0,26.0,42.0,54.0,6.0,5.0,,5.0,3.0,,,,90.0,118.0,7.7,29.0,0.455746,2,,8.0,3.0,7.0,1.0,2.0,,0.0553,5.0,1.0,,2.0,,1.0,3.0,,2.0,,2.0,1.0,1.0,0.3031,,,,,,
13473424,home,Internacional,Bruno Henrique,,,bruno-henrique,B. Henrique,M,8,180,899,M,345113,EUR,624931200,M,8,8,False,52.0,49.0,2.0,1.0,0.0,14.0,14.0,35.0,38.0,2.0,5.0,,1.0,1.0,,,,65.0,64.0,7.4,6.0,0.0329799,5,,2.0,,4.0,1.0,1.0,3.0,0.5013,,,1.0,1.0,,,,,2.0,,,,3.0,0.2761,1.0,,,,,
13473424,home,Internacional,Ronaldo,,,ronaldo,Ronaldo,M,16,175,619,M,824152,EUR,846028800,M,16,16,False,84.0,82.0,5.0,5.0,0.0,33.0,34.0,49.0,50.0,5.0,10.0,,3.0,3.0,,,,90.0,102.0,8.0,4.0,0.0577628,2,,,,,,2.0,,0.0568,,,1.0,,,,,,4.0,1.0,,,1.0,0.0864,1.0,1.0,,,,
13473424,home,Internacional,Thiago Maia,,,thiago-maia,T. Maia,M,29,179,1392,M,358550,EUR,859075200,M,29,29,False,32.0,30.0,2.0,2.0,0.0,8.0,9.0,22.0,23.0,2.0,1.0,,2.0,2.0,,,,45.0,40.0,7.1,2.0,0.0411151,0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,
13473424,home,Internacional,Wesley Ribeiro,,,wesley,W. Ribeiro,M,21,175,1823,M,985766,EUR,922752000,M,21,21,False,26.0,19.0,1.0,1.0,0.0,5.0,5.0,14.0,21.0,5.0,2.0,,1.0,1.0,,,,77.0,54.0,7.0,19.0,0.0735433,3,,6.0,1.0,6.0,2.0,4.0,2.0,0.2092,,1.0,,,,,2.0,,,1.0,4.0,3.0,,,1.0,,1.0,,,
13473424,home,Internacional,Alan Patrick,,,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,49.0,41.0,3.0,1.0,0.0,5.0,6.0,36.0,43.0,7.0,6.0,,,,,,,85.0,74.0,8.1,20.0,0.244089,2,,6.0,2.0,6.0,,2.0,,0.1487,9.0,,,,1.0,,4.0,,,3.0,6.0,4.0,1.0,0.2119,1.0,,,True,,
13473424,home,Internacional,Ricardo Mathias,Ricardo Mathias,,ricardo-mathias,R. Mathias,F,77,192,1826,M,1483340,EUR,1153785600,F,49,49,False,14.0,10.0,,,0.0,2.0,3.0,8.0,11.0,5.0,2.0,,,,,,,85.0,26.0,7.8,9.0,0.117432,4,,2.0,,3.0,1.0,2.0,1.0,1.7523,1.0,1.0,3.0,,,,,,,,3.0,2.0,3.0,1.8217,,,1.0,,2.0,1.0
13473424,home,Internacional,Gustavo Prado,,,gustavo-prado,G. Prado,M,47,179,743,M,1485220,EUR,1118016000,M,47,47,True,26.0,22.0,,,0.0,2.0,3.0,20.0,23.0,5.0,4.0,,2.0,1.0,,,,45.0,36.0,7.2,6.0,0.0612191,2,,1.0,,3.0,,,1.0,0.0403,,1.0,1.0,,,,1.0,,,,2.0,2.0,1.0,0.0159,1.0,,,,,
