match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_goalAssist,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_wasFouled,player_sofascoreId,stat_goals,stat_expectedGoalsOnTarget,stat_shotOffTarget,captain,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_clearanceOffLine
10385466,home,Leicester City,Kelechi Iheanacho,kelechi-iheanacho,K. Iheanacho,F,17,184,4861,M,359642,EUR,844300800,F,14,14,False,23.0,15.0,1.0,1.0,3.0,4.0,12.0,19.0,3.0,,,,77.0,37.0,8.4,11.0,0.175617,4,,,4.0,2.0,4.0,8.0,,2.0,,3.0,1.0,2.0,0.5103,,,1.0,,,,1.0,,3.0,3.0,1.0,,,kelechi72,1.0,0.767,1.0,,,1.0,1.0,1.0,
10385466,home,Leicester City,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,M,25,25,True,10.0,7.0,,,4.0,5.0,3.0,5.0,3.0,,,,21.0,17.0,6.5,4.0,0.000427359,0,,,,,3.0,3.0,2.0,,,2.0,2.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,
10385466,home,Leicester City,Dennis Praet,dennis-praet,D. Praet,M,8,181,725,M,135647,EUR,768873600,M,26,26,True,7.0,4.0,2.0,1.0,1.0,1.0,3.0,6.0,2.0,,,,13.0,10.0,6.9,3.0,0.00118129,0,,,1.0,,1.0,2.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
10385466,home,Leicester City,Jamie Vardy,jamie-vardy,J. Vardy,F,10,178,23077,M,173827,EUR,537321600,F,9,9,True,3.0,,,,,1.0,,2.0,,,,,13.0,8.0,6.5,5.0,,0,,,2.0,3.0,4.0,4.0,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,Vardy7,,,,,,,,,
10385466,home,Leicester City,Ricardo Pereira,ricardo-pereira,R. Pereira,D,21,175,985,M,221200,EUR,749865600,D,21,21,True,1.0,1.0,,,1.0,1.0,,,2.0,,,,8.0,4.0,6.1,2.0,3.31781e-05,0,,,2.0,,4.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10385466,home,Leicester City,Daniel Iversen,daniel-iversen,D. Iversen,G,1,193,286,M,796986,EUR,869270400,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385466,home,Leicester City,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187,4150,M,758608,EUR,832809600,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,soyuncu_caglar,,,,,,,,,
10385466,home,Leicester City,Luke Thomas,luke-thomas,L. Thomas,D,33,178,491,M,991584,EUR,992131200,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385466,home,Leicester City,Daniel Amartey,daniel-amartey,D. Amartey,M,,188,1219,M,308526,EUR,787968000,D,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385466,home,Leicester City,Patson Daka,patson-daka,P. Daka,F,20,185,15501,M,865057,EUR,907891200,F,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,patsondaka,,,,,,,,,
10385466,away,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201,1229,M,19314,EUR,574560000,G,20,20,False,15.0,11.0,9.0,5.0,10.0,12.0,1.0,3.0,7.0,,2.0,2.0,90.0,24.0,5.8,4.0,9.07917e-05,0,-2.1465,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385466,away,Tottenham Hotspur,Japhet Tanganga,japhet-tanganga,J. Tanganga,D,2,186,700,M,836693,EUR,922838400,D,25,25,False,52.0,47.0,4.0,2.0,29.0,33.0,19.0,20.0,4.0,,,,76.0,64.0,6.3,6.0,0.0134596,0,,1.0,,4.0,3.0,8.0,2.0,,2.0,1.0,1.0,,,,,,,2.0,,,,1.0,,,,3.0,,,,,,1.0,,,,
10385466,away,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,146101,EUR,758592000,D,15,15,False,65.0,58.0,4.0,3.0,50.0,54.0,8.0,11.0,5.0,,,,90.0,69.0,6.2,7.0,0.00226454,1,,,3.0,3.0,4.0,4.0,,,,1.0,1.0,,0.0384,,,,1.0,1.0,1.0,,,,,1.0,,,ericdier,,,,,,,,,
10385466,away,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,94758,EUR,735609600,D,33,33,False,46.0,38.0,3.0,,22.0,24.0,16.0,23.0,4.0,,,,90.0,59.0,6.8,10.0,0.00402757,1,,1.0,2.0,9.0,3.0,13.0,,,1.0,1.0,1.0,,0.0861,,,,,1.0,,,1.0,2.0,2.0,,,1.0,,,,1.0,,,,,,
10385466,away,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,913654,EUR,937180800,M,23,23,False,24.0,20.0,2.0,,15.0,18.0,6.0,8.0,5.0,,,,75.0,49.0,6.4,12.0,0.0234581,0,,2.0,1.0,1.0,6.0,7.0,1.0,,1.0,1.0,,2.0,,,,,,1.0,,,1.0,5.0,2.0,,,3.0,pedroporro29,,,,,1.0,,,,
10385466,away,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,149593,EUR,807580800,M,5,5,False,68.0,62.0,4.0,4.0,33.0,36.0,29.0,32.0,9.0,,,,90.0,89.0,6.8,11.0,0.0866416,0,,,,,8.0,7.0,2.0,,3.0,2.0,1.0,1.0,,,,,1.0,2.0,2.0,,2.0,6.0,4.0,,,1.0,hojbjerg23,,,,,,,,,
10385466,away,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,791190,EUR,867196800,M,30,30,False,45.0,36.0,2.0,,19.0,22.0,17.0,23.0,11.0,,,,65.0,56.0,7.6,12.0,0.0073678,3,,,,,3.0,4.0,1.0,2.0,,1.0,1.0,2.0,0.8231,,,,1.0,,1.0,,1.0,1.0,1.0,,,2.0,rodrigo_bentancur,1.0,1.005,1.0,,,,,,1.0
10385466,away,Tottenham Hotspur,Ivan Perišić,ivan-perisic,I. Perišić,M,5,187,17408,M,38710,EUR,602380800,M,14,14,False,23.0,13.0,2.0,1.0,8.0,11.0,6.0,16.0,4.0,,,,75.0,40.0,6.8,17.0,0.159282,3,,4.0,,3.0,2.0,3.0,,1.0,1.0,,,1.0,0.2627,,,,,1.0,,2.0,,2.0,,,,,ivanperisic444,,0.2236,2.0,,1.0,,,,
10385466,away,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,928124,EUR,956620800,F,21,21,False,28.0,22.0,1.0,1.0,13.0,15.0,9.0,14.0,6.0,,,,79.0,50.0,6.5,18.0,0.00511728,1,,1.0,1.0,1.0,10.0,5.0,1.0,,,3.0,1.0,7.0,0.0464,,,,,,4.0,,2.0,3.0,1.0,,,,dejan_k10,,,1.0,,,,,,
10385466,away,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,111505,EUR,710553600,F,7,7,False,18.0,13.0,1.0,,6.0,8.0,7.0,12.0,5.0,,,,90.0,36.0,6.4,15.0,0.00972215,1,,2.0,,,7.0,4.0,2.0,,,,,1.0,0.0385,,,,,,,,3.0,5.0,3.0,,,1.0,HMSon,,,1.0,,,,,,
10385466,away,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188,297679,M,108579,EUR,743817600,F,10,10,False,17.0,12.0,2.0,1.0,1.0,2.0,11.0,16.0,1.0,,,,90.0,24.0,6.7,10.0,0.022169,1,,1.0,2.0,4.0,4.0,5.0,,1.0,,,,2.0,0.0692,,,,,,,2.0,1.0,1.0,,,,1.0,HurriKane,,0.0459,,True,,,2.0,,
10385466,away,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,1002711,EUR,1031961600,M,29,29,True,19.0,18.0,,,12.0,13.0,6.0,6.0,,,,,25.0,24.0,6.2,3.0,0.00438747,0,,,1.0,,4.0,,1.0,,,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,pape,,,,,,,,,
10385466,away,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,856123,EUR,916272000,D,12,12,True,11.0,10.0,1.0,1.0,4.0,5.0,6.0,6.0,,,,,15.0,15.0,6.2,2.0,0.00478885,0,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,1.0,emerson_royal,,,,,,,,,
10385466,away,Tottenham Hotspur,Richarlison,richarlison,Richarlison,F,9,184,44707,M,840217,EUR,863222400,F,9,9,True,7.0,5.0,,,2.0,2.0,3.0,5.0,3.0,,,,15.0,9.0,6.6,3.0,0.00092034,0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,Richarlison,,,,,,,,,
10385466,away,Tottenham Hotspur,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187,12158,M,566102,EUR,834537600,D,6,6,True,20.0,17.0,2.0,1.0,12.0,15.0,5.0,5.0,4.0,,,,14.0,23.0,6.5,3.0,0.00369411,0,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,DAVINSON,,,,,,,,,
10385466,away,Tottenham Hotspur,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178,3536,M,827064,EUR,854668800,M,16,16,True,10.0,5.0,,,2.0,4.0,4.0,7.0,,,,,11.0,16.0,6.7,7.0,0.0163286,0,,1.0,,,1.0,2.0,,,,,,1.0,,,,,,,,1.0,,3.0,2.0,,,,,,,,,1.0,,,,
10385466,away,Tottenham Hotspur,Brandon Austin,austin-brandon,B. Austin,G,40,188,1395,M,859896,EUR,915753600,G,40,40,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385466,away,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,580550,EUR,803347200,D,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,clement_lenglet,,,,,,,,,
10385466,away,Tottenham Hotspur,Lucas Moura,lucas-moura,L. Moura,M,7,172,12483,M,149710,EUR,713664000,F,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lucasmoura7,,,,,,,,,
10385466,away,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175,1315,M,859901,EUR,969062400,M,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
