match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_wonTackle,captain,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_punches,stat_bigChanceCreated,stat_goals,stat_penaltyWon
11407423,home,Torino,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202.0,6222,M,356160,EUR,856396800,G,32,32,False,46.0,27.0,22.0,3.0,0.0,27.0,30.0,16.0,1.0,3.0,1.0,1.0,1.0,90.0,50.0,6.0,19.0,9.474e-05,0,-0.3721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407423,home,Torino,Adrien Tameze,adrien-tameze,A. Tameze,M,61,182.0,371,M,139235,EUR,760320000,D,61,61,False,52.0,46.0,7.0,3.0,0.0,32.0,35.0,17.0,2.0,7.0,,,,90.0,62.0,6.4,8.0,0.00756865,0,,14.0,2.0,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407423,home,Torino,Perr Schuurs,perr-schuurs,P. Schuurs,D,,191.0,844,M,831677,EUR,943574400,D,3,3,False,32.0,30.0,2.0,2.0,0.0,22.0,24.0,8.0,6.0,6.0,1.0,,,51.0,46.0,7.1,4.0,0.0055459,0,,8.0,,2.0,,2.0,,1.0,,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11407423,home,Torino,Ricardo Rodríguez,ricardo-rodriguez,R. Rodríguez,D,12,182.0,1729,M,67769,EUR,714700800,D,13,13,False,42.0,37.0,6.0,4.0,0.0,16.0,16.0,31.0,2.0,2.0,,,,90.0,56.0,6.5,9.0,0.0930737,0,,24.0,,1.0,,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,True,5.0,3.0,1.0,,,,,,,,,,,,,,,
11407423,home,Torino,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188.0,2480,M,826185,EUR,958521600,M,19,19,False,35.0,28.0,2.0,1.0,0.0,11.0,14.0,29.0,4.0,5.0,2.0,,,90.0,67.0,6.9,18.0,0.163938,0,,19.0,3.0,6.0,,1.0,,,,,1.0,1.0,2.0,,2.0,2.0,,,8.0,2.0,,2.0,,,,,,,,,,,,,,
11407423,home,Torino,Nikola Vlašić,nikola-vlasic,N. Vlašić,M,10,178.0,5477,M,357596,EUR,875923200,M,16,16,False,27.0,21.0,2.0,2.0,0.0,3.0,5.0,23.0,1.0,3.0,1.0,,,90.0,42.0,6.2,15.0,0.0125324,2,,18.0,1.0,6.0,,,4.0,1.0,,,,4.0,,,,,,,1.0,,,,niksivlasic_,2.0,0.0469,,,,,,,,,,,
11407423,home,Torino,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182.0,4118,M,930189,EUR,998352000,M,28,28,False,44.0,39.0,2.0,1.0,0.0,15.0,15.0,33.0,4.0,2.0,1.0,,,90.0,56.0,7.1,9.0,0.0244329,2,,24.0,2.0,2.0,,3.0,,,,,,,,,,1.0,3.0,,4.0,,,,,,0.0451,1.0,1.0,0.025,,,,,,,,
11407423,home,Torino,Valentino Lazaro,valentino-lazaro,V. Lazaro,M,20,180.0,1014,M,233826,EUR,827625600,M,20,20,False,14.0,14.0,,,0.0,3.0,3.0,15.0,4.0,2.0,,,,86.0,29.0,6.8,9.0,0.0116098,0,,11.0,2.0,3.0,,2.0,5.0,2.0,,,,,2.0,2.0,,,2.0,,4.0,,,,,,,,,,,,,,,,,
11407423,home,Torino,Demba Seck,demba-seck,D. Seck,M,19,190.0,1111,M,1012248,EUR,981763200,F,23,23,False,16.0,11.0,,,0.0,2.0,2.0,15.0,3.0,4.0,1.0,,,74.0,26.0,7.1,10.0,0.00543584,1,,9.0,,2.0,,1.0,3.0,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,,,0.037,,1.0,0.4592,,,,,,,,
11407423,home,Torino,Karol Linetty,karol-linetty,K. Linetty,M,10,176.0,2109,M,189135,EUR,791683200,F,77,77,False,27.0,27.0,1.0,1.0,0.0,10.0,10.0,17.0,1.0,6.0,,,,86.0,36.0,6.8,1.0,0.0132451,0,,17.0,,4.0,1.0,1.0,,2.0,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
