match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,captain,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_errorLeadToAShot,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_punches,stat_wonContest,stat_blockedScoringAttempt
14109778,home,Antalyaspor,Julián Cuesta,julian-cuesta,J. Cuesta,G,1,195.0,192,M,217110,EUR,670118400,G,1,1,False,27.0,17.0,15.0,5.0,0.0,15.0,18.0,2.0,9.0,6.0,1.0,1.0,1.0,90.0,33.0,6.6,10.0,0.00013939,30.04499258137,5.0,9.555,9.555,0.1311,0,0.0293,0.03,0.0,-0.09,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109778,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180.0,128,M,967214,EUR,959731200,D,7,7,False,18.0,15.0,3.0,1.0,0.0,3.0,3.0,12.0,15.0,3.0,,,,65.0,34.0,6.6,8.0,0.0268602,47.008341063127,4.0,40.635,20.79,,0,,0.26,0.08,-0.21,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,36.604826296104,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109778,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185.0,109,M,98276,EUR,585792000,D,89,89,False,32.0,23.0,7.0,2.0,0.0,13.0,16.0,10.0,16.0,3.0,,,,90.0,38.0,6.6,9.0,0.0154574,92.246941604418,10.0,56.385,15.75,,0,,0.17,0.22,-0.05,,,5.0,4.0,1.0,1.0,,,,,,,True,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14109778,home,Antalyaspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183.0,128,M,913994,EUR,883612800,D,4,4,False,45.0,35.0,6.0,,0.0,24.0,25.0,11.0,20.0,5.0,,,,90.0,56.0,6.2,14.0,0.00447027,168.26563563301,24.0,72.24,14.49,,0,,0.11,0.08,-0.3,,1.0,3.0,3.0,,4.0,2.0,,,,,,,3.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,
14109778,home,Antalyaspor,Kenneth Paal,kenneth-paal,K. Paal,D,3,175.0,247,M,285997,EUR,867110400,D,3,3,False,31.0,23.0,4.0,1.0,0.0,14.0,15.0,9.0,16.0,,,,,90.0,50.0,6.5,10.0,0.143661,52.334488980731,10.0,2.73,7.665,,0,,0.26,0.01,-0.21,,1.0,5.0,4.0,1.0,2.0,3.0,1.0,1.0,,,,,,3.0,,,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,
14109778,home,Antalyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179.0,82,M,847782,EUR,746841600,M,6,6,False,34.0,23.0,5.0,3.0,0.0,11.0,13.0,12.0,21.0,3.0,,,,90.0,41.0,6.9,12.0,0.0231951,29.988318626743,6.0,-7.035,3.045,,0,,0.14,0.05,0.14,,,4.0,6.0,,1.0,,2.0,2.0,,,,,,3.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,
14109778,home,Antalyaspor,Nikola Storm,nikola-storm,N. Storm,F,26,178.0,277,M,149796,EUR,780883200,M,26,26,False,16.0,11.0,,,0.0,1.0,2.0,10.0,14.0,1.0,,,,45.0,23.0,6.4,9.0,0.0110914,86.552340144393,10.0,42.735,21.0,,1,,-0.02,0.1,-0.07,,3.0,2.0,,2.0,1.0,,,,1.0,23.113596345009,1.0,,,,1.0,,,,,1.0,,1.0,0.0057,-0.07,,,,,,,,,,,,,
14109778,home,Antalyaspor,Dario Šarić,dario-saric,D. Šarić,M,88,180.0,555,M,848385,EUR,864950400,M,88,88,False,14.0,10.0,1.0,,0.0,4.0,6.0,6.0,8.0,3.0,,,,76.0,32.0,7.6,10.0,0.0324192,57.38599045932,9.0,-3.57,5.25,,3,,0.0,0.06,-0.06,,,5.0,8.0,1.0,1.0,,2.0,1.0,3.0,,,,1.0,3.0,,3.0,,,,,1.0,1.0,0.152,0.48,2.0,2.0,1.0,1.0,0.5981,,,,,,,,
14109778,home,Antalyaspor,Ramzi Safuri,ramzi-safuri,R. Safuri,M,8,184.0,208,M,186949,EUR,814233600,M,8,8,False,22.0,12.0,3.0,,0.0,4.0,5.0,8.0,17.0,10.0,,,,90.0,51.0,7.0,25.0,0.0310771,101.55652132034,10.0,23.73,30.03,,1,,0.02,0.26,-0.05,,9.0,4.0,10.0,,,1.0,4.0,3.0,3.0,37.285532046626,1.0,,2.0,,,6.0,1.0,,,1.0,,1.0,0.0259,-0.02,1.0,,,,,,,,,,,,
14109778,home,Antalyaspor,Samet Karakoc,samet-karakoc,S. Karakoç,D,2,185.0,56,M,1148625,EUR,1035244800,M,2,2,False,12.0,10.0,,,2.0,5.0,5.0,5.0,7.0,2.0,,,,64.0,27.0,7.4,4.0,0.460578,73.056746230943,11.0,25.83,13.86,,2,,0.4,0.04,-0.08,,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,2.0,,,3.0,2.0,,2.0,0.3644,-0.57,1.0,,,,,Samet Karakoc,,1.0,,,,,
