match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_outfielderBlock,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_fouls,stat_errorLeadToAShot,stat_totalOffside,stat_accurateCross,stat_penaltyConceded,captain,stat_penaltyWon,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle
14064423,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,32.0,26.0,10.0,4.0,0.0,25.0,27.0,1.0,5.0,4.0,1.0,1.0,1.0,90.0,37.0,6.6,6.0,0.00036441,-0.0003,0,-0.057,0.04,0.01,-0.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064423,home,Lorient,Igor Silva,igor-silva,I. Silva,D,2,173,235,M,831246,EUR,840585600,D,2,2,False,36.0,33.0,2.0,2.0,0.0,20.0,22.0,13.0,14.0,4.0,,,,90.0,56.0,6.8,8.0,0.00665457,,1,,-0.01,0.08,-0.13,,,,2.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0203,-0.09,,,,,,,,,,,,,,,,,,,,
14064423,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,58.0,48.0,9.0,3.0,0.0,32.0,39.0,16.0,19.0,4.0,,,,90.0,69.0,7.2,10.0,0.00769953,,1,,0.08,0.12,0.54,,,,,3.0,2.0,3.0,3.0,,,4.0,,1.0,1.0,,,0.1183,-0.27,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
14064423,home,Lorient,Darlin Yongwa,darlin-yongwa,D. Yongwa,D,44,177,1325,M,998241,EUR,969580800,D,44,44,False,46.0,36.0,3.0,2.0,0.0,15.0,18.0,21.0,28.0,4.0,,,,90.0,71.0,6.4,20.0,0.0209942,,0,,0.11,0.12,-0.2,,,,,,1.0,8.0,6.0,,,2.0,3.0,1.0,,3.0,2.0,,,,,,3.0,6.0,2.0,1.0,,,,,,,,,,,,,
14064423,home,Lorient,Joel Mugisha Mvuka,joel-mugisha-mvuka,J. Mvuka Mvuka,M,93,173,322,M,1027091,EUR,1037059200,M,93,93,False,15.0,11.0,,,0.0,6.0,7.0,5.0,8.0,2.0,,,,80.0,29.0,6.5,9.0,0.00247297,,1,,-0.02,0.2,-0.14,,,,2.0,2.0,,4.0,6.0,,1.0,,,5.0,2.0,2.0,,0.0394,-0.15,,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
14064423,home,Lorient,Arthur Avom Ebong,ebong-arthur-avom,A. A. Ebong,M,62,173,2849,M,1465307,EUR,1103068800,M,62,62,False,56.0,47.0,8.0,4.0,0.0,21.0,24.0,26.0,32.0,2.0,,,,90.0,72.0,7.1,14.0,0.170049,,0,,0.4,0.17,-0.39,,Arthur Ebong,,3.0,,3.0,4.0,8.0,1.0,,1.0,1.0,5.0,3.0,,2.0,,,,,2.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,
14064423,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,6,6,False,30.0,22.0,3.0,1.0,0.0,15.0,18.0,7.0,12.0,4.0,,,,60.0,37.0,6.7,10.0,0.00394317,,0,,0.02,0.12,-0.01,,,,,,1.0,2.0,3.0,1.0,,1.0,2.0,1.0,,1.0,,,,,,,,2.0,1.0,,,,,,True,,,,,,,,
14064423,home,Lorient,Arsène Kouassi,kan-guy-arsene-kouassi,A. Kouassi,D,43,178,5287,M,1855502,EUR,1094860800,M,43,43,False,35.0,32.0,2.0,1.0,0.0,14.0,15.0,18.0,20.0,5.0,,,,90.0,60.0,7.5,14.0,0.0248753,,0,,-0.02,0.33,0.24,,Kan Guy Arsène Kouassi,,8.0,1.0,,4.0,6.0,,,1.0,2.0,,,,4.0,,,,1.0,1.0,,5.0,2.0,,,,,,,1.0,,,,,,,
14064423,home,Lorient,Karim Dermane,karim-dermane,K. Dermane,M,29,193,3326,M,1130307,EUR,1072396800,F,29,29,False,21.0,18.0,,,0.0,7.0,8.0,11.0,13.0,3.0,,,,80.0,40.0,6.6,12.0,0.0280373,,0,,0.01,0.05,-0.02,,Karim Dermane,,1.0,3.0,,8.0,6.0,1.0,,,,3.0,2.0,4.0,3.0,,,,,1.0,4.0,,,,,,,,,,,,,,,,
14064423,home,Lorient,Pablo Pagis,pablo-pagis,P. Pagis,M,10,181,437,M,1174462,EUR,1041120000,F,10,10,False,18.0,13.0,1.0,1.0,0.0,5.0,7.0,8.0,11.0,5.0,,,,69.0,34.0,7.3,12.0,0.0159736,,3,,0.22,0.43,0.26,,Pablo Pagis,,2.0,2.0,1.0,7.0,3.0,1.0,2.0,1.0,1.0,,,3.0,,0.93,0.28,,,,2.0,2.0,2.0,2.0,,,,,,,1.0,1.0,0.8478,,,,
