match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wasFouled,player_sofascoreId,stat_totalCross,stat_challengeLost,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_hitWoodwork,stat_errorLeadToAShot,stat_outfielderBlock,stat_bigChanceCreated,stat_errorLeadToAGoal
14064410,home,RC Strasbourg,Mike Penders,Mike Penders,,mike-penders,M. Penders,G,39,199,4381,M,1149148,EUR,1122768000,G,39,39,False,60.0,46.0,24.0,10.0,0.0,38.0,40.0,8.0,20.0,9.0,1.0,4.0,90.0,67.0,7.9,14.0,0.00322905,0.5534,0,0.6139,0.13,0.04,0.26,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064410,home,RC Strasbourg,Lucas Høgsberg,,,lucas-hogsberg,L. Høgsberg,D,24,187,1156,M,1426597,EUR,1151020800,D,24,24,False,52.0,48.0,6.0,3.0,0.0,41.0,44.0,7.0,8.0,5.0,,,90.0,57.0,6.9,5.0,0.00251748,,0,,0.16,0.04,0.13,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14064410,home,RC Strasbourg,Mamadou Sarr,Mamadou Sarr,,sarr-mamadou,M. Sarr,D,19,194,21849,M,1154657,EUR,1125273600,D,23,23,False,45.0,43.0,3.0,2.0,0.0,40.0,42.0,3.0,3.0,3.0,,,90.0,51.0,7.1,3.0,0.00729641,,0,,0.1,0.07,0.16,,2.0,3.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14064410,home,RC Strasbourg,Ben Chilwell,,,ben-chilwell,B. Chilwell,D,3,181,10903,M,802695,EUR,851126400,D,3,3,False,33.0,26.0,6.0,3.0,0.0,22.0,25.0,4.0,8.0,1.0,,,90.0,51.0,7.2,10.0,0.00137065,,0,,0.05,0.01,0.25,,1.0,5.0,,3.0,2.0,1.0,1.0,,1.0,1.0,,3.0,Chilly,1.0,,,,,,,,,,,,,,,,,,,,
14064410,home,RC Strasbourg,Guéla Doué,,,guela-doue,G. Doué,D,2,187,10608,M,1002033,EUR,1034812800,M,22,22,False,37.0,27.0,3.0,1.0,0.0,16.0,20.0,11.0,17.0,6.0,,,90.0,59.0,6.8,14.0,0.00598073,,0,,0.04,0.01,-0.06,,5.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
14064410,home,RC Strasbourg,Valentín Barco,Valentín Barco,,valentin-barco,V. Barco,M,32,172,11515,M,1127057,EUR,1090540800,M,32,32,False,30.0,23.0,6.0,4.0,0.0,14.0,16.0,9.0,14.0,2.0,,,90.0,51.0,7.6,13.0,0.00977633,,1,,0.1,0.25,0.26,,2.0,9.0,1.0,3.0,,2.0,2.0,,,2.0,2.0,4.0,colo.barco,4.0,,1.0,1.0,1.0,1.0,0.0296,-0.21,,,,,,,,,,,,,
14064410,home,RC Strasbourg,Abdoul Ouattara,,,abdoul-ouattara,A. Ouattara,M,3,180,1131,M,1930811,EUR,1129939200,M,42,42,False,27.0,26.0,,,0.0,18.0,18.0,8.0,9.0,4.0,,,89.0,37.0,6.9,5.0,0.00589599,,0,,-0.09,-0.09,0.25,,1.0,3.0,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,
14064410,home,RC Strasbourg,Diego Moreira,Diego,Moreira,diego-moreira,D. Moreira,F,7,179,6007,M,1142233,EUR,1091750400,M,7,7,False,25.0,19.0,4.0,1.0,0.0,14.0,16.0,5.0,9.0,8.0,,,89.0,48.0,7.0,12.0,0.00227731,,1,,-0.18,0.18,0.14,,4.0,6.0,,4.0,2.0,3.0,2.0,,1.0,3.0,,,diegzyyy,3.0,3.0,,3.0,,1.0,0.0321,0.0,,,,,,,,,,,,,
14064410,home,RC Strasbourg,Julio Enciso,,,julio-enciso,J. Enciso,M,19,173,12907,M,973556,EUR,1074816000,F,19,19,False,13.0,11.0,2.0,1.0,0.0,7.0,7.0,4.0,6.0,2.0,,,76.0,23.0,7.3,3.0,0.0300895,,0,,0.31,0.02,0.23,,1.0,6.0,,3.0,1.0,,,,1.0,2.0,1.0,3.0,julioenciso.33,,,1.0,1.0,,,,,,,,,,,,,,,,,
14064410,home,RC Strasbourg,Emmanuel Emegha,,,emanuel-emegha,E. Emegha,F,10,195,9578,M,1048333,EUR,1044230400,F,10,10,False,9.0,7.0,,,0.0,4.0,4.0,3.0,5.0,3.0,,,76.0,21.0,9.1,5.0,0.00086029,,3,,-0.09,0.28,0.16,,5.0,4.0,,,,,,3.0,,1.0,3.0,2.0,,,,1.0,1.0,,,1.0131,0.94,True,2.0,1.0,2.0,1.0,1.2039,,,,,,,
