match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_wasFouled,captain,stat_aerialLost,stat_totalContest,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_accurateCross,stat_goals,stat_goalAssist,stat_totalOffside
10913491,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,22.0,8.0,16.0,2.0,6.0,8.0,2.0,14.0,1.0,7.0,3.0,5.0,1.0,90.0,32.0,8.0,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913491,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,29.0,26.0,7.0,5.0,17.0,17.0,9.0,12.0,8.0,7.0,,,,90.0,39.0,7.3,3.0,0,2.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10913491,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,23.0,19.0,6.0,3.0,15.0,18.0,4.0,5.0,4.0,3.0,,,,90.0,33.0,6.9,6.0,0,2.0,3.0,2.0,,1.0,True,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
10913491,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,False,24.0,15.0,4.0,2.0,7.0,15.0,8.0,9.0,4.0,2.0,,,,90.0,34.0,7.0,10.0,0,1.0,2.0,3.0,1.0,1.0,,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,
10913491,home,Al-Fayha,Osama Al Khalaf,osama-al-khalaf,O. A. Khalaf,D,8,178.0,26,M,818871,EUR,851558400,M,80,80,False,32.0,28.0,6.0,5.0,9.0,10.0,19.0,25.0,1.0,4.0,,,,83.0,54.0,6.6,10.0,1,,9.0,7.0,3.0,4.0,,3.0,2.0,,1.0,,,1.0,,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,
10913491,home,Al-Fayha,Ricardo Ryller,ricardo-ryller,R. Ryller,M,28,176.0,231,M,870943,EUR,762307200,M,37,37,False,41.0,31.0,8.0,5.0,14.0,17.0,17.0,24.0,3.0,3.0,,,,90.0,61.0,7.4,15.0,3,3.0,4.0,6.0,1.0,,,,1.0,3.0,2.0,,,3.0,3.0,,,,,2.0,1.0,2.0,1.0,,,,,,,
10913491,home,Al-Fayha,Victor Ruiz,victor-ruiz,V. Ruiz,M,77,172.0,64,M,975496,EUR,752198400,M,10,10,False,34.0,26.0,2.0,1.0,15.0,15.0,11.0,20.0,,8.0,,,,83.0,44.0,6.5,11.0,1,1.0,4.0,4.0,,1.0,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,1.0,1.0,,,,
10913491,home,Al-Fayha,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,M,3,3,False,25.0,20.0,3.0,1.0,7.0,9.0,14.0,18.0,2.0,4.0,,,,90.0,46.0,7.1,8.0,0,,2.0,5.0,,,,,,2.0,2.0,,,5.0,3.0,2.0,,,,2.0,,,,,,1.0,1.0,,,
10913491,home,Al-Fayha,Paulinho Paula,paulinho-paula,Paulinho,M,18,173.0,1795,M,879902,EUR,852681600,F,18,18,False,31.0,26.0,3.0,,5.0,8.0,23.0,25.0,2.0,4.0,,,,89.0,52.0,7.4,13.0,1,2.0,15.0,7.0,4.0,,,1.0,4.0,,3.0,,,4.0,3.0,2.0,1.0,1.0,,6.0,,1.0,,1.0,,3.0,2.0,1.0,,
10913491,home,Al-Fayha,Anthony Nwakaeme,anthony-nwakaeme,A. N. Nwakaeme,M,9,185.0,824,M,139455,EUR,606441600,F,9,9,False,28.0,19.0,2.0,1.0,4.0,5.0,15.0,24.0,3.0,3.0,,,,89.0,42.0,6.8,16.0,1,1.0,9.0,3.0,1.0,,,4.0,1.0,,4.0,,,1.0,,1.0,2.0,1.0,,2.0,1.0,,,,,1.0,,,,
