match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_shotOffTarget,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11396199,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,37.0,20.0,26.0,10.0,14.0,17.0,6.0,20.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,90.0,48.0,6.2,17.0,0.0422,0.0106145,1,-2.0104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396199,home,1. FC Union Berlin,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,2,2,False,13.0,9.0,1.0,,6.0,8.0,3.0,5.0,,2.0,,2.0,,,,45.0,24.0,6.4,4.0,,0.00053008,0,,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396199,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,39.0,26.0,8.0,2.0,18.0,21.0,8.0,18.0,4.0,10.0,2.0,6.0,,,,90.0,66.0,7.0,14.0,0.1007,0.00248674,2,,5.0,6.0,1.0,6.0,1.0,4.0,5.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
11396199,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,39.0,28.0,9.0,4.0,21.0,26.0,7.0,13.0,3.0,5.0,,4.0,,,,90.0,59.0,6.4,13.0,0.0226,0.00920408,1,,3.0,6.0,1.0,10.0,,,2.0,2.0,,2.0,,,1.0,1.0,1.0,0.0475,,,,,,,,,,,,,,,
11396199,home,1. FC Union Berlin,Josip Juranović,josip-juranovic,J. Juranović,D,18,173,3077,M,791642,EUR,808531200,M,18,18,False,27.0,18.0,8.0,3.0,12.0,13.0,10.0,25.0,1.0,2.0,1.0,7.0,,,,90.0,58.0,7.0,20.0,0.0176,0.243716,1,,2.0,4.0,1.0,2.0,,1.0,,,1.0,1.0,,,2.0,,,,11.0,4.0,4.0,,,,,,,,,,,,
11396199,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,23.0,17.0,1.0,,7.0,9.0,10.0,15.0,1.0,4.0,,6.0,,,,70.0,41.0,7.1,10.0,0.1309,0.0385269,1,,3.0,7.0,,3.0,2.0,1.0,1.0,,1.0,1.0,,,,2.0,,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
11396199,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,36.0,24.0,5.0,3.0,11.0,17.0,13.0,19.0,4.0,7.0,,3.0,,,,89.0,47.0,6.5,14.0,,0.0128173,0,,3.0,5.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,1.0,1.0,,,True,,,,,,
11396199,home,1. FC Union Berlin,Lucas Tousart,tousart-lucas,L. Tousart,M,24,185,445,M,787889,EUR,862272000,M,29,29,False,12.0,8.0,,,2.0,4.0,6.0,8.0,,,,1.0,,,,45.0,22.0,6.1,5.0,,0.00553496,0,,2.0,6.0,1.0,1.0,,,,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,
11396199,home,1. FC Union Berlin,Robin Gosens,robin-gosens,R. Gosens,D,21,183,3171,M,377118,EUR,773366400,M,6,6,False,42.0,29.0,2.0,,11.0,14.0,19.0,30.0,5.0,9.0,,3.0,,,,90.0,76.0,7.7,22.0,,0.121562,0,,5.0,5.0,,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,
11396199,home,1. FC Union Berlin,Kevin Volland,kevin-volland,K. Volland,F,31,179,1031,M,117373,EUR,712454400,F,10,10,False,10.0,5.0,1.0,,2.0,2.0,3.0,10.0,,,,1.0,,,,45.0,16.0,6.4,9.0,,0.0029056,0,,7.0,7.0,,1.0,,1.0,,,,,Kevin,Volland,2.0,,,,2.0,,,,,,,,,,,,,,
