match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,captain,stat_accurateCross,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
12764139,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4403,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,22.0,13.0,15.0,6.0,0.0,10.0,12.0,3.0,10.0,2.0,2.0,9.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,90.0,36.0,7.1,9.0,0.00049168,0,1.0923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764139,home,Bologna,Stefan Posch,stefan-posch,S. Posch,D,4,188,1362,M,,355486,EUR,863568000,D,3,3,False,45.0,27.0,11.0,2.0,0.0,15.0,19.0,12.0,28.0,,11.0,3.0,,1.0,,,,,,90.0,81.0,7.5,26.0,0.0282994,0,,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,8.0,8.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12764139,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2245,M,,898815,EUR,911260800,D,31,31,False,34.0,30.0,7.0,5.0,0.0,18.0,19.0,12.0,15.0,1.0,3.0,3.0,,,,,,,,90.0,46.0,7.0,4.0,0.0811231,1,,,6.0,,,,,4.0,1.0,2.0,,,3.0,,3.0,1.0,1.0,0.0669,0.2656,,,,,,,,,,,
12764139,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4572,M,,818481,EUR,898819200,D,26,26,False,42.0,35.0,6.0,4.0,0.0,25.0,28.0,10.0,14.0,3.0,6.0,6.0,,,,,,,,90.0,62.0,7.3,10.0,0.0274169,0,,,2.0,,,,,5.0,3.0,3.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,
12764139,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2211,M,,855829,EUR,948240000,D,33,33,False,38.0,25.0,9.0,4.0,0.0,15.0,24.0,10.0,21.0,3.0,8.0,4.0,,1.0,,,,,,89.0,73.0,6.7,25.0,0.00598616,1,,7.0,6.0,2.0,,2.0,1.0,2.0,,3.0,3.0,1.0,3.0,,,,,0.1048,,1.0,,,,,,,,,,
12764139,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1912,M,,115516,EUR,703296000,M,8,8,False,34.0,26.0,4.0,2.0,0.0,9.0,10.0,17.0,24.0,1.0,2.0,3.0,,,,,,,,90.0,39.0,6.5,10.0,0.00844909,0,,,2.0,1.0,,,,,,1.0,1.0,2.0,,,1.0,,,,,,True,,,,,,,,,
12764139,home,Bologna,Nikola Moro,nikola-moro,N. Moro,M,6,182,2512,M,,814882,EUR,889660800,M,6,6,False,20.0,15.0,,,0.0,9.0,11.0,7.0,10.0,,3.0,5.0,,1.0,,,,,,45.0,30.0,6.7,8.0,0.0457202,0,,1.0,6.0,2.0,1.0,,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,1.0,,,,,,,,
12764139,home,Bologna,Samuel Iling Junior,samuel-iling-junior,S. I. Junior,F,19,182,2442,M,,996919,EUR,1065225600,M,14,14,False,18.0,10.0,,,0.0,3.0,5.0,7.0,16.0,,7.0,5.0,,1.0,,,,,,68.0,38.0,6.9,15.0,0.0833767,0,,3.0,7.0,2.0,2.0,3.0,2.0,2.0,,4.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,
12764139,home,Bologna,Giovanni Fabbian,giovanni-fabbian,G. Fabbian,M,80,186,1393,M,,1067204,EUR,1042502400,M,80,80,False,17.0,15.0,1.0,1.0,0.0,4.0,4.0,11.0,13.0,1.0,5.0,2.0,,3.0,,,,,,81.0,28.0,7.1,3.0,0.0371925,3,,,4.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,,0.201,0.0498,1.0,,,,,1.0,,,,,
12764139,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4722,M,,944327,EUR,972432000,M,11,11,False,33.0,20.0,6.0,2.0,0.0,8.0,12.0,12.0,21.0,1.0,9.0,10.0,,4.0,,,,,,90.0,62.0,6.8,24.0,0.0260211,0,,,6.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,,,,,,,,,,,,1.0,,,,
