match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_errorLeadToAGoal,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,stat_goals,stat_errorLeadToAShot
12513986,home,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,31.0,21.0,14.0,4.0,0.0,18.0,20.0,3.0,11.0,8.0,2.0,2.0,90.0,37.0,6.3,10.0,0.0005028,0,0.0958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513986,home,CF Estrela Amadora,Danilo Veiga,danilo-veiga,D. Veiga,D,17,183,380,M,1002045,EUR,1032912000,D,77,77,False,30.0,22.0,4.0,3.0,0.0,15.0,18.0,7.0,15.0,5.0,,,90.0,72.0,6.1,22.0,0.0505728,0,,,,3.0,1.0,1.0,10.0,6.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12513986,home,CF Estrela Amadora,Miguel Lopes,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,62.0,52.0,8.0,5.0,0.0,43.0,48.0,9.0,14.0,4.0,,,90.0,76.0,6.4,10.0,0.00248781,0,,,,,,4.0,2.0,6.0,1.0,,,,7.0,1.0,4.0,,,,2.0,1.0,,True,1.0,,,,,,,,,,,,,
12513986,home,CF Estrela Amadora,Ferro,ferro,Ferro,D,4,193,693,M,357734,EUR,859334400,D,4,4,False,62.0,57.0,11.0,7.0,0.0,42.0,44.0,15.0,18.0,4.0,,,90.0,75.0,6.7,6.0,0.00356302,0,,,,,1.0,1.0,2.0,3.0,1.0,,,,6.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
12513986,home,CF Estrela Amadora,Nilton Varela,nilton-varela,N. Varela,M,75,182,76,M,998414,EUR,990748800,D,25,25,False,29.0,21.0,3.0,1.0,0.0,14.0,15.0,8.0,15.0,5.0,,,83.0,54.0,6.6,15.0,0.00389415,0,,,,1.0,,,4.0,8.0,,,6.0,2.0,2.0,,1.0,3.0,3.0,2.0,3.0,,,,,1.0,,,,,,,,,,,,
12513986,home,CF Estrela Amadora,André Luiz,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,M,7,7,False,20.0,16.0,2.0,1.0,0.0,3.0,4.0,14.0,20.0,3.0,,,77.0,46.0,6.9,15.0,0.165026,2,,André Luiz,,4.0,1.0,,9.0,7.0,3.0,2.0,4.0,1.0,,,,5.0,1.0,3.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,0.0617,0.0172,,,,,,,
12513986,home,CF Estrela Amadora,Manuel Keliano,keliano-manuel,M. Keliano,M,42,185,351,M,1464131,EUR,1042675200,M,42,42,False,10.0,9.0,1.0,,0.0,6.0,6.0,3.0,5.0,2.0,,,45.0,19.0,6.6,3.0,0.0014933,2,,Manuel Keliano,,1.0,2.0,1.0,5.0,3.0,1.0,,,,1.0,,2.0,2.0,1.0,1.0,,3.0,,,,,,1.0,,0.0352,,1.0,,,,,,
12513986,home,CF Estrela Amadora,Leonel Bucca,leonel-bucca,L. Bucca,M,8,189,78,M,989867,EUR,921801600,M,26,26,False,40.0,32.0,4.0,2.0,0.0,16.0,20.0,16.0,20.0,7.0,,,90.0,67.0,6.8,15.0,0.0197318,4,,,,,3.0,2.0,9.0,8.0,2.0,2.0,1.0,,1.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0,,,,,,4.0,,0.348,,,1.0,1.0,,,,
12513986,home,CF Estrela Amadora,Gustavo Henrique,gustavo-henrique,G. Henrique,F,,176,39,M,1066975,EUR,927504000,M,11,11,False,18.0,12.0,1.0,,0.0,6.0,6.0,6.0,12.0,3.0,,,45.0,33.0,6.8,12.0,0.0356242,0,,,,,,1.0,5.0,7.0,,3.0,2.0,1.0,1.0,,1.0,4.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12513986,home,CF Estrela Amadora,Rodrigo Pinho,rodrigo-pinho,Rodrigo Pinho,F,9,185,213,M,801339,EUR,675561600,F,9,9,False,3.0,,,,0.0,,1.0,,2.0,,,,70.0,8.0,6.7,4.0,,1,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,1.0,2.0,,,,,,,,,0.0456,,1.0,,,,,,
12513986,home,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,98,98,False,11.0,8.0,1.0,,0.0,5.0,6.0,5.0,9.0,2.0,,,90.0,22.0,6.1,8.0,0.296748,0,,,,4.0,4.0,,8.0,,,1.0,2.0,,,,,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,
12513986,home,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,True,37.0,29.0,1.0,,0.0,11.0,13.0,18.0,24.0,5.0,,,45.0,48.0,6.7,10.0,0.0117367,0,,,,,2.0,,7.0,4.0,2.0,1.0,2.0,1.0,,,1.0,2.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,
12513986,home,CF Estrela Amadora,Nani,nani,Nani,F,17,177,2178,M,17740,EUR,532569600,F,17,17,True,18.0,12.0,2.0,,0.0,7.0,7.0,5.0,11.0,4.0,,,45.0,25.0,6.8,7.0,0.0230388,1,,,,,,1.0,,3.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,0.1024,,,,,1.0,,,
