match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_keyPass,stat_challengeLost,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_clearanceOffLine,stat_outfielderBlock
10388499,away,Borussia M'gladbach,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,577726,EUR,797990400,D,25,25,False,,54.0,36.0,9.0,,22.0,26.0,14.0,29.0,6.0,,,,,90.0,87.0,6.7,23.0,0.1446,0.0,0.0087976,1,,3.0,4.0,8.0,5.0,1.0,1.0,,,5.0,3.0,1.0,1.0,1.0,,2.0,,,1.0,,,1.0,,1.0,,,,rbens,,1.0,,,,2.0
10388499,away,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,,27.0,25.0,1.0,,19.0,19.0,6.0,8.0,4.0,,,,,90.0,35.0,6.6,2.0,0.0313,0.0,0.0397421,1,,3.0,1.0,6.0,5.0,,,,,1.0,,3.0,2.0,,1.0,,,,,,,1.0,,3.0,,,,,,,,,,
10388499,away,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,974087,EUR,990057600,M,17,17,False,,38.0,28.0,1.0,,11.0,14.0,17.0,24.0,8.0,,,,,90.0,66.0,7.0,16.0,0.0134,0.0,0.0153744,1,,,,6.0,12.0,2.0,4.0,2.0,,2.0,2.0,4.0,2.0,2.0,6.0,2.0,,,,,,1.0,,,,,,,,,,,,
10388499,away,Borussia M'gladbach,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,23,23,False,,41.0,32.0,3.0,1.0,19.0,20.0,15.0,29.0,5.0,,,,,89.0,68.0,9.4,19.0,0.1805,0.6994,0.470787,2,,,,3.0,4.0,,2.0,,2.0,,,1.0,1.0,,3.0,,,,8.0,2.0,,,4.0,1.0,1.0,1.0,,,,,2.0,,,
10388499,away,Borussia M'gladbach,Christoph Kramer,christoph-kramer,C. Kramer,M,,191,168,M,110967,EUR,666921600,M,6,6,False,,49.0,40.0,3.0,2.0,20.0,21.0,20.0,29.0,6.0,,,,,89.0,63.0,6.5,13.0,0.0,0.0,0.035408,0,,1.0,,6.0,4.0,2.0,1.0,,,1.0,1.0,2.0,2.0,,2.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,
10388499,away,Borussia M'gladbach,Lars Stindl,lars-stindl,L. Stindl,M,,180,394,M,23996,EUR,588556800,M,13,13,False,True,32.0,24.0,3.0,1.0,13.0,15.0,11.0,17.0,7.0,,,,,86.0,51.0,7.9,12.0,0.4298,1.1163,0.0229712,3,,2.0,2.0,7.0,6.0,1.0,1.0,,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,1.0,1.0,2.0,1.0,,,,,,1.0,,,
10388499,away,Borussia M'gladbach,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25626,M,791702,EUR,870825600,F,10,10,False,,24.0,17.0,,,5.0,6.0,12.0,18.0,3.0,,,,,86.0,42.0,6.2,18.0,0.0,0.0,0.211061,0,,2.0,1.0,9.0,5.0,3.0,2.0,,,,,,,6.0,4.0,2.0,,,,,,,,,,,,m_thuram,,,,,,
10388499,away,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,F,14,14,True,,5.0,4.0,,,1.0,1.0,3.0,4.0,1.0,,,,,11.0,7.0,6.6,1.0,0.0,0.0,0.00110043,0,,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
10388499,away,Borussia M'gladbach,Hannes Wolf,hannes-wolf,H. Wolf,M,17,179,588,M,832411,EUR,924220800,M,11,11,True,,4.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,,,,11.0,8.0,7.4,3.0,0.8751,0.9752,0.00120823,1,,,1.0,1.0,2.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,
10388499,away,Borussia M'gladbach,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,447,M,113920,EUR,714873600,D,18,18,True,,,,,,,,,,,,,,,1.0,1.0,,,0.0,0.0,0.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388499,away,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,D,20,20,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,3.0,,,0.0,0.0,0.673992,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,
10388499,away,Borussia M'gladbach,Tony Jantschke,tony-jantschke,T. Jantschke,D,,177,28,M,33901,EUR,639446400,D,24,24,True,,,,,,,,,,,,,,,1.0,2.0,,,0.0,0.0,0.0,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388499,away,Borussia M'gladbach,Jan Olschowsky,jan-olschowsky,J. Olschowsky,G,23,182,143,M,972510,EUR,1006041600,G,41,41,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388499,away,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388499,away,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388499,away,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,32,32,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
