match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_jerseyNumber,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_interceptionWon,stat_challengeLost,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_penaltyConceded,stat_errorLeadToAShot,stat_shotOffTarget,stat_penaltyWon,stat_hitWoodwork
14131969,home,AVS - Futebol SAD,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,M,987596,EUR,974246400,G,99,99,False,24.0,13.0,15.0,4.0,0.0,10.0,13.0,3.0,11.0,3.0,6.0,4.0,1.0,6.0,2.0,1.0,1.0,90.0,36.0,7.3,11.0,0.0006567,8.0605455727786,2.0,7.35,4.095,0.4609,0,0.0948,-0.02,0.0,-0.26,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131969,home,AVS - Futebol SAD,Carlos Ponck,carlos-ponck,C. Ponck,D,183,62,M,584116,EUR,789955200,D,26,26,False,16.0,14.0,1.0,,0.0,12.0,12.0,2.0,4.0,5.0,1.0,,,,,,,90.0,31.0,6.4,6.0,0.0012535,34.32634129201,5.0,2.205,8.505,,1,,0.0,0.02,-0.19,,,,26,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2411,0.03,,,,,,,,,,,,,,,,,,,
14131969,home,AVS - Futebol SAD,Rúben Semedo,ruben-semedo,R. Semedo,D,189,290,M,344199,EUR,765417600,D,35,35,False,36.0,33.0,6.0,5.0,0.0,27.0,27.0,6.0,9.0,7.0,1.0,,,,,,,90.0,46.0,6.4,3.0,0.00228698,59.420284815784,11.0,35.07,9.555,,0,,0.07,0.03,-0.2,,,,35,2.0,1.0,4.0,2.0,,,,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,
14131969,home,AVS - Futebol SAD,Cristian Castro,cristian-castro,C. Castro,D,192,155,M,1067320,EUR,980380800,D,42,42,False,33.0,26.0,6.0,1.0,0.0,16.0,18.0,10.0,15.0,13.0,2.0,,,,,,,90.0,51.0,7.1,7.0,0.00363918,95.482046185628,11.0,82.215,19.845,,0,,0.1,0.23,0.29,,Cristian Castro,,42,1.0,,4.0,2.0,,,,1.0,1.0,,1.0,2.0,,,,1.0,2.0,,,,,,,,,,,,,,,,
14131969,home,AVS - Futebol SAD,Guilherme Neiva,guilherme-neiva,G. Neiva,F,177,75,M,1900362,EUR,984614400,M,21,21,False,11.0,10.0,1.0,1.0,1.0,4.0,4.0,6.0,7.0,2.0,1.0,,,,,,,67.0,22.0,7.2,3.0,0.401605,28.115982925843,5.0,15.75,9.555,,2,,0.39,0.04,-0.08,,Guilherme Neiva,,21,,1.0,3.0,3.0,,,1.0,,,1.0,2.0,2.0,0.0627,0.12,,1.0,,2.0,1.0,2.0,1.0,0.1191,2.0,,,,,,,,,,
14131969,home,AVS - Futebol SAD,Ángel Algobia,angel-algobia,Á. Algobia,M,186,39,M,966219,EUR,930096000,M,27,27,False,25.0,21.0,3.0,1.0,0.0,15.0,15.0,6.0,10.0,2.0,2.0,,,,,,,76.0,36.0,6.6,5.0,0.00295739,46.518236756138,9.0,9.135,7.035,,0,,-0.07,0.1,0.0,,,,27,1.0,,4.0,4.0,1.0,1.0,,3.0,2.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
14131969,home,AVS - Futebol SAD,Jaume Grau,jaume-grau,J. G. Ciscar,M,183,72,M,838633,EUR,862790400,M,15,15,False,22.0,14.0,,,0.0,8.0,9.0,6.0,13.0,1.0,3.0,,,,,,,60.0,29.0,5.3,10.0,0.00119659,116.30295375046,10.0,-8.295,13.125,,0,,-0.18,0.04,-0.07,,,,15,1.0,,4.0,2.0,,,,1.0,1.0,,1.0,3.0,,,1.0,,,2.0,,,,,,,,,,,,,,,
14131969,home,AVS - Futebol SAD,Kiki Afonso,kiki-afonso,K. Afonso,D,181,59,M,324345,EUR,787017600,M,24,24,False,21.0,11.0,6.0,2.0,0.0,6.0,11.0,5.0,10.0,6.0,4.0,,,,,,,76.0,42.0,6.9,12.0,0.0154254,39.960086382438,7.0,18.795,7.455,,0,,0.08,0.09,0.33,,,,24,1.0,,4.0,3.0,,,,3.0,2.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,True,1.0,,,,,,,,
14131969,home,AVS - Futebol SAD,Gustavo Assunção,gustavo-assuncao,G. Assunção,M,178,266,M,981217,EUR,954374400,F,6,6,False,25.0,18.0,6.0,2.0,0.0,10.0,13.0,8.0,12.0,3.0,3.0,,,,,,,90.0,37.0,7.0,9.0,0.188767,54.484466351166,7.0,2.835,8.4,,0,,0.25,0.09,0.19,,,,12,1.0,,4.0,3.0,1.0,1.0,,2.0,1.0,,,,,,1.0,2.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,
14131969,home,AVS - Futebol SAD,Óscar Perea,oscar-perea,Ó. Perea,F,174,1176,M,1185986,EUR,1127779200,F,14,14,False,14.0,12.0,,,0.0,3.0,3.0,9.0,11.0,1.0,7.0,,,,,,,84.0,38.0,7.9,14.0,0.0322074,207.79881747019,13.0,89.565,17.325,,3,,0.14,0.24,0.16,,Óscar,Perea,14,,2.0,7.0,5.0,4.0,2.0,,,,2.0,1.0,,0.8904,0.53,1.0,1.0,,4.0,,,3.0,0.5865,,,4.0,1.0,1.0,1.0,,,,,
