match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_shotOffTarget,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork
10433805,home,Sivasspor,Leke James,leke-james,L. James,F,,188,126,,226716,EUR,720576000,F,90,90,False,9.0,7.0,,,2.0,3.0,5.0,6.0,,,55.0,13.0,6.6,2.0,2,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,
10433805,home,Sivasspor,Dia Saba,dia-saba,D. Saba,M,91,172,353,M,609926,EUR,722044800,M,11,11,True,22.0,19.0,4.0,4.0,2.0,2.0,17.0,23.0,,,45.0,30.0,7.2,7.0,0,3.0,,,1.0,3.0,2.0,2.0,,,,,1.0,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,
10433805,home,Sivasspor,Fredrik Ulvestad,fredrik-ulvestad,F. Ulvestad,M,8,183,120,M,36922,EUR,708739200,M,23,23,True,19.0,16.0,1.0,1.0,11.0,11.0,5.0,8.0,3.0,,35.0,27.0,7.0,4.0,0,,1.0,,2.0,2.0,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
10433805,home,Sivasspor,Mustapha Yatabaré,mustapha-yatabare,M. Yatabaré,F,9,186,159,M,51558,EUR,507081600,F,9,9,True,12.0,6.0,,,1.0,2.0,5.0,10.0,2.0,,35.0,22.0,6.5,9.0,0,,2.0,2.0,4.0,3.0,1.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
10433805,home,Sivasspor,Karol Angielski,karol-angielski,K. Angielski,F,24,181,349,M,297324,EUR,827280000,F,19,19,True,8.0,5.0,,,3.0,4.0,2.0,4.0,2.0,,26.0,11.0,6.8,3.0,0,,,2.0,,5.0,,,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,
10433805,home,Sivasspor,Ziya Erdal,ziya-erdal,Z. Erdal,D,,182,30,M,138312,EUR,568339200,D,58,58,True,2.0,2.0,,,2.0,2.0,,,,,1.0,2.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433805,home,Sivasspor,Muammer Yıldırım,muammer-yildirim,M. Yıldırım,G,25,190,34,M,130582,EUR,653270400,G,25,25,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433805,home,Sivasspor,Emre Satılmış,satilmis-emre,E. Satılmış,G,18,198,9,M,863607,EUR,845164800,G,18,18,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433805,home,Sivasspor,Mehmet Albayrak,mehmet-albayrak,M. Albayrak,D,4,189,18,M,1141652,EUR,1073260800,D,96,96,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Mehmet Albayrak,,,,,,,,,,,,,,,
10433805,home,Sivasspor,Kaan Onaran,kaan-onaran,K. Onaran,M,,180,4,M,1216034,EUR,1072915200,M,94,94,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Kaan Onaran,,,,,,,,,,,,,,,
10433805,home,Sivasspor,Isaac Cofie,isaac-cofie,I. Cofie,M,,180,57,M,45926,EUR,685324800,M,5,5,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Emiliano Viviano,emiliano-viviano,E. Viviano,G,,195,127,M,38599,EUR,502243200,G,2,2,False,30.0,26.0,10.0,6.0,24.0,25.0,2.0,5.0,8.0,3.0,90.0,42.0,7.8,4.0,0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,1.0,2.0,1.0,1.0,1.0,
10433805,away,Fatih Karagümrük,Salih Dursun,salih-dursun,S. Dursun,D,24,188,33,M,179189,EUR,679276800,D,54,54,False,27.0,23.0,2.0,1.0,14.0,15.0,10.0,13.0,4.0,,90.0,46.0,6.9,8.0,0,1.0,1.0,2.0,4.0,5.0,,,2.0,1.0,3.0,1.0,,1.0,2.0,,,,1.0,,,2.0,,1.0,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192,339,M,929739,EUR,919296000,D,99,99,False,56.0,47.0,5.0,1.0,46.0,48.0,1.0,8.0,4.0,,90.0,66.0,7.3,9.0,0,,,4.0,1.0,5.0,,,6.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Ibrahim Drešević,ibrahim-dresevic,I. Drešević,D,5,186,207,M,817987,EUR,854064000,D,5,5,False,75.0,66.0,11.0,7.0,47.0,51.0,19.0,24.0,8.0,,90.0,83.0,7.5,9.0,0,,1.0,2.0,2.0,4.0,,,2.0,3.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Caner Erkin,caner-erkin,C. Erkin,D,88,181,262,M,15680,EUR,591926400,D,88,88,False,40.0,30.0,7.0,3.0,15.0,17.0,16.0,37.0,6.0,,90.0,73.0,6.8,26.0,0,14.0,1.0,,6.0,1.0,,,1.0,2.0,,,,,,1.0,2.0,1.0,,,,4.0,,1.0,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Jimmy Durmaz,jimmy-durmaz,J. Durmaz,M,,180,109,M,37504,EUR,606528000,M,21,21,False,43.0,35.0,3.0,2.0,18.0,20.0,17.0,23.0,4.0,,65.0,51.0,6.8,10.0,1,,,,,2.0,2.0,2.0,1.0,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Magomed Ozdoev,magomed-ozdoev,M. Ozdoev,M,27,184,804,M,121185,EUR,720921600,M,27,27,False,69.0,61.0,14.0,7.0,39.0,41.0,22.0,28.0,9.0,,90.0,79.0,7.1,10.0,0,,1.0,1.0,3.0,4.0,,,1.0,,3.0,1.0,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Otabek Shukurov,otabek-shukurov,O. Shukurov,M,63,182,3002,M,358890,EUR,835401600,M,29,29,False,60.0,56.0,5.0,4.0,30.0,31.0,26.0,30.0,5.0,,90.0,69.0,6.8,6.0,2,1.0,1.0,1.0,6.0,3.0,,,1.0,,2.0,1.0,,,2.0,,,,4.0,,,2.0,1.0,,,1.0,,,,,,,,,1.0
10433805,away,Fatih Karagümrük,Ebrima Colley,colley-ebrima,E. Colley,F,11,179,646,M,928106,EUR,949363200,F,19,19,False,19.0,14.0,1.0,1.0,9.0,11.0,6.0,10.0,7.0,,75.0,38.0,6.7,13.0,3,2.0,1.0,,6.0,4.0,1.0,,,1.0,1.0,2.0,,,,3.0,,3.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,,,
10433805,away,Fatih Karagümrük,Mbaye Diagne,mbaye-diagne,M. Diagne,F,45,191,1421,M,346790,EUR,688608000,F,9,9,False,11.0,5.0,,,3.0,6.0,3.0,6.0,2.0,,87.0,22.0,6.9,10.0,0,1.0,1.0,3.0,4.0,3.0,1.0,,4.0,,,2.0,1.0,,,,3.0,1.0,2.0,,,,,1.0,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Fabio Borini,fabio-borini,F. Borini,F,16,180,486,M,89510,EUR,670204800,F,16,16,False,28.0,19.0,5.0,1.0,4.0,7.0,15.0,21.0,4.0,,90.0,47.0,6.8,13.0,5,,1.0,1.0,4.0,4.0,2.0,2.0,1.0,,,2.0,,,,1.0,2.0,2.0,1.0,,,,1.0,,1.0,1.0,,3.0,,,,,,,
10433805,away,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,22,176,1655,M,1085938,EUR,976406400,M,18,18,True,15.0,11.0,,,5.0,7.0,6.0,8.0,1.0,,25.0,23.0,6.7,6.0,0,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Kerim Frei,kerim-frei,K. Frei,M,11,173,65,M,157014,EUR,753667200,M,11,11,True,9.0,8.0,,,2.0,2.0,6.0,7.0,,,15.0,13.0,6.4,2.0,0,,,,2.0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Colin Kazim-Richards,colin-kazim-richards,C. Kazim-Richards,F,,185,113,,30134,EUR,525398400,F,13,13,True,,,,,,,,,,,10.0,,6.5,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Batuhan Şen,batuhan-ahmet-sen,B. A. Şen,G,12,192,1039,M,867595,EUR,918000000,G,1,1,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Emir Tintiş,emir-tintis,E. Tintiş,D,3,187,26,M,1210418,EUR,1073865600,D,3,3,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Efecan Mizrakci,efecan-mizrakci,E. Mizrakci,D,21,188,10,M,1394137,EUR,1073606400,D,37,37,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Efecan Mizrakci,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Burak Bekaroğlu,burak-bekaroglu,B. Bekaroğlu,D,,185,22,M,802645,EUR,861148800,D,86,86,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Matteo Ricci,matteo-ricci,M. Ricci,M,8,172,128,M,225132,EUR,769996800,M,8,8,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Nicholas Anwan,nicholas-anwan,N. Anwan,M,24,188,32,M,1129985,EUR,990057600,M,24,24,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Nicholas,Anwan,,,,,,,,,,,,,,
10433805,away,Fatih Karagümrük,Bahattin Demircan,bahattin-demircan,B. Demircan,F,90,183,14,M,1084999,EUR,1038182400,F,90,90,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Bahattin Demircan,,,,,,,,,,,,,,,
