match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,stat_unsuccessfulTouch,captain,stat_goals,stat_totalOffside
12504686,home,Como,Emil Audero,emil-audero,E. Audero,G,1,190.0,10668,M,318603,EUR,853545600,G,1,1,False,22.0,21.0,1.0,0.0,21.0,22.0,1.0,7.0,2.0,2.0,90.0,31.0,6.4,1.0,4.905e-05,0,-0.9065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504686,home,Como,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193.0,345,M,295133,EUR,752198400,D,5,5,False,49.0,44.0,4.0,0.0,29.0,31.0,2.0,3.0,,,90.0,71.0,6.5,13.0,0.00596261,1,,,,3.0,15.0,19.0,1.0,1.0,2.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5051,0.3095,,,,,,,,,,,,
12504686,home,Como,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195.0,511,M,870211,EUR,908236800,D,13,13,False,61.0,53.0,5.0,0.0,43.0,45.0,5.0,3.0,,,90.0,70.0,6.6,8.0,0.00273386,0,,,,3.0,10.0,16.0,,,2.0,2.0,4.0,,,,,,,1.0,1.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,
12504686,home,Como,Federico Barba,federico-barba,F. Barba,D,93,188.0,857,M,184417,EUR,746841600,D,93,93,False,72.0,69.0,5.0,0.0,53.0,54.0,,2.0,,,78.0,77.0,6.7,3.0,0.0152057,2,,,,4.0,16.0,18.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,0.2086,0.5648,,1.0,1.0,,,,,,,,,
12504686,home,Como,Marco Sala,sala-marco,M. Sala,D,3,182.0,232,M,927312,EUR,928454400,D,3,3,False,16.0,14.0,1.0,0.0,9.0,10.0,1.0,2.0,,,45.0,20.0,6.5,2.0,0.00610446,0,,,,1.0,5.0,6.0,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
12504686,home,Como,Yannik Engelhardt,yannik-engelhardt,Y. Engelhardt,M,6,184.0,363,M,990209,EUR,981504000,M,26,26,False,52.0,48.0,1.0,0.0,33.0,33.0,4.0,4.0,,,79.0,64.0,6.8,5.0,0.00839098,0,,,,1.0,15.0,19.0,,1.0,1.0,3.0,5.0,1.0,,1.0,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,
12504686,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174.0,1933,M,911848,EUR,992044800,M,33,33,False,67.0,54.0,5.0,0.0,36.0,39.0,1.0,7.0,,,86.0,80.0,7.2,17.0,0.173875,0,,,,2.0,19.0,33.0,5.0,,1.0,1.0,3.0,,,,,,,2.0,1.0,,1.0,,,,1.0,,1.0,1.0,3.0,,,,,,
12504686,home,Como,Alieu Fadera,fadera-alieu,A. Fadera,M,20,181.0,1183,M,1031548,EUR,1004745600,M,16,16,False,23.0,16.0,,0.0,3.0,3.0,,7.0,,,79.0,33.0,6.7,9.0,0.0349505,1,,,,,13.0,20.0,,2.0,,6.0,5.0,1.0,1.0,2.0,1.0,,,1.0,1.0,3.0,1.0,0.0227,,,,,,,1.0,1.0,,,,,
12504686,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185.0,88676,M,1171451,EUR,1094601600,M,79,79,False,34.0,28.0,2.0,0.0,12.0,13.0,1.0,4.0,,,90.0,58.0,7.1,16.0,0.301762,1,,,,2.0,17.0,22.0,1.0,,2.0,7.0,11.0,1.0,1.0,6.0,3.0,,,5.0,3.0,1.0,3.0,0.1053,,,,1.0,1.0,,3.0,,nicopaz1o,5.0,,,
12504686,home,Como,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171.0,850,M,229740,EUR,710294400,M,18,18,False,42.0,34.0,2.0,0.0,18.0,21.0,1.0,4.0,,,90.0,58.0,6.5,12.0,0.292671,0,,,,,17.0,25.0,4.0,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,
