match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_fouls,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_punches
11409206,home,FC Porto,Diogo Costa,diogo-costa,D. Costa,G,99,186,12694,M,diogomcosta99,843115,EUR,937699200,G,99,99,False,31.0,28.0,6.0,4.0,27.0,28.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,90.0,38.0,6.7,3.0,0.0,0.0,0.00033271,0,-0.2363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409206,home,FC Porto,João Mário,joao-mario,J. Mário,D,17,178,3148,M,,902031,EUR,946857600,D,23,23,False,42.0,36.0,1.0,,13.0,14.0,26.0,36.0,,5.0,,,,,86.0,65.0,7.1,14.0,0.1436,0.0,0.108914,3,,,,8.0,3.0,1.0,3.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11409206,home,FC Porto,Fábio Cardoso,fabio-cardoso,F. Cardoso,D,15,187,510,M,,252815,EUR,766713600,D,2,2,False,73.0,67.0,7.0,5.0,29.0,32.0,38.0,41.0,2.0,4.0,,,,,90.0,83.0,7.4,6.0,0.0633,0.0,0.0390622,2,,,,,,5.0,3.0,6.0,1.0,1.0,1.0,,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
11409206,home,FC Porto,Iván Marcano,ivan-marcano,I. Marcano,D,,189,542,M,,26056,EUR,551404800,D,5,5,False,78.0,73.0,7.0,7.0,37.0,40.0,36.0,38.0,2.0,4.0,,,,,90.0,95.0,8.6,6.0,0.5559,1.269,0.067292,5,,,,,,6.0,4.0,7.0,1.0,,2.0,,2.0,,1.0,2.0,,,True,1.0,3.0,1.0,1.0,,,,,,,,,,
11409206,home,FC Porto,Zaidu Sanusi,zaidu-sanusi,Z. Sanusi,D,12,182,2630,M,,987510,EUR,866160000,D,12,12,False,32.0,23.0,2.0,1.0,10.0,12.0,17.0,29.0,1.0,3.0,,,,,68.0,58.0,7.4,21.0,0.0,0.0,0.0866988,0,,,,9.0,4.0,2.0,4.0,6.0,5.0,3.0,,,1.0,,4.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,
11409206,home,FC Porto,Pepê,pepe,Pepê,F,11,175,5029,M,pepe,882664,EUR,856742400,M,11,11,False,52.0,44.0,3.0,3.0,6.0,8.0,40.0,48.0,,9.0,,,,,90.0,72.0,7.1,17.0,0.0112,0.0,0.280954,1,,,,4.0,2.0,1.0,8.0,4.0,2.0,,1.0,,1.0,3.0,4.0,1.0,,3.0,,1.0,,,,,3.0,2.0,,,,,,,
11409206,home,FC Porto,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,16,16,False,70.0,63.0,3.0,3.0,18.0,21.0,45.0,49.0,,8.0,,,,,68.0,82.0,7.5,9.0,0.0936,0.0,0.051839,2,,,,,,3.0,5.0,8.0,1.0,1.0,2.0,,,,1.0,1.0,,3.0,,2.0,,,4.0,4.0,2.0,,,,,,,,
11409206,home,FC Porto,Stephen Eustaquio,stephen-eustaquio,S. Eustaquio,M,6,178,1808,M,,886223,EUR,851126400,M,6,6,False,75.0,64.0,6.0,4.0,23.0,25.0,44.0,55.0,2.0,3.0,,,,,90.0,95.0,7.4,14.0,0.1066,0.0,0.200905,2,,,,5.0,3.0,2.0,6.0,4.0,,,1.0,,,,,5.0,1.0,1.0,,,,,2.0,1.0,1.0,,1.0,,,,,,
11409206,home,FC Porto,Wenderson Galeno,wenderson-galeno,W. Galeno,M,13,178,4340,M,w_galeno90,845754,EUR,877478400,M,13,13,False,34.0,29.0,3.0,2.0,6.0,6.0,24.0,31.0,4.0,6.0,,,,,90.0,58.0,7.7,10.0,0.2156,0.1388,0.138021,5,,,,3.0,1.0,,2.0,2.0,,,1.0,,,1.0,3.0,,3.0,,,2.0,1.0,,1.0,,1.0,,,1.0,,,,,
11409206,home,FC Porto,Toni Martínez,toni-martinez,T. Martínez,F,11,180,1253,M,,831253,EUR,867628800,F,29,29,False,11.0,7.0,,,2.0,3.0,6.0,10.0,,1.0,,,,,90.0,27.0,7.5,8.0,0.408,0.7124,0.0912138,6,,,,2.0,1.0,4.0,6.0,5.0,,,1.0,,,1.0,1.0,3.0,2.0,1.0,,,3.0,1.0,,,1.0,2.0,,,1.0,1.0,,,
