match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_aerialLost,stat_dispossessed,stat_keyPass,stat_bigChanceCreated,stat_wasFouled,stat_fouls,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_ownGoals,stat_punches,player_sofascoreId
13472693,home,Mirassol,Walter,walter,Walter,G,22,188.0,774,M,329055,EUR,564192000,G,22,22,False,16.0,14.0,7.0,5.0,0.0,13.0,14.0,1.0,2.0,1.0,6.0,2.0,5.0,1.0,1.0,90.0,23.0,7.4,2.0,0.00019597,0,-0.4645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472693,home,Mirassol,Lucas Ramon,lucas-ramon,L. Ramon,D,19,178.0,617,M,797225,EUR,762998400,D,19,19,False,19.0,15.0,1.0,1.0,0.0,6.0,8.0,9.0,11.0,3.0,4.0,,,,,90.0,39.0,7.1,11.0,0.292868,1,,3.0,1.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0613,,,,,,,,,,,,,,,,,,,
13472693,home,Mirassol,João Victor,joao-victor,J. Victor,D,34,188.0,233,M,863297,EUR,873158400,D,34,34,False,28.0,25.0,1.0,,0.0,20.0,21.0,5.0,7.0,2.0,1.0,,,,,90.0,36.0,7.5,3.0,0.00204671,1,,,,,,,,,,,,2.0,,,,0.8115,,,1.0,1.0,2.0,0.7934,,,,,,,,,,,,,
13472693,home,Mirassol,Jemmes,ribeiro-da-silva-jemmes-bruno,Jemmes,D,3,187.0,583,M,1527129,EUR,955238400,D,3,3,False,33.0,31.0,2.0,1.0,0.0,21.0,21.0,10.0,12.0,6.0,,,,,,90.0,45.0,6.9,3.0,0.00297986,0,,,,,3.0,2.0,1.0,,,,,2.0,2.0,1.0,,,Jemmes Ribeiro,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
13472693,home,Mirassol,Reinaldo,reinaldo,Reinaldo,D,6,178.0,2574,M,243109,EUR,622944000,D,6,6,False,36.0,27.0,5.0,2.0,1.0,14.0,17.0,13.0,19.0,3.0,3.0,,,,,90.0,62.0,7.3,14.0,0.174565,3,,2.0,1.0,,4.0,3.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,0.0679,,,2.0,,,0.2029,,1.0,1.0,1.0,1.0,1.0,,,,,,,
13472693,home,Mirassol,Danielzinho,danielzinho,Danielzinho,M,94,166.0,1169,M,356514,EUR,783907200,M,8,8,False,37.0,33.0,,,0.0,18.0,20.0,15.0,17.0,1.0,6.0,,,,,79.0,49.0,7.1,7.0,0.0451235,1,,4.0,1.0,1.0,2.0,3.0,1.0,,,,,1.0,,,,0.0765,,,,,,,1.0,,2.0,,2.0,,True,1.0,,,,,
13472693,home,Mirassol,Neto Moura,neto-moura,N. Moura,M,25,176.0,363,M,559034,EUR,839289600,M,25,25,False,52.0,46.0,4.0,3.0,0.0,26.0,26.0,20.0,26.0,2.0,2.0,,,,,90.0,64.0,7.1,7.0,0.0120441,0,,,,,4.0,4.0,2.0,,,,,3.0,3.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,
13472693,home,Mirassol,José Aldo,jose-aldo,J. Aldo,M,21,174.0,317,M,988851,EUR,901324800,M,21,21,False,42.0,34.0,1.0,1.0,1.0,12.0,15.0,22.0,27.0,,2.0,,,,,79.0,62.0,7.3,16.0,0.151753,2,,,,1.0,7.0,4.0,,3.0,2.0,,,1.0,1.0,,4.0,0.212,,,1.0,,,0.1516,,3.0,2.0,1.0,,3.0,,1.0,,,,,
13472693,home,Mirassol,Negueba,negueba,Negueba,M,11,175.0,664,M,872007,EUR,944179200,F,11,11,False,28.0,25.0,,,1.0,5.0,5.0,20.0,23.0,,3.0,,,,,71.0,39.0,7.9,5.0,0.498195,3,,2.0,1.0,,1.0,1.0,,2.0,1.0,,,1.0,,,,0.381,,,2.0,,1.0,0.4905,,,3.0,1.0,,,,1.0,1.0,,,,
13472693,home,Mirassol,Chico da Costa,francisco-da-costa,Chico da Costa,F,19,184.0,2258,M,866847,EUR,799545600,F,91,91,False,16.0,11.0,,,0.0,3.0,5.0,8.0,11.0,,2.0,,,,,71.0,21.0,7.3,7.0,0.54285,2,,,,2.0,2.0,2.0,1.0,,,,,,,,1.0,0.6312,,,1.0,1.0,,0.5298,,,1.0,1.0,,1.0,,1.0,,,,,
13472693,home,Mirassol,Edson Carioca,edson-carioca,E. Carioca,F,95,180.0,201,M,1048612,EUR,896918400,F,95,95,False,3.0,1.0,,,0.0,1.0,1.0,,2.0,,,,,,,16.0,10.0,6.2,7.0,1.856e-05,0,,,,,4.0,,,1.0,,,,,,,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,
13472693,home,Mirassol,Alesson,alesson,Alesson,F,77,173.0,437,M,871015,EUR,919123200,F,77,77,True,14.0,12.0,1.0,,0.0,3.0,4.0,9.0,10.0,,2.0,,,,,74.0,42.0,7.2,15.0,0.0390665,1,,4.0,,2.0,11.0,12.0,2.0,9.0,8.0,,,,1.0,,4.0,0.4657,,,1.0,1.0,,0.9764,2.0,3.0,,,1.0,3.0,,,,1.0,,,
13472693,home,Mirassol,Carlos Eduardo,carlos-eduardo,Carlos Eduardo,F,96,173.0,354,M,795295,EUR,844905600,F,96,96,True,3.0,2.0,,,1.0,2.0,2.0,0.0,1.0,,1.0,,,,,19.0,6.0,7.0,2.0,0.223311,0,,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,,,
