match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_keyPass,captain,stat_interceptionWon,stat_totalCross,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotOffTarget,stat_fouls,player_sofascoreId,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_totalOffside,stat_goals,stat_hitWoodwork,stat_bigChanceMissed
11407497,home,Frosinone,Stefano Turati,stefano-turati,S. Turati,G,13,188,559,M,893752,EUR,999648000,G,80,80,False,25.0,17.0,11.0,3.0,15.0,18.0,2.0,7.0,6.0,1.0,1.0,1.0,90.0,32.0,6.1,8.0,0.00033172,0,-0.8263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407497,home,Frosinone,Ilario Monterisi,ilario-monterisi,I. Monterisi,D,30,190,147,M,1009363,EUR,1008720000,D,30,30,False,82.0,67.0,11.0,1.0,36.0,41.0,31.0,41.0,7.0,,,,90.0,95.0,7.1,17.0,0.0426901,0,,,,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11407497,home,Frosinone,Simone Romagnoli,simone-romagnoli,S. Romagnoli,D,4,193,92,M,111487,EUR,634521600,D,6,6,False,63.0,60.0,2.0,2.0,47.0,49.0,13.0,14.0,4.0,,,,90.0,73.0,6.7,3.0,0.00308236,0,,,,,5.0,4.0,5.0,4.0,,,5.0,,,,True,2.0,,,,,,,,,,,,,,,,,,
11407497,home,Frosinone,Mateus Lusuardi,mateus-lusuardi,M. Lusuardi,D,47,190,266,M,1525361,EUR,1073520000,D,47,47,False,51.0,44.0,5.0,2.0,28.0,30.0,16.0,22.0,3.0,,,,90.0,75.0,6.9,12.0,0.010388,1,,Mateus Lusuardi,,,,2.0,2.0,3.0,,,4.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0694,,,,,,,,,,
11407497,home,Frosinone,Pol Lirola,pol-lirola,P. Lirola,D,14,183,660,M,844480,EUR,871430400,M,20,20,False,9.0,7.0,1.0,,5.0,5.0,2.0,4.0,3.0,,,,30.0,15.0,6.3,5.0,0.00600321,0,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,
11407497,home,Frosinone,Enzo Barrenechea,enzo-barrenechea,E. Barrenechea,M,5,186,6499,M,1087316,EUR,990489600,M,45,45,False,59.0,53.0,6.0,6.0,34.0,34.0,19.0,25.0,5.0,,,,90.0,83.0,6.9,11.0,0.00882737,1,,,,,2.0,2.0,7.0,7.0,1.0,,4.0,,2.0,,,1.0,,2.0,1.0,,3.0,2.0,3.0,0.037,1.0,1.0,,,,,,,,
11407497,home,Frosinone,Marco Brescianini,marco-brescianini,M. Brescianini,M,4,188,1111,M,928800,EUR,948326400,M,4,4,False,15.0,12.0,,,7.0,7.0,5.0,10.0,2.0,,,,90.0,30.0,6.1,10.0,0.00395647,0,,,,,1.0,,7.0,4.0,1.0,,,,,,,,2.0,1.0,3.0,,4.0,1.0,1.0,,,1.0,,,,,,,,
11407497,home,Frosinone,Luca Garritano,luca-garritano,L. Garritano,M,10,172,67,M,280087,EUR,760924800,M,16,16,False,29.0,25.0,3.0,2.0,8.0,9.0,17.0,24.0,3.0,,,,69.0,40.0,6.6,10.0,0.00731657,0,,,,,1.0,,2.0,,,,2.0,,,,,1.0,4.0,,,,,,2.0,,,1.0,,,,,,,,
11407497,home,Frosinone,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,F,18,18,False,45.0,36.0,2.0,1.0,9.0,12.0,28.0,37.0,4.0,,,,90.0,76.0,6.5,26.0,0.0419035,4,,,,,1.0,,13.0,3.0,6.0,,1.0,,1.0,1.0,,1.0,4.0,,6.0,1.0,1.0,,2.0,0.0815,2.0,1.0,matiassoule11,1.0,1.0,1.0,,,,
11407497,home,Frosinone,Francesco Gelli,francesco-gelli,F. Gelli,M,10,173,62,M,595900,EUR,845337600,F,14,14,False,32.0,29.0,,,11.0,12.0,19.0,24.0,2.0,,,,90.0,48.0,6.8,11.0,0.110329,0,,,,,1.0,,5.0,3.0,3.0,,3.0,,3.0,3.0,,,4.0,,1.0,,,,1.0,,,,,1.0,,,,,,
11407497,home,Frosinone,Kaio Jorge,kaio-jorge,K. Jorge,F,19,182,26876,M,954888,EUR,1011830400,F,9,9,False,9.0,7.0,,,3.0,5.0,4.0,4.0,4.0,,,,69.0,17.0,6.5,5.0,0.00421482,0,,,,,1.0,1.0,3.0,4.0,2.0,,,,2.0,,,,,,1.0,,,,1.0,,,,kaiojorge,,1.0,,1.0,,,
11407497,home,Frosinone,Jaime Báez,jaime-baez,J. Báez,M,28,178,206,M,796443,EUR,798768000,F,7,7,True,17.0,14.0,1.0,,,1.0,14.0,18.0,2.0,,,,49.0,27.0,7.2,9.0,0.0129805,1,,,,,1.0,,3.0,1.0,1.0,,,,1.0,1.0,,,2.0,,,,,,3.0,0.2587,,1.0,,,,1.0,,1.0,,
11407497,home,Frosinone,Abdou Harroui,abdou-harroui,A. Harroui,M,21,181,1064,M,915812,EUR,884649600,M,21,21,True,6.0,4.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,,,,21.0,16.0,6.9,3.0,0.00218747,3,,,,,1.0,,1.0,3.0,,,,,1.0,,,,,,,1.0,2.0,1.0,,0.0598,1.0,,,,,1.0,,,,
11407497,home,Frosinone,Walid Cheddira,walid-cheddira,W. Cheddira,F,99,187,3794,M,917485,EUR,885427200,F,70,70,True,8.0,3.0,,,1.0,4.0,2.0,4.0,2.0,,,,21.0,10.0,6.5,6.0,0.00083522,0,,,,,,1.0,2.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,walo_98,,,,,,,
11407497,home,Frosinone,Giorgi Kvernadze,kvernadze-giorgi,G. Kvernadze,F,17,183,783,M,1140001,EUR,1044576000,F,17,17,True,10.0,10.0,1.0,1.0,5.0,5.0,5.0,6.0,1.0,,,,11.0,17.0,6.6,3.0,0.00164924,0,,Giorgi Kvernadze,,,,,1.0,2.0,,,,,,,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,
11407497,home,Frosinone,Michele Cerofolini,michele-cerofolini,M. Cerofolini,G,31,191,126,M,869273,EUR,915408000,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407497,home,Frosinone,Pierluigi Frattali,pierluigi-frattali,P. Frattali,G,,185,25,M,43945,EUR,502243200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407497,home,Frosinone,Karlo Lulić,karlo-lulic,K. Lulić,M,4,186,121,M,283851,EUR,831686400,M,8,8,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407497,home,Frosinone,Mehdi Bourabia,mehdi-bourabia,M. Bourabia,M,,183,404,M,98003,EUR,681523200,M,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407497,home,Frosinone,Marvin Çuni,marvin-cuni,M. Çuni,F,90,188,299,M,946006,EUR,994723200,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
