match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_lastName,captain,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_goals,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_bigChanceMissed,stat_blockedScoringAttempt
13472888,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,20.0,11.0,9.0,0.0,11.0,13.0,7.0,6.0,3.0,3.0,90.0,27.0,6.7,10.0,2.954e-05,0,0.0609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472888,home,Palmeiras,Agustín Giay,agustin-giay,A. Giay,D,4,180,5030,M,,1106603,EUR,1074211200,D,4,4,False,50.0,43.0,6.0,0.0,17.0,18.0,32.0,5.0,,,90.0,71.0,7.2,11.0,0.0457013,0,,Agustín Giay,3.0,26.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13472888,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,71.0,62.0,9.0,0.0,39.0,39.0,32.0,4.0,,,90.0,93.0,7.7,12.0,0.0186833,1,,,5.0,23.0,3.0,,4.0,5.0,10.0,6.0,4.0,3.0,,1.0,,True,6.0,1.0,1.0,4.0,0.015,,,,,,,,,,,,,,,,,,,
13472888,home,Palmeiras,Micael,micael,Micael,D,13,190,2254,M,,1105341,EUR,966038400,D,13,13,False,51.0,50.0,3.0,0.0,38.0,38.0,13.0,4.0,,,90.0,60.0,6.9,1.0,0.00429856,0,,Micael,3.0,12.0,,,1.0,2.0,3.0,6.0,,,,,,,3.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,
13472888,home,Palmeiras,Joaquín Piquerez,joaquin-piquerez,J. Piquerez,D,22,183,6392,M,,881110,EUR,903916800,D,22,22,False,50.0,42.0,8.0,0.0,20.0,21.0,29.0,7.0,,,90.0,74.0,7.6,13.0,0.0308377,1,,,6.0,22.0,3.0,,,1.0,7.0,3.0,5.0,3.0,1.0,1.0,,,,,1.0,,0.0063,,1.0,1.0,1.0,,,,,,,,,,,,,,,
13472888,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,70.0,60.0,11.0,0.0,23.0,28.0,42.0,6.0,,,84.0,82.0,7.0,14.0,0.0198379,0,,,7.0,37.0,2.0,,,2.0,4.0,2.0,2.0,2.0,,,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
13472888,home,Palmeiras,Lucas Evangelista,lucas-evangelista,L. Evangelista,M,30,181,3216,M,,331397,EUR,799718400,M,30,30,False,61.0,54.0,7.0,0.0,21.0,24.0,37.0,7.0,,,90.0,75.0,7.5,11.0,0.0192568,2,,,6.0,33.0,1.0,,1.0,4.0,5.0,,3.0,3.0,1.0,,,,1.0,1.0,,1.0,0.0376,1.0,,1.0,,2.0,2.0,1.0,0.2919,,,,,,,,,,,
13472888,home,Palmeiras,Facundo Torres,facundo-torres,F. Torres,M,17,177,5945,M,,874572,EUR,955584000,M,17,17,False,34.0,26.0,1.0,0.0,5.0,5.0,29.0,6.0,,,57.0,51.0,7.1,15.0,0.1323,0,,,,21.0,4.0,1.0,1.0,3.0,6.0,,,,4.0,1.0,,,,1.0,,1.0,,1.0,,3.0,2.0,2.0,,,,,,,,,,,,,,
13472888,home,Palmeiras,Mauricio,mauricio,Mauricio,M,18,174,5655,M,,986233,EUR,993168000,M,18,18,False,23.0,20.0,,1.0,6.0,7.0,16.0,2.0,,,89.0,33.0,7.1,8.0,0.135786,0,,,,14.0,4.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,2.0,,,,1.0,2.0,,,,,,,,,
13472888,home,Palmeiras,Ramón Sosa,ramon-sosa,R. Sosa,F,19,178,8325,M,,1015733,EUR,936057600,M,19,19,False,25.0,20.0,1.0,0.0,6.0,6.0,19.0,2.0,,,57.0,42.0,6.7,18.0,0.0707498,1,,,,14.0,9.0,1.0,,4.0,4.0,,1.0,,1.0,,,,2.0,1.0,,,0.022,1.0,,2.0,,3.0,1.0,,0.0725,,,,,,,,,,,
13472888,home,Palmeiras,Vitor Roque,vitor-roque,V. Roque,F,9,174,72751,M,VRoque,1150391,EUR,1109548800,F,9,9,False,9.0,7.0,,0.0,2.0,2.0,7.0,2.0,,,85.0,36.0,6.9,17.0,0.00421279,2,,Vitor Roque,,5.0,1.0,,1.0,9.0,5.0,,,,1.0,,,,,,1.0,,0.5669,,3.0,9.0,4.0,6.0,1.0,,0.73,,3.0,1.0,,,,,,,,
