match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_wonContest,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed
12436951,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,22.0,18.0,6.0,3.0,0.0,15.0,18.0,3.0,4.0,2.0,7.0,3.0,3.0,2.0,90.0,31.0,7.2,4.0,0.00084891,0,0.3807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436951,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,45.0,38.0,6.0,2.0,0.0,9.0,9.0,32.0,45.0,5.0,5.0,,,,90.0,85.0,7.4,16.0,0.072551,0,,9.0,3.0,1.0,1.0,5.0,7.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,
12436951,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,73.0,70.0,3.0,1.0,0.0,35.0,35.0,35.0,38.0,3.0,6.0,,,,90.0,87.0,7.5,4.0,0.0252982,1,,,,1.0,2.0,3.0,5.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.0413,0.0166,,,,,,,,,,,,,
12436951,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,68.0,61.0,3.0,1.0,0.0,29.0,32.0,32.0,36.0,7.0,4.0,,,,90.0,82.0,6.8,11.0,0.0155761,1,,,,5.0,5.0,7.0,6.0,,1.0,,1.0,,2.0,,,,,1.0,1.0,1.0,0.0225,0.0302,,,,,,,,,,,,,
12436951,home,Tottenham Hotspur,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,udogiethree,983572,EUR,1038441600,D,13,13,False,48.0,44.0,,,0.0,10.0,13.0,34.0,36.0,2.0,4.0,,,,90.0,70.0,6.8,8.0,0.0301705,0,,1.0,,1.0,1.0,5.0,5.0,1.0,3.0,,3.0,3.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,
12436951,home,Tottenham Hotspur,Dejan Kulusevski,dejan-kulusevski,D. Kulusevski,M,21,186,11735,M,dejan_k10,928124,EUR,956620800,M,21,21,False,24.0,17.0,,,0.0,4.0,6.0,13.0,23.0,1.0,4.0,,,,90.0,49.0,6.5,20.0,0.117047,3,,5.0,,,,13.0,5.0,3.0,3.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,3.0,0.1439,0.1767,1.0,5.0,1.0,1.0,,,,,,,,,
12436951,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,51.0,49.0,1.0,,0.0,15.0,15.0,34.0,36.0,2.0,2.0,,,,68.0,57.0,6.8,2.0,0.0365401,0,,,,,,2.0,,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,
12436951,home,Tottenham Hotspur,James Maddison,james-maddison,J. Maddison,M,10,175,15672,M,Madders,356398,EUR,848707200,M,10,10,False,48.0,45.0,4.0,3.0,0.0,12.0,13.0,37.0,46.0,,3.0,,,,80.0,69.0,7.4,11.0,0.347049,0,,11.0,4.0,,,2.0,4.0,1.0,1.0,,2.0,1.0,,1.0,2.0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,
12436951,home,Tottenham Hotspur,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,22,22,False,14.0,13.0,,,0.0,2.0,2.0,12.0,13.0,1.0,,,,,68.0,26.0,7.0,3.0,0.0697075,4,,1.0,1.0,,,4.0,2.0,1.0,2.0,1.0,,,,1.0,1.0,,,1.0,,1.0,0.2116,0.0226,1.0,1.0,1.0,2.0,,,,,,,,,
12436951,home,Tottenham Hotspur,Dominic Solanke,dominic-solanke,D. Solanke,F,19,186,11267,M,Dom_Solanke,361420,EUR,874195200,F,19,19,False,15.0,11.0,,,0.0,2.0,3.0,9.0,12.0,,3.0,,,,90.0,29.0,6.7,10.0,0.0267817,2,,,,6.0,3.0,12.0,7.0,,2.0,,2.0,1.0,2.0,2.0,,,,,,4.0,0.1912,,,1.0,1.0,1.0,,,,,,,,,
12436951,home,Tottenham Hotspur,Heung-min Son,heung-min-son,H. M. Son,F,7,184,117494,M,HMSon,111505,EUR,710553600,F,7,7,False,44.0,38.0,4.0,4.0,0.0,12.0,13.0,26.0,32.0,1.0,5.0,,,,90.0,57.0,7.1,10.0,0.13194,1,,1.0,,1.0,,3.0,3.0,,4.0,,,,1.0,1.0,1.0,,,,1.0,,0.0184,,2.0,,,1.0,True,1.0,,,,,,,
12436951,home,Tottenham Hotspur,Pape Matar Sarr,pape-matar-sarr,P. M. Sarr,M,29,185,32679,M,pape,1002711,EUR,1031961600,M,29,29,True,25.0,21.0,2.0,,0.0,6.0,6.0,15.0,19.0,,,,,,22.0,33.0,6.9,6.0,0.0133386,2,,,,,1.0,3.0,3.0,1.0,2.0,,2.0,2.0,,,1.0,,,1.0,1.0,,0.0634,0.0347,,,1.0,,,,,,,,,,
