match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_interceptionWon,captain,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,player_firstName,player_lastName,stat_wonContest,stat_hitWoodwork,stat_blockedScoringAttempt,stat_lastManTackle,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
10382212,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198,265,M,94835,EUR,648432000,G,1,1,False,24.0,15.0,14.0,5.0,15.0,15.0,9.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,90.0,33.0,7.3,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382212,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181,142,M,296438,EUR,764121600,D,20,20,False,61.0,54.0,5.0,2.0,27.0,27.0,36.0,2.0,3.0,,9.0,,,,90.0,87.0,7.5,15.0,2,28.0,2.0,1.0,1.0,7.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,
10382212,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185,8875,M,1014288,EUR,989712000,D,2,2,False,53.0,48.0,6.0,5.0,29.0,31.0,22.0,1.0,2.0,3.0,6.0,,,,66.0,66.0,7.5,7.0,1,19.0,,,,3.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,,,meeshilgerss,1.0,,,,,,,,,,,,,,,
10382212,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190,269,M,196082,EUR,748742400,D,3,3,False,91.0,80.0,13.0,11.0,50.0,52.0,40.0,3.0,4.0,2.0,9.0,1.0,,,90.0,100.0,8.8,13.0,1,30.0,1.0,,2.0,4.0,,1.0,,1.0,,1.0,,,,1.0,,2.0,,,True,2.0,2.0,,,,,,,,,,,,
10382212,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,False,74.0,60.0,11.0,4.0,32.0,35.0,42.0,,5.0,1.0,6.0,2.0,,,90.0,98.0,7.1,19.0,1,28.0,3.0,,,4.0,3.0,,,1.0,,,3.0,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,
10382212,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173,3417,M,944467,EUR,1005523200,M,14,14,False,9.0,7.0,1.0,1.0,2.0,2.0,9.0,1.0,3.0,,,,,,45.0,15.0,7.0,3.0,0,6.0,2.0,1.0,1.0,1.0,,,,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10382212,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,8,8,False,84.0,81.0,10.0,8.0,44.0,44.0,40.0,2.0,2.0,2.0,8.0,,,,90.0,91.0,6.9,5.0,0,37.0,,,2.0,7.0,2.0,1.0,,,,,,,1.0,2.0,,1.0,rramizz_,1.0,,,,,,,,,,,,,,,
10382212,home,FC Twente,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,961684,EUR,1011312000,M,17,17,False,29.0,25.0,2.0,1.0,13.0,13.0,16.0,,1.0,1.0,5.0,,,,45.0,36.0,6.7,6.0,0,12.0,,,2.0,5.0,,,,,,,1.0,1.0,,1.0,,,,,,,,2.0,,,,,,,,,,,
10382212,home,FC Twente,Václav Černý,vaclav-cerny,V. Černý,M,18,182,3495,M,280631,EUR,877046400,F,7,7,False,59.0,44.0,10.0,8.0,11.0,15.0,54.0,,9.0,,7.0,,,,90.0,105.0,8.0,38.0,4,35.0,10.0,2.0,,12.0,1.0,16.0,1.0,3.0,1.0,,2.0,2.0,2.0,,,4.0,,1.0,,,,2.0,,,7.0,1.0,,,,,,,
10382212,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186,794,M,35193,EUR,601862400,F,9,9,False,9.0,6.0,,,1.0,1.0,8.0,,1.0,,2.0,,,,62.0,14.0,7.0,4.0,1,5.0,,,3.0,4.0,1.0,,1.0,,,,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,
