match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_outfielderBlock,player_firstName,player_lastName,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_blockedScoringAttempt,stat_accurateCross,stat_errorLeadToAShot,captain,stat_bigChanceCreated,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_totalOffside,stat_clearanceOffLine,stat_goals
11368647,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,32.0,29.0,8.0,5.0,29.0,30.0,2.0,6.0,2.0,1.0,2.0,2.0,2.0,90.0,41.0,7.1,3.0,0.00016736,0,0.1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368647,home,Girona FC,Eric García,eric-garcia,E. García,D,24,182,56393,M,876214,EUR,978998400,D,25,25,False,117.0,109.0,3.0,2.0,41.0,43.0,76.0,10.0,,,,,,90.0,134.0,7.0,11.0,0.0548297,1,,ericgm3,68.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.173,1.0,,,,,,,,,,,,,,,,,,,,,,
11368647,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,82.0,81.0,1.0,1.0,61.0,62.0,20.0,6.0,,,,,,90.0,87.0,7.1,1.0,0.00748003,2,,,20.0,,1.0,3.0,,,,1.0,,1.0,,0.3489,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11368647,home,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,89.0,83.0,4.0,3.0,45.0,48.0,41.0,5.0,,,,,,90.0,104.0,7.5,8.0,0.0432047,1,,,38.0,,1.0,5.0,,1.0,,1.0,1.0,3.0,1.0,0.0338,1.0,,,,1.0,,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,
11368647,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,34.0,30.0,,,9.0,11.0,25.0,3.0,,,,,,75.0,53.0,6.8,9.0,0.0326375,2,,MGutiérrez,21.0,2.0,4.0,2.0,,,,1.0,1.0,1.0,1.0,0.0993,1.0,1.0,,,,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,
11368647,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,61.0,57.0,3.0,3.0,25.0,27.0,37.0,2.0,,,,,,75.0,79.0,7.1,10.0,0.0678168,4,,YangelHerrera8,33.0,3.0,4.0,6.0,,,,4.0,,2.0,1.0,0.1806,,1.0,3.0,,,,,,1.0,1.0,2.0,1.0,2.0,,1.0,1.0,,,,,,,
11368647,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,112.0,108.0,14.0,11.0,38.0,38.0,87.0,5.0,,,,,,90.0,133.0,8.6,13.0,0.416155,1,,AlexGarcia97,74.0,13.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,0.0425,5.0,,,,1.0,,,1.0,1.0,,,,,,4.0,,True,1.0,,,,,
11368647,home,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,M,8,8,False,61.0,55.0,,,13.0,13.0,53.0,1.0,,,,,,83.0,77.0,7.6,12.0,0.497994,3,,viktortsygankov,43.0,5.0,3.0,2.0,,1.0,,3.0,1.0,,2.0,0.1472,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,
11368647,home,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,M,23,23,False,85.0,81.0,1.0,1.0,21.0,22.0,67.0,5.0,,,,,,90.0,99.0,7.9,12.0,0.256703,0,,,60.0,4.0,4.0,4.0,2.0,2.0,,,,1.0,1.0,,4.0,,,,,,,2.0,,,2.0,,2.0,,,,,1.0,,,,,
11368647,home,Girona FC,Savinho,savio,Savinho,M,26,176,52457,M,1046795,EUR,1081555200,M,16,16,False,39.0,34.0,1.0,1.0,10.0,10.0,35.0,3.0,,,,,,90.0,69.0,7.7,19.0,0.254366,4,,Savinho,25.0,6.0,6.0,8.0,1.0,4.0,,2.0,,3.0,4.0,0.2249,3.0,,,1.0,,,,1.0,1.0,1.0,4.0,,2.0,1.0,1.0,,,,,0.0309,,,
