match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_totalCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_fouls,captain,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_challengeLost,stat_goals,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_totalOffside
12437022,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,26.0,23.0,5.0,2.0,0.0,22.0,22.0,1.0,4.0,7.0,1.0,2.0,90.0,31.0,6.6,3.0,0.00026536,0,0.4771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437022,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,False,53.0,47.0,1.0,,1.0,15.0,16.0,32.0,37.0,4.0,,,90.0,73.0,7.1,11.0,0.0442692,2,,Rico Lewis,,1.0,3.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0976,1.0,,,,,,,,,,,,,,,,,
12437022,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,60.0,59.0,,,0.0,25.0,25.0,34.0,36.0,4.0,,,62.0,67.0,6.9,3.0,0.0300887,0,,,,2.0,2.0,4.0,1.0,,3.0,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12437022,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,89.0,88.0,,,0.0,32.0,32.0,56.0,57.0,2.0,,,90.0,99.0,7.0,2.0,0.039603,1,,,,2.0,2.0,2.0,,1.0,4.0,1.0,,,,,,0.0495,,,,1.0,,1.0,True,2.0,,,,,,,,,,
12437022,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,102.0,97.0,4.0,3.0,0.0,30.0,30.0,67.0,72.0,2.0,,,90.0,120.0,7.5,8.0,0.0921371,2,,,,,1.0,3.0,,1.0,4.0,,1.0,,,1.0,1.0,0.0755,,,,2.0,1.0,,,2.0,1.0,0.141,,,,,,,,
12437022,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,False,87.0,78.0,,,0.0,19.0,21.0,59.0,66.0,4.0,,,90.0,100.0,8.3,14.0,0.0722892,4,,,,1.0,6.0,3.0,3.0,2.0,,,1.0,1.0,,1.0,,0.295,,,,2.0,1.0,,,,2.0,0.5401,2.0,2.0,,,,,,
12437022,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,48.0,40.0,2.0,2.0,1.0,9.0,9.0,32.0,42.0,4.0,,,90.0,72.0,8.5,14.0,0.322621,2,,,,,6.0,7.0,,,,,2.0,2.0,,,1.0,0.1986,6.0,3.0,2.0,7.0,4.0,,,,1.0,0.2145,1.0,,1.0,1.0,1.0,,,
12437022,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,42.0,38.0,,,0.0,7.0,8.0,34.0,37.0,2.0,,,78.0,58.0,7.3,11.0,0.437541,2,,,,,3.0,2.0,1.0,1.0,1.0,,,,,4.0,2.0,0.0991,3.0,3.0,,2.0,,,,,,,,,3.0,,1.0,,,
12437022,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,19,19,False,63.0,56.0,3.0,3.0,0.0,16.0,19.0,41.0,50.0,6.0,,,89.0,81.0,6.9,13.0,0.0719792,2,,,,1.0,2.0,3.0,1.0,,2.0,1.0,,,,,2.0,0.4553,1.0,6.0,,,,,,,,,1.0,,1.0,,2.0,1.0,,
12437022,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,M,10,10,False,28.0,23.0,,,0.0,3.0,3.0,21.0,27.0,2.0,,,62.0,36.0,6.9,7.0,0.0501325,0,,,,,3.0,4.0,,,,,1.0,1.0,,,1.0,,1.0,2.0,1.0,3.0,2.0,1.0,,,,,,,1.0,,,,,
12437022,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,13.0,8.0,,,0.0,2.0,2.0,6.0,12.0,1.0,,,90.0,26.0,7.2,8.0,0.0892999,4,,,,,4.0,1.0,,1.0,,1.0,,,,1.0,,0.2462,2.0,1.0,2.0,2.0,1.0,1.0,,,2.0,0.3162,,,,,1.0,,,
12437022,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,True,9.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,6.0,2.0,,,28.0,11.0,6.4,,0.0022547,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437022,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,F,11,11,True,10.0,6.0,,,0.0,1.0,1.0,5.0,9.0,2.0,,,28.0,21.0,7.0,10.0,0.00412983,1,,,,,5.0,2.0,1.0,,,,,,,2.0,1.0,0.0552,,,,4.0,1.0,,,,1.0,0.0729,1.0,1.0,,,,,,
12437022,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,,,12.0,7.0,6.5,1.0,0.00032511,0,,,,,,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437022,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,M,27,27,True,,,,,0.0,,,,,,,,1.0,1.0,,,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12437022,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11850,M,stefan.ortega1,125274,EUR,721008000,G,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437022,home,Manchester City,Scott Carson,scott-carson,S. Carson,G,,188,5105,M,scottpcarson33,716,EUR,494553600,G,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437022,home,Manchester City,Savinho,savio,Savinho,M,26,176,52457,M,Savinho,1046795,EUR,1081555200,F,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437022,home,Manchester City,James McAtee,james-mcatee,J. McAtee,M,24,180,10550,M,jamesmcatee_,1003334,EUR,1034899200,M,87,87,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437022,away,Fulham,Bernd Leno,bernd-leno,B. Leno,G,1,190,2695,M,,103335,EUR,699667200,G,1,1,False,21.0,17.0,4.0,1.0,0.0,17.0,19.0,,2.0,6.0,3.0,4.0,90.0,31.0,6.3,4.0,3.93e-05,0,-1.7154,,,,,,,,1.0,,,,1.0,,,,,,,,,,True,,,,,,,,,,1.0,
12437022,away,Fulham,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,D,17,17,False,34.0,29.0,1.0,1.0,0.0,5.0,8.0,24.0,28.0,4.0,,,77.0,48.0,7.2,8.0,0.442829,1,,,,,3.0,5.0,,1.0,2.0,1.0,3.0,2.0,,,,0.0475,2.0,2.0,1.0,3.0,2.0,,,,,,1.0,,,1.0,,,,
12437022,away,Fulham,Kenny Tete,kenny-tete,K. Tete,D,2,180,1146,M,,190877,EUR,813196800,D,2,2,False,31.0,27.0,3.0,1.0,0.0,6.0,8.0,21.0,23.0,4.0,,,77.0,43.0,6.7,4.0,0.0120498,0,,,,,1.0,3.0,,,2.0,,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12437022,away,Fulham,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,,362682,EUR,833500800,D,5,5,False,54.0,43.0,14.0,7.0,0.0,24.0,29.0,19.0,25.0,,,,90.0,69.0,6.7,13.0,0.00646075,0,,,,3.0,,4.0,,,4.0,2.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,
